geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010
"c(-76.4217, 43.308)",13069,600,36,36075021103,361170000931,1.18714,0.88661999,0.038770001,0.78428,0.77763999,0.70757997,0.77543002,0.011,0.937,0.006,0.01341,0.2014,0.0448
"c(-74.034054, 43.023125)",12074,1802,36,36091061500,361173000938,1.39258,1.09337,0.070260003,1.04414,1.16556,1.21845,1.05629,0.004,0.925,0.009,0.01815,0.3424,0.0245
"c(-73.653, 40.7331)",11530,3205,36,36059406400,361176000942,1.8833801,1.68283,0.049490001,1.66065,1.86685,1.85147,1.68766,0.106,0.646,0.121,0.027960001,0.7031,0.0735
"c(-77.7057, 43.1549)",14624,904,36,36055014302,361188000950,1.3176301,1.19338,0.037889998,1.09278,1.0652601,1.0159,1.1121401,0.067,0.846,0.035,0.0118,0.2677,0.1823
"c(-76.019518, 44.014644)",13634,500,36,36045060400,361191000960,1.25752,1.1358401,0.046640001,1.07567,1.0570101,1.07511,1.0667,0.004,0.925,0.011,0.01532,0.2751,0.0524
"c(-77.809213, 42.812598)",14454,1300,36,36051030201,361194000961,1.5247101,1.24482,0.065109998,1.14569,1.35419,1.3275599,1.1587501,0.01,0.927,0.012,0.063210003,0.2411,0.0815
"c(-76.992, 42.8786)",14456,1400,36,36069051700,361197000964,1.32507,1.04837,0.045230001,0.94774997,0.92536998,0.77507001,0.87621999,0.011,0.952,0.008,0.027210001,0.1281,0.4567
"c(-73.627239, 40.879972)",11542,3202,36,36059517102,361218000974,1.5605299,1.22303,0.02726,1.04626,1.40036,1.35534,1.00097,0.018,0.788,0.061,0.01343,0.4387,0.1876
"c(-73.6605, 43.310186)",12801,300,36,36113070300,361224000981,1.3800499,1.0042599,0.12099,0.89741999,1.02676,0.88148999,0.85374999,0.009,0.931,0.012,0.02452,0.3809,0.0593
"c(-74.3615, 43.0537)",12078,1600,36,36035970700,361227000987,1.18748,0.87531,0.04473,0.73707998,0.74655002,0.62629002,0.74858999,0.011,0.892,0.037,0.01298,0.0786,0.0808
"c(-77.223535, 42.77943)",14544,1400,36,36069051300,361230000993,1.33874,0.97666001,0.065109998,0.90346003,1.0448999,1.02123,0.95086998,0.011,0.952,0.008,0.015969999,0.2888,0.0332
"c(-74.3212, 41.418)",10924,2902,36,36071011900,361233000995,1.64274,1.50543,0.052700002,1.4701999,1.47209,1.43144,1.4768,0.114,0.698,0.097,0.03974,0.3366,0.2433
"c(-75.4653, 44.3412)",13642,100,36,36089492700,361236001002,1.03321,0.90556997,0.03021,0.86426002,0.71645999,0.70116001,0.82025999,0.002,0.928,0.006,0.0076299999,0.1138,0.1592
"c(-78.947468, 42.465252)",14070,2500,36,36009960400,361239001007,1.09753,0.85276997,0.05548,0.79190999,0.87787998,0.85117,0.80813003,0.002,0.928,0.007,0.02245,0.1341,0.0781
"c(-73.264, 43.4012)",12832,300,36,36115084000,361245001011,1.25147,0.94880998,0.087360002,0.87592,0.93801999,0.92817003,0.88073999,0.009,0.931,0.012,0.01088,0.1357,0.0301
"c(-73.7403, 40.800082)",11023,3201,36,36059300300,361251001016,1.9371001,1.75511,0.048599999,1.69445,1.88415,1.8257101,1.69627,0.009,0.745,0.045,0.025900001,0.5104,0.2655
"c(-73.7009, 40.7665)",11020,3201,36,36059300900,361251001018,1.9173599,1.7205,0.05181,1.67339,1.8655601,1.83983,1.6785901,0.009,0.745,0.045,0.0178,0.609,0.3195
"c(-77.6629, 43.2547)",14612,904,36,36055013603,361263001031,1.2836,1.06961,0.030780001,0.99997997,1.07465,1.0218,0.99939001,0.067,0.846,0.035,0.00765,0.3083,0.0857
"c(-77.6926, 43.2443)",14612,904,36,36055013604,361263001032,1.47544,1.26808,0.030029999,1.17504,1.28975,1.2085299,1.23181,0.067,0.846,0.035,0.00765,0.3885,0.241
"c(-77.662929, 43.225482)",14615,904,36,36055014001,361263001035,1.45752,1.23159,0.046829998,1.21014,1.32473,1.3706501,1.18167,0.067,0.846,0.035,0.0047200001,0.3488,0.1244
"c(-77.6725, 43.2218)",14615,904,36,36055014004,361263001039,1.1698999,0.94722003,0.030339999,0.88572001,0.93281001,0.86664999,0.89946997,0.067,0.846,0.035,0.0047200001,0.2683,0.1675
"c(-75.7767, 42.3255)",13778,2203,36,36017971000,361275001052,1.2374099,1.06277,0.063259996,0.96711999,1.00657,0.99366999,0.97206998,0.005,0.942,0.011,0.025629999,0.2205,0.0347
"c(-74.0264, 42.4186)",12083,2100,36,36039080201,361287001056,1.3497601,1.11948,0.062720001,1.0240999,1.09598,1.10776,1.06858,0.014,0.915,0.026,0.02104,0.2779,0.0527
"c(-73.4975, 43.0966)",12834,300,36,36115089000,361290001058,1.45474,1.18151,0.1139,1.07152,1.22513,1.26362,1.09349,0.009,0.931,0.012,0.02603,0.25,0.0301
"c(-78.6667, 42.5161)",14141,1207,36,36029015900,361299001064,1.46666,1.10373,0.04061,1.0331,1.26175,1.27373,1.04211,0.007,0.939,0.005,0.02011,0.2457,0.0538
"c(-76.370364, 42.580687)",13073,2300,36,36109002200,361302001068,1.14543,1.08464,0.067019999,0.99787998,0.87481999,0.84091997,1.00789,0.03,0.812,0.027,0.01777,0.2332,0.0538
"c(-73.9657, 42.6977)",12009,2002,36,36001014613,361308001070,1.6953501,1.5264,0.068879999,1.47612,1.52823,1.46262,1.46843,0.023,0.89,0.012,0.019400001,0.3354,0.08
"c(-73.8395, 43.3225)",12846,300,36,36113071000,361311001075,1.15395,0.97368997,0.05742,0.89266998,0.93787003,0.93798,0.94708002,0.009,0.931,0.012,0.016790001,0.2019,0.0365
"c(-73.359, 40.8024)",11746,3302,36,36103112212,361329001084,1.86619,1.76493,0.048900001,1.7252899,1.81057,1.76533,1.73089,0.023,0.867,0.049,0.01131,0.7072,0.2527
"c(-73.3737, 40.8107)",11746,3302,36,36103112102,361329001085,1.85412,1.74186,0.049899999,1.69846,1.7834899,1.74291,1.6554199,0.023,0.867,0.049,0.01131,0.6402,0.1799
"c(-78.8301, 42.7271)",14075,1207,36,36029013400,361335001099,1.58296,1.33192,0.056419998,1.29424,1.44489,1.42327,1.2798899,0.007,0.939,0.005,0.01509,0.4663,0.0293
"c(-72.5083, 40.874)",11946,3305,36,36103190604,361353001108,1.58006,1.37939,0.040520001,1.29863,1.41366,1.42788,1.26215,0.03,0.858,0.062,0.01212,0.2892,0.2915
"c(-76.578257, 43.317704)",13074,600,36,36075021300,361359001113,1.0602601,0.93779999,0.03156,0.86122,0.75966001,0.76892,0.86950999,0.011,0.937,0.006,0.0061900001,0.0738,0.0365
"c(-73.3586, 40.8679)",11740,3301,36,36103110502,361362001114,1.8461601,1.70153,0.058800001,1.65406,1.76657,1.7622499,1.66278,0.014,0.894,0.035,0.01671,0.554,0.1183
"c(-75.6218, 42.182)",13787,2203,36,36007012300,361371001119,1.0309,0.95451999,0.075060003,0.88204998,0.78027999,0.85281003,0.9461,0.005,0.942,0.011,0.0097200004,0.1294,0.0382
"c(-73.7371, 40.9814)",10528,3104,36,36119008500,361374001122,1.86396,1.68949,0.046289999,1.63886,1.77858,1.78105,1.67497,0.045,0.743,0.139,0.01311,0.8305,0.0829
"c(-73.2013, 40.8223)",11788,3309,36,36103145803,361398001135,1.80976,1.68488,0.062070001,1.63414,1.71947,1.74059,1.6519901,0.019,0.863,0.051,0.01794,0.3705,0.1468
"c(-74.015162, 41.214867)",10984,3001,36,36087010501,361401001145,1.4610699,1.41203,0.033860002,1.14654,1.03598,0.86161,0.98729998,0.066,0.71,0.132,0.01416,0.4036,0.3138
"c(-73.6325, 40.6966)",11550,3206,36,36059406701,361413001152,0.69200999,0.58231997,0.02159,0.43206,0.60813999,0.58432001,0.45144999,0.424,0.28,0.239,0.0089100003,0.2007,0.8792
"c(-73.9354, 41.2542)",10548,3102,36,36119014604,361419001165,1.80718,1.69934,0.059069999,1.62473,1.6662101,1.62037,1.6333801,0.048,0.768,0.123,0.03689,0.3177,0.1826
"c(-75, 43.0234)",13350,401,36,36043011200,361422001168,1.34276,1.0483299,0.0535,0.90983999,1.04164,1.01729,0.92518997,0.002,0.955,0.007,0.0219,0.2357,0.0995
"c(-73.6628, 40.7645)",11576,3204,36,36059302300,361428001177,1.88609,1.66082,0.062100001,1.64487,1.85887,1.86875,1.6564699,0.045,0.623,0.078,0.01123,0.6203,0.4574
"c(-73.5257, 40.7585)",11801,3203,36,36059519100,361434001185,1.7876101,1.54251,0.043570001,1.47051,1.72807,1.68841,1.4867899,0.011,0.715,0.039,0.01609,0.3454,0.3103
"c(-74.012, 41.7246)",12528,2702,36,36111953700,361440001192,1.40256,1.20268,0.052220002,1.1810499,1.19558,1.20699,1.17471,0.047,0.844,0.042,0.0054899999,0.3289,0.1607
"c(-73.97565, 41.351082)",10928,2903,36,36071013800,361443001196,1.62154,1.53263,0.047770001,1.48215,1.44559,1.35991,1.45157,0.037,0.831,0.076,0.017419999,0.4468,0.1877
"c(-77.7789, 43.2937)",14468,905,36,36055014804,361446001198,1.47298,1.23452,0.04194,1.2021,1.31415,1.30984,1.19704,0.024,0.928,0.024,0.01465,0.2708,0.0543
"c(-78.540869, 42.644625)",14080,1207,36,36029015003,361455001205,1.5163,1.18935,0.061749998,1.11325,1.33526,1.36417,1.14249,0.007,0.939,0.005,0.01584,0.2038,0.0294
"c(-75.2541, 43.2541)",13354,401,36,36065024000,361458001209,1.36796,1.07833,0.042380001,1.0615,1.16267,1.1681401,1.05934,0.002,0.955,0.007,0.018230001,0.3556,0.0342
"c(-78.029128, 43.234198)",14470,1000,36,36073040802,361461001213,1.21085,0.83459002,0.062380001,0.80085999,0.97965997,0.98645002,0.80936998,0.01,0.936,0.012,0.01203,0.1402,0.0593
"c(-76.1905, 42.6304)",13077,1500,36,36023970300,361464001217,1.44254,1.27397,0.078709997,1.19284,1.15589,1.07072,1.16624,0,0.952,0.003,0.020509999,0.3447,0.0525
"c(-77.5024, 42.7908)",14471,1400,36,36069052000,361467001221,1.4467,1.02038,0.061939999,0.93877,1.27728,1.35052,0.95982999,0.011,0.952,0.008,0.03562,0.2471,0.0231
"c(-77.5874, 42.9516)",14472,906,36,36055012401,361470001223,1.6483999,1.49828,0.081529997,1.4633100000000001,1.53985,1.53074,1.43976,0.024,0.871,0.013,0.026450001,0.4603,0.0474
"c(-73.5825, 42.9069)",12154,1900,36,36083051901,361473001227,1.3444901,1.20131,0.052269999,1.1253999,1.0992301,1.0257601,1.13765,0.044,0.86,0.02,0.0251,0.1802,0.0252
"c(-73.356821, 42.873786)",12090,1900,36,36083051701,361476001229,1.38836,0.99315,0.060430001,0.94725001,1.1282901,1.13314,0.9418,0.044,0.86,0.02,0.02468,0.1884,0.0359
"c(-77.6626, 42.3336)",14843,2402,36,36101960700,361482001233,1.2036901,0.86447001,0.024839999,0.76207,0.84851003,0.75975001,0.75369,0.001,0.939,0.007,0.0186,0.2173,0.0782
"c(-76.8237, 42.1621)",14845,2401,36,36015010500,361485001241,1.4219199,1.21182,0.05147,1.13094,1.1643699,1.06947,1.071,0.011,0.924,0.014,0.017240001,0.2541,0.0845
"c(-73.772377, 42.259811)",12534,2100,36,36021001200,361494001249,1.07364,0.85172999,0.058249999,0.75875998,0.72377998,0.66637999,0.74782002,0.014,0.915,0.026,0.02331,0.2249,0.4872
"c(-73.573395, 43.313379)",12839,300,36,36115080200,361497001254,1.12709,0.89828002,0.12638,0.8351,0.80225998,0.76277,0.84522998,0.009,0.931,0.012,0.01224,0.0994,0.0356
"c(-73.4247, 40.8568)",11743,3301,36,36103110902,361509001263,1.73709,1.49506,0.057399999,1.3358901,1.55379,1.40495,1.25702,0.014,0.894,0.035,0.01847,0.3106,0.5809
"c(-73.9021, 41.8267)",12538,2801,36,36027070101,361518001269,1.47807,1.37953,0.054269999,1.31091,1.20046,1.16135,1.29986,0.026,0.893,0.034,0.017510001,0.312,0.1457
"c(-73.685836, 42.425509)",12184,2100,36,36021000402,361521001279,1.37925,1.1431201,0.078029998,1.0736901,1.16264,1.1195,1.06655,0.014,0.915,0.026,0.028100001,0.3593,0.0809
"c(-75.7134, 44.1436)",13673,500,36,36045060600,361530001288,1.20453,1.09457,0.068149999,1.05606,0.94067001,0.94259,1.0249,0.004,0.925,0.011,0.01554,0.2392,0.2263
"c(-78.604489, 42.834644)",14059,1203,36,36029014101,361536001294,1.6372499,1.35883,0.043559998,1.29909,1.52112,1.5749201,1.32419,0.006,0.962,0.006,0.020339999,0.3674,0.0157
"c(-77.5973, 43.2166)",14617,901,36,36055010500,361539001302,1.47444,1.30522,0.075910002,1.23701,1.30375,1.25756,1.24187,0.032,0.888,0.028,0.0084499996,0.5412,0.0715
"c(-73.493363, 40.722268)",11756,3207,36,36059409000,361551001320,1.82212,1.62793,0.048129998,1.59983,1.74235,1.75903,1.59559,0.006,0.834,0.055,0.0071100001,0.2821,0.214
"c(-73.220847, 40.731196)",11751,3311,36,36103147401,361554001324,1.7180099,1.50315,0.044429999,1.46611,1.59849,1.60518,1.4801199,0.054,0.846,0.064,0.01224,0.281,0.2419
"c(-76.498, 42.4553)",14850,2300,36,36109000600,361557001340,1.61535,1.34066,0.1332,1.23367,1.28702,0.99754,1.1580499,0.03,0.812,0.027,0.050519999,0.8369,0.2665
"c(-79.2354, 42.0962)",14701,2600,36,36013030500,361563001350,1.17855,0.76712,0.066749997,0.58165002,0.63676,0.51964003,0.56189001,0.012,0.914,0.035,0.017759999,0.1415,0.2481
"c(-73.0356, 40.9087)",11776,3307,36,36103158319,361578001363,1.65291,1.55211,0.048749998,1.46873,1.45502,1.3866301,1.45655,0.085,0.78,0.046,0.0065899999,0.3829,0.2626
"c(-73.5427, 40.7986)",11753,3202,36,36059518501,361581001370,1.91629,1.7870899,0.048519999,1.75914,1.8897901,1.86286,1.75854,0.018,0.788,0.061,0.02053,0.7279,0.2839
"c(-75.9686, 42.1345)",13790,2201,36,36007014200,361590001375,1.29286,0.92374998,0.054030001,0.84274,0.95982999,0.95052999,0.85557997,0.04,0.854,0.028,0.01394,0.3721,0.1236
"c(-74.383316, 43.009695)",12095,1600,36,36035971300,361598001381,1.2875201,0.97056001,0.066509999,0.90121001,0.97781998,0.93647999,0.89535999,0.011,0.892,0.037,0.016109999,0.2343,0.0649
"c(-76.4725, 43.047)",13080,704,36,36067012000,361599001386,1.42191,1.1483901,0.039489999,1.03461,1.16813,1.11164,1.04945,0.006,0.927,0.004,0.01826,0.2426,0.0409
"c(-73.595448, 44.466285)",12912,200,36,36019102000,361617001396,1.2108099,0.91491002,0.03025,0.87914997,0.91838002,0.92870998,0.86789,0.002,0.941,0.006,0.01977,0.1396,0.0445
"c(-78.0244, 43.3192)",14476,1000,36,36073401300,361620001399,1.28065,0.96794999,0.05545,0.90625,1.0995899,1.12344,0.92725998,0.01,0.936,0.012,0.01255,0.1719,0.0636
"c(-78.8341, 42.9903)",14150,1201,36,36029007904,361623001410,1.4834599,1.19513,0.062010001,1.12638,1.31741,1.29667,1.14275,0.017,0.903,0.026,0.0082999999,0.3201,0.0477
"c(-78.8639, 42.9736)",14217,1201,36,36029008102,361623001412,1.37151,1.09056,0.062059999,1.0396399,1.13616,1.05948,0.99058998,0.017,0.903,0.026,0.01044,0.4941,0.0608
"c(-73.241542, 40.88311)",11754,3303,36,36103134906,361626001451,1.82491,1.6451499,0.04724,1.62962,1.7364399,1.72936,1.65458,0.003,0.898,0.029,0.0078099999,0.3653,0.0784
"c(-73.996895, 41.926124)",12401,2702,36,36111951900,361629001436,1.3072799,1.13007,0.052609999,0.97733998,0.87567002,0.72893,0.9483,0.047,0.844,0.042,0.02698,0.1296,0.3057
"c(-75.9655, 44.194)",13656,500,36,36045060500,361638001446,1.0647200000000001,0.98934001,0.05339,0.93516999,0.85943002,0.91760999,0.92572999,0.004,0.925,0.011,0.01571,0.1846,0.1199
"c(-76.117161, 42.922553)",13084,704,36,36067015800,361641001448,1.372,1.18674,0.035700001,1.12972,1.1663001,1.13386,1.14852,0.006,0.927,0.004,0.019160001,0.3366,0.0602
"c(-78.8039, 42.8177)",14218,1204,36,36029012501,361644001452,1.11961,0.68153,0.031830002,0.66068,0.83516997,0.84103000000000006,0.63200998,0.053,0.893,0.015,0.01016,0.2084,0.0903
"c(-73.712344, 43.428662)",12845,300,36,36113072000,361647001458,1.56478,1.2480299,0.079470001,1.2175699,1.38859,1.43801,1.23243,0.009,0.931,0.012,0.042909998,0.3185,0.0467
"c(-73.984712, 44.282173)",12946,200,36,36031960598,361650001460,1.46529,1.09654,0.04865,1.00394,1.2427599,1.15611,1.04328,0.002,0.941,0.006,0.0416,0.2455,0.2464
"c(-79.037648, 42.649173)",14006,1207,36,36029015503,361656001469,1.3390501,1.08039,0.045279998,1.0013601,1.13965,1.1488,1.00945,0.007,0.939,0.005,0.01513,0.2074,0.0628
"c(-73.8376, 41.3248)",10588,3103,36,36119014804,361662001475,1.8069299,1.64193,0.061110001,1.6224999,1.69848,1.67557,1.60323,0.026,0.847,0.053,0.02927913,0.4014,0.2557
"c(-73.8589, 41.2794)",10567,3102,36,36119014607,361662001479,1.76991,1.59822,0.044190001,1.5490201,1.64275,1.61815,1.5830801,0.048,0.768,0.123,0.00581,0.6074,0.2615
"c(-78.6707, 42.9306)",14086,1203,36,36029014208,361668001488,1.59717,1.3920701,0.042339999,1.3309,1.44231,1.39239,1.3295701,0.006,0.962,0.006,0.0092200004,0.3673,0.0413
"c(-76.5339, 42.5441)",14882,2300,36,36109002300,361671001490,1.51713,1.32586,0.1161,1.27011,1.32129,1.27027,1.27307,0.03,0.812,0.027,0.025660001,0.3941,0.077
"c(-73.6751, 42.7636)",12180,1900,36,36083040300,361674001494,1.28142,1.0663,0.04411,0.9637,0.92653,0.89578998,0.95327997,0.044,0.86,0.02,0.01936,0.2219,0.3229
"c(-73.734451, 40.63101)",11516,3212,36,36059411200,361683001505,1.53414,1.13213,0.029340001,0.96903998,1.33401,1.17312,0.91338003,0.039,0.777,0.103,0.01538,0.4696,0.1773
"c(-77.9809, 42.9618)",14482,1000,36,36037951100,361695001506,1.3784,1.1871901,0.05455,1.09982,1.16404,1.19147,1.13182,0.01,0.936,0.012,0.0083900001,0.2154,0.0379
"c(-76.8333, 43.1933)",14590,800,36,36117021600,361698001513,1.06222,0.85899001,0.045699999,0.74887002,0.76464999,0.76006001,0.75695002,0.018,0.909,0.019,0.0091700004,0.1134,0.076
"c(-78.1155, 42.6289)",14066,1300,36,36121970800,361713001516,1.23953,0.78647,0.053709999,0.72435999,0.96777999,0.99010003,0.73837,0.01,0.927,0.012,0.014811003,0.13,0.0258
"c(-73.5255, 40.729)",11756,3207,36,36059408900,361716001520,1.83105,1.58746,0.04733,1.55353,1.74819,1.76463,1.59516,0.006,0.834,0.055,0.0071100001,0.3459,0.2254
"c(-73.5062, 40.7034)",11756,3207,36,36059409300,361716001523,1.84812,1.66935,0.05057,1.635,1.80054,1.81048,1.6357501,0.006,0.834,0.055,0.0071100001,0.2832,0.161
"c(-79.014, 43.214)",14174,1102,36,36063024405,361719001534,1.46889,1.32454,0.049479999,1.2496001,1.26557,1.27798,1.28198,0.021,0.934,0.008,0.01801,0.324,0.0484
"c(-74.754436, 41.806825)",12754,2701,36,36105950700,361722001539,1.2653,0.98043001,0.048129998,0.87876999,0.98706001,0.95903999,0.91557002,0.024,0.856,0.066,0.01936,0.091,0.4019
"c(-73.3654, 40.6976)",11757,3312,36,36103124001,361738001548,1.6825401,1.4829299,0.050319999,1.4249901,1.52995,1.5336601,1.4457901,0.051,0.832,0.073,0.0067799999,0.2934,0.1235
"c(-74.8709, 43.0588)",13365,401,36,36043010900,361746001555,1.1444401,0.94507003,0.054669999,0.84152001,0.90100002,0.86084002,0.81541997,0.002,0.955,0.007,0.016869999,0.1842,0.0299
"c(-76.215009, 43.148354)",13090,702,36,36067011101,361752001565,1.54189,1.27982,0.043869998,1.20441,1.28056,1.17926,1.17285,0.009,0.923,0.011,0.0051099998,0.429,0.1238
"c(-77.666, 42.8114)",14487,1300,36,36051030700,361764001578,1.43569,1.20374,0.04214,1.09751,1.23897,1.2167701,1.13515,0.01,0.927,0.012,0.021500001,0.3369,0.0341
"c(-78.6872, 43.1529)",14094,1102,36,36063023901,361767001586,1.26907,1.01831,0.036060002,0.91532999,0.92820001,0.83135003,0.88471001,0.021,0.934,0.008,0.0133,0.3401,0.0825
"c(-73.6343, 40.5948)",11561,3210,36,36059416900,361773001599,1.6665699,1.40271,0.045049999,1.28479,1.53087,1.4427299,1.21251,0.107,0.765,0.068,0.0094699999,0.6639,0.0649
"c(-75.49209, 43.790096)",13367,500,36,36049950300,361782001603,1.32061,1.06757,0.052159999,0.97509998,1.07865,1.10053,1.0011801,0.004,0.925,0.011,0.02575,0.1915,0.0473
"c(-73.6727, 40.6539)",11563,3211,36,36059411901,361791001606,1.8670501,1.7143,0.04747,1.68282,1.82921,1.82455,1.70047,0.193,0.538,0.098,0.01141,0.3622,0.2111
"c(-76.983567, 43.064541)",14489,800,36,36117021400,361803001615,1.15482,0.80817002,0.02874,0.73579001,0.84824002,0.81968999,0.75300997,0.018,0.909,0.019,0.02258,0.1286,0.1843
"c(-75.153286, 44.788704)",13660,100,36,36089490500,361809001618,1.21506,0.91429001,0.059889998,0.83133,0.93733001,0.91474003,0.86194998,0.002,0.928,0.006,0.021749999,0.2281,0.0317
"c(-73.7571, 41.3656)",10541,3101,36,36079011200,361812001624,1.78716,1.56343,0.046969999,1.54397,1.67035,1.6372401,1.5362999,0.023,0.869,0.062,0.0097899996,0.3715,0.1608
"c(-76.0226, 42.1279)",13760,2201,36,36007013000,361815001630,1.50754,1.22019,0.061980002,1.12949,1.2897201,1.23654,1.15925,0.04,0.854,0.028,0.01069,0.4252,0.0906
"c(-74.2791, 44.8414)",12953,200,36,36033950400,361818001635,1.1022201,0.97672999,0.04972,0.82766998,0.74576998,0.63875997,0.84143001,0.002,0.941,0.006,0.017139999,0.215,0.0405
"c(-73.6607, 40.67)",11565,3211,36,36059410200,361821001643,1.55496,1.1788599,0.053950001,1.16364,1.44893,1.45278,1.20118,0.193,0.538,0.098,0.020719999,0.4836,0.2294
"c(-73.7438, 40.941)",10543,3104,36,36119007200,361824001648,1.85909,1.7338001,0.062419999,1.67679,1.7290699,1.4567699,1.63069,0.045,0.743,0.139,0.01483,0.5628,0.313
"c(-73.70422, 40.793277)",11030,3201,36,36059301800,361827001650,1.90302,1.70344,0.060479999,1.69007,1.85821,1.8076299,1.68182,0.009,0.745,0.045,0.0196,0.5272,0.4019
"c(-75.9605, 43.0096)",13104,703,36,36067015202,361833001656,1.78518,1.6045901,0.056170002,1.55085,1.64925,1.5742199,1.55906,0.018,0.902,0.012,0.0083600003,0.7214,0.1204
"c(-76.034792, 42.441104)",13803,1500,36,36023971100,361845001661,1.1456701,1.08982,0.11433,1.01942,0.92703998,0.98205,1.02169,0,0.952,0.003,0.0097399997,0.1214,0.0363
"c(-76.343, 42.9928)",13108,703,36,36067016502,361848001665,1.62207,1.2906899,0.062789999,1.22886,1.41248,1.3886499,1.22922,0.018,0.902,0.012,0.020059999,0.4451,0.0315
"c(-77.1887, 43.1729)",14505,800,36,36117020500,361854001669,1.3241301,1.14867,0.055569999,1.12044,1.11467,1.15451,1.1176701,0.018,0.909,0.019,0.01332,0.2226,0.0483
"c(-73.98712, 41.604061)",12542,2702,36,36111953800,361857001670,1.41734,1.30495,0.055799998,1.21606,1.21715,1.24696,1.24498,0.047,0.844,0.042,0.01599,0.3287,0.151
"c(-78.7502, 42.9367)",14225,1204,36,36029010001,361860001678,1.49804,1.09337,0.038029999,1.0486,1.2996401,1.29485,1.05168,0.053,0.893,0.015,0.00648,0.2208,0.0676
"c(-73.453378, 40.668254)",11758,3208,36,36059521802,361863001688,1.87771,1.68837,0.061489999,1.68604,1.81697,1.81127,1.6633199,0.015,0.879,0.044,0.0087200003,0.3481,0.0793
"c(-74.9023, 44.9205)",13662,100,36,36089490400,361866001695,1.33031,0.97715998,0.091470003,0.85469002,0.95098001,0.86486,0.84669,0.002,0.928,0.006,0.0124,0.2914,0.0423
"c(-72.8502, 40.7806)",11951,3306,36,36103159506,361869004672,1.20382,1.3275501,0.045929998,1.24336,1.03597,1.0395499,1.25995,0.04,0.843,0.052,0.0043799998,0.1743,0.3472
"c(-74.2622, 43.1035)",12117,1600,36,36035970200,361875001707,1.30708,1.07177,0.066739999,0.94713002,1.02417,1.0158401,0.96210003,0.011,0.892,0.037,0.01833,0.1381,0.0276
"c(-73.6998, 42.9027)",12118,1802,36,36091062505,361890001714,1.48871,1.1342601,0.053160001,1.0391099,1.22464,1.18749,1.07644,0.004,0.925,0.009,0.0045500002,0.5033,0.0606
"c(-78.3962, 43.2096)",14103,1000,36,36073040500,361896001716,1.0861,0.95687997,0.040350001,0.84596002,0.73676002,0.68269002,0.87191999,0.01,0.936,0.012,0.01094,0.2054,0.1696
"c(-73.5644, 40.6741)",11566,3209,36,36059415000,361902001721,1.87833,1.7417901,0.061420001,1.70028,1.82284,1.82292,1.72664,0.014,0.907,0.042,0.01137,0.4483,0.1529
"c(-73.5248, 40.6513)",11710,3209,36,36059415402,361902001724,1.77715,1.79954,0.044530001,1.6012501,1.56119,1.20582,1.34553,0.014,0.907,0.042,0.0088,0.597,0.0713
"c(-73.5428, 40.6755)",11710,3209,36,36059414800,361902001725,1.8766,1.6491899,0.052730002,1.63994,1.81712,1.8440599,1.6524301,0.014,0.907,0.042,0.0088,0.4655,0.15
"c(-76.2351, 43.4604)",13114,600,36,36075020400,361917001732,1.2224801,1.09806,0.04642,1.00644,0.93444997,0.89951003,0.98804998,0.011,0.937,0.006,0.0188,0.1771,0.04
"c(-73.0873, 40.8751)",11720,3308,36,36103158104,361920001736,1.627,1.53,0.050080001,1.46716,1.48882,1.47193,1.49036,0.018,0.853,0.063,0.0054600001,0.1908,0.2055
"c(-73.06, 40.8725)",11784,3308,36,36103158110,361920001742,1.58266,1.51147,0.048209999,1.45095,1.44998,1.47228,1.4600101,0.018,0.853,0.063,0.0074999998,0.2901,0.2286
"c(-72.926411, 40.863985)",11980,3306,36,36103158709,361923001753,1.47047,1.42545,0.049589999,1.32906,1.29406,1.28461,1.35338,0.04,0.843,0.052,0.016960001,0.3516,0.1462
"c(-74.395913, 41.451796)",10940,2902,36,36071011200,361932001766,1.12617,1.10671,0.025429999,0.99778998,0.82652003,0.77574003,0.98325002,0.114,0.698,0.097,0.0077,0.236,0.5066
"c(-73.6886, 41.7811)",12545,2801,36,36027200002,361938005859,1.64248,1.50108,0.057739999,1.48333,1.52437,1.46491,1.4792,0.026,0.893,0.034,0.065700002,0.4516,0.1116
"c(-72.9902, 40.9341)",11764,3304,36,36103158323,361941001773,1.74893,1.62077,0.051600002,1.58374,1.63603,1.66855,1.5921299,0.008,0.887,0.031,0.01137,0.421,0.1255
"c(-73.6577, 40.742)",11040,3204,36,36059303201,361950001780,1.82605,1.63778,0.056219999,1.57504,1.73087,1.75298,1.5674,0.045,0.623,0.078,0.01062,0.4658,0.5681
"c(-74.511616, 41.384021)",10973,2902,36,36071011801,361956001784,1.50702,1.41992,0.051929999,1.38395,1.3109601,1.25567,1.3706,0.114,0.698,0.097,0.029580001,0.3411,0.2308
"c(-74.134237, 41.322717)",10917,2903,36,36071013900,361965001795,1.66398,1.56662,0.054469999,1.53571,1.50384,1.4289401,1.53065,0.037,0.831,0.076,0.013,0.4222,0.2206
