geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010
"c(-86.2049, 34.2622)",35950,500,1,1095030902,010000500871,1.1243,1.01387,0.02939,0.81625003,0.68330002,0.70279998,0.8035,0.024,0.912,0.028,0.01271,0.1706,0.1357
"c(-86.319462, 34.178658)",35980,500,1,1095031000,010000600878,0.90841001,0.73626,0.02863,0.63306999,0.58915001,0.67400998,0.69442999,0.024,0.912,0.028,0.0092200004,0.1002,0.1609
"c(-86.254153, 34.53375)",35747,500,1,1095030202,010000600883,0.93722999,0.89753997,0.030339999,0.77319002,0.65886003,0.69038999,0.80438,0.024,0.912,0.028,0.01149,0.233,0.0351
"c(-86.4219, 34.3764)",35976,500,1,1095030500,010000601585,0.71329999,0.67255002,0.030579999,0.61978,0.54674,0.58389002,0.63813001,0.024,0.912,0.028,0.023329999,0.1879,0.0452
"c(-86.8377, 33.3444)",35244,1303,1,1073014410,010000700251,1.77167,1.59389,0.050330002,1.5150599,1.5929101,1.564,1.4794,0.125,0.8,0.021,0.01267,0.5891,0.2616
"c(-86.7288, 33.3927)",35242,1200,1,1117030303,010000701456,1.74718,1.61006,0.05232,1.5216,1.60928,1.5671,1.5131201,0.102,0.826,0.027,0.01361,0.6266,0.1907
"c(-86.7425, 34.7192)",35758,301,1,1089011014,010000800831,1.59058,1.66202,0.069360003,1.59128,1.38448,1.32138,1.55214,0.325,0.593,0.024,0.01915,0.612,0.3399
"c(-86.574182, 33.547574)",35094,1303,1,1073011002,010001102096,0.95337999,0.81195998,0.032439999,0.72619998,0.72171003,0.74695998,0.75222999,0.125,0.8,0.021,0.01333,0.083,0.5131
"c(-86.1639, 34.2118)",35957,500,1,1095031200,010001200874,1.11362,1.02048,0.03091,0.90521002,0.81151003,0.86404997,0.92973,0.024,0.912,0.028,0.01272,0.2382,0.1649
"c(-86.590765, 33.665684)",35173,1304,1,1073011111,010001301682,1.62792,1.47948,0.050900001,1.4084001,1.3987499,1.35803,1.39521,0.329,0.617,0.013,0.01435,0.3118,0.171
"c(-85.9508, 32.9377)",35010,1800,1,1123962300,010003000003,1.10686,0.98034,0.02716,0.79389,0.68915998999999994,0.59635001,0.74985999,0.221,0.731,0.015,0.01853,0.1861,0.2355
"c(-86.4708, 31.3154)",36420,2300,1,1039962000,010006000007,1.25202,0.89715999,0.03779,0.77811998,0.85132998,0.76116002,0.74725002,0.116,0.832,0.015,0.02204,0.2698,0.2867
"c(-85.82, 33.6612)",36207,1100,1,1015000200,010009000011,0.43314001,0.40801999,0.02287,0.40423,0.28637999,0.27755001,0.38095,0.196,0.726,0.012,0.02076,0.1519,0.6021
"c(-86.48857, 34.329247)",35016,500,1,1095030500,010010000028,1.2649601,1.14588,0.04549,1.0654,0.91745001,0.88665003,1.08127,0.024,0.912,0.028,0.01542,0.1879,0.0452
"c(-86.949822, 34.812486)",35611,200,1,1083020700,010012001472,1.3760099,1.1326801,0.041870002,0.98693001,0.99934,0.89262003,0.93918997,0.1,0.806,0.023,0.021570001,0.1024,0.3414
"c(-86.1109, 33.996)",35954,900,1,1055010200,010018000033,0.83955997,0.64735001,0.069030002,0.56400001,0.54839998,0.60329998,0.58174998,0.141,0.801,0.026,0.01337,0.1311,0.1622
"c(-88.100153, 30.796015)",36571,2701,1,1097005400,010018502137,1.0449600000000001,1.04884,0.02585,0.98422998,0.85118997,0.96275997,0.96855998,0.637,0.337,0.011,0.01453,0.1938,0.1794
"c(-88.0569, 30.8471)",36572,2703,1,1097005600,010018902195,1.15856,1.06695,0.03497,0.96787,0.85285997,0.82853001,0.9698,0.14,0.786,0.02,0.0097200004,0.1394,0.1608
"c(-86.845962, 33.222102)",35007,1200,1,1117030607,010019001183,1.43539,1.22012,0.048379999,1.1119601,1.17177,1.1485699,1.10692,0.102,0.826,0.027,0.01428,0.3843,0.2436
"c(-86.82121, 33.312895)",35124,1200,1,1117030316,010019402399,1.59304,1.45515,0.049830001,1.3631999,1.36417,1.36631,1.3802,0.102,0.826,0.027,0.018230001,0.3361,0.2787
"c(-85.446081, 32.603878)",36830,1900,1,1081040200,010021000036,1.4536099,1.45471,0.044300001,1.3840801,1.15883,1.00274,1.27635,0.188,0.67,0.024,0.022290001,0.6017,0.2597
"c(-86.481999, 32.619027)",36022,2100,1,1001020900,010024000046,0.97175997,1.0921201,0.03272,1.01805,0.77249002,0.79145002,1.04506,0.272,0.691,0.009,0.00397,0.1287,0.1567
"c(-86.4716, 32.5005)",36067,2100,1,1001020802,010024000048,1.23614,1.28756,0.032030001,1.16509,0.92232001,0.83537,1.1052999,0.272,0.691,0.009,0.01568,0.2286,0.1712
"c(-87.706485, 30.540413)",36567,2600,1,1003010905,010027000024,0.89039999,0.78419,0.053539999,0.72644001,0.61404997,0.61798,0.71670997,0.053,0.901,0.018,0.01533,0.1461,0.166
"c(-87.8836, 30.498068)",36532,2600,1,1003011102,010027000100,1.3785,1.22144,0.062279999,1.16427,1.0710599,1.00396,1.12341,0.053,0.901,0.018,0.0229,0.3895,0.1039
"c(-87.8641, 30.6388)",36526,2600,1,1003010703,010027001759,1.31539,1.26077,0.051130001,1.20258,1.05205,0.98923999,1.20006,0.053,0.901,0.018,0.01223,0.4942,0.1371
"c(-87.6893, 30.3817)",36535,2600,1,1003011502,010027001784,0.83203,0.73159999,0.041839998,0.68974,0.54737002,0.53372997,0.67738003,0.053,0.901,0.018,0.00911,0.1823,0.3159
"c(-87.794, 30.8937)",36507,2600,1,1003010300,010027001810,0.76591003,0.60912001,0.028829999,0.54095,0.46520999,0.45818001,0.54348999,0.053,0.901,0.018,0.017929999,0.2144,0.2285
"c(-87.8541, 30.6887)",36527,2600,1,1003010703,010027002073,1.43385,1.18606,0.04958,1.16211,1.21056,1.2749799,1.15678,0.053,0.901,0.018,0.01482,0.4942,0.1371
"c(-86.999217, 33.370885)",35022,1305,1,1073014104,010033000087,0.96647,0.50598001,0.01836,0.37180001,0.50452,0.50141001,0.37261,0.41,0.532,0.024,0.0094600003,0.1941,0.5131
"c(-87.1426, 32.9472)",35042,1700,1,1007010004,010036000092,0.98528999,0.83696002,0.041749999,0.67767,0.61821997,0.61132002,0.67448997,0.483,0.49,0.01,0.018060001,0.0788,0.4428
"c(-87.1284, 33.1131)",35184,1700,1,1007010001,010036000099,1.01006,0.82615,0.052000001,0.74649,0.75252002,0.81891,0.78074002,0.483,0.49,0.01,0.0086200004,0.1673,0.1332
"c(-86.683271, 33.611201)",35215,1304,1,1073005908,010039000141,0.56634003,0.35275999,0.01822,0.34096,0.36836001,0.38534001,0.32503,0.329,0.617,0.013,0.0064900001,0.1209,0.7871
"c(-86.892235, 33.518499)",35218,1301,1,1073003300,010039000164,0.49311,0.31167001,0.02227,0.26442,0.27491,0.29223001,0.29124999,0.886,0.053,0.015,0.02121,0.0455,0.9937
"c(-86.7986, 33.4976)",35205,1302,1,1073004902,010039000176,1.1820199,0.60522997,0.040890001,0.58401,0.97167999,1.00302,0.59805,0.442,0.475,0.01,0.01033,0.6023,0.4336
"c(-86.7681, 33.8869)",35079,800,1,1009050602,010042000208,1.24018,1.02473,0.046700001,0.94269001,0.98207003,1.00568,0.92979002,0.041,0.894,0.027,0.0092399996,0.18,0.049
"c(-86.5888, 34.0858)",35031,800,1,1009050500,010042000209,0.90439999,0.76420999,0.031090001,0.67702001,0.66697001,0.71357,0.72066998,0.041,0.894,0.027,0.0087799998,0.1063,0.1108
"c(-86.6179, 33.9084)",35097,800,1,1009050700,010042000210,1.08443,0.75163001,0.045340002,0.69506001,0.80423999,0.86093998,0.71820998,0.041,0.894,0.027,0.01538,0.0789,0.0496
"c(-86.4303, 34.0828)",35031,800,1,1009050300,010042000213,0.91931999,0.75853997,0.02389,0.60224003,0.62195998,0.64196998,0.64775997,0.041,0.894,0.027,0.0087799998,0.0838,0.1146
"c(-87.0704, 31.1382)",36426,2200,1,1053970100,010045000216,1.09708,0.96164,0.032639999,0.86812001,0.79273999,0.72263998,0.84438002,0.322,0.611,0.004,0.01774,0.272,0.2602
"c(-86.65194, 31.837042)",36037,2300,1,1013952900,010051000226,0.68985999,0.57455999,0.02413,0.51547003,0.43465,0.42249,0.54135001,0.116,0.832,0.015,0.01336,0.2489,0.595
"c(-85.887066, 33.775146)",36250,1100,1,1015002501,010054000232,1.16406,1.00604,0.043480001,0.88025999,0.86958998,0.94177997,0.89956999,0.196,0.726,0.012,0.017619999,0.1915,0.1143
"c(-86.0014, 33.786)",36271,1100,1,1015002600,010054000240,0.95210999,0.81993997,0.046799999,0.75414002,0.71893001,0.76318002,0.79145002,0.196,0.726,0.012,0.01072,0.1129,0.068
"c(-85.8367, 33.7022)",36206,1100,1,1015001600,010054000243,0.99940001999999994,0.91649997,0.031289998,0.80723,0.73241001,0.72793001,0.82564002,0.196,0.726,0.012,0.00312,0.0762,0.2142
"c(-85.8309, 33.7471)",36277,1100,1,1015001800,010054000247,1.05168,0.94123,0.03461,0.85118997,0.79641002,0.89152002,0.90389001,0.196,0.726,0.012,0.01411,0.1619,0.1846
"c(-85.686986, 33.747043)",36207,1100,1,1015002000,010054000250,1.03285,0.95358998,0.04056,0.92137998,0.83102,0.88130999,0.94277,0.196,0.726,0.012,0.02076,0.2105,0.1037
"c(-85.816324, 33.885484)",36265,1100,1,1015002502,010054001488,0.87983,0.87045002,0.045109998,0.81089997,0.65565001999999994,0.70187002,0.80497998,0.196,0.726,0.012,0.018510001,0.1258,0.0487
"c(-85.882, 33.6525)",36201,1100,1,1015001300,010054001489,0.89600998,0.62940001,0.033,0.59331,0.57093,0.61281002,0.62147999,0.196,0.726,0.012,0.02853,0.0508,0.0742
"c(-85.1815, 32.8022)",36854,1800,1,1017954300,010060000271,0.87787998,0.73205,0.029890001,0.60513997,0.57967001,0.60460001,0.61124998,0.221,0.731,0.015,0.0095300004,0.1678,0.4322
"c(-85.6587, 34.1638)",35960,1000,1,1019956000,010063000278,1.01815,0.8215,0.039719999,0.72016001,0.76536,0.76854002,0.75866002,0.147,0.79,0.013,0.024979999,0.1844,0.0889
"c(-85.7674, 34.241)",35983,1000,1,1019955800,010063000282,0.94331998,0.61210001,0.0469,0.57145,0.75931001,0.80387002,0.61348999,0.147,0.79,0.013,0.0098799998,0.1225,0.0674
"c(-86.7483, 32.9655)",35085,1800,1,1021060402,010066000262,0.92932999,0.80081999,0.02703,0.66597998,0.65000999,0.66507,0.73623002,0.221,0.731,0.015,0.0079899998,0.1176,0.2064
"c(-86.7163, 32.9136)",35171,1800,1,1021060401,010066000270,1.06592,0.76261002,0.017440001,0.66513002,0.82977003,0.91025001,0.69936001,0.221,0.731,0.015,0.018169999,0.1277,0.1683
"c(-86.6127, 32.8219)",35045,1800,1,1021060101,010066001491,1.03411,0.87410003,0.033360001,0.73874003,0.67655998,0.65232003,0.75579,0.221,0.731,0.015,0.021120001,0.1407,0.3459
"c(-87.77412, 31.705821)",36451,2200,1,1025957800,010072000298,0.82688999,0.63094002,0.018309999,0.56917,0.58029002,0.59442002,0.53296,0.322,0.611,0.004,0.01557,0.1224,0.5066
"c(-87.8851, 31.5482)",36545,2200,1,1025957901,010072001493,0.92929,0.90087003,0.0088999998,0.71884,0.63401002,0.59004003,0.65249997,0.322,0.611,0.004,0.0135,0.0712,0.3372
"c(-85.787937, 33.290823)",36266,1000,1,1027958900,010075002210,0.70908999,0.96303999,0.014880000000000001,0.82007998,0.54798001,0.57112998,0.84385997,0.147,0.79,0.013,0.01532,0.1145,0.2568
"c(-85.571924, 33.648138)",36264,1000,1,1029959600,010078000318,0.91143,0.76033002,0.047600001,0.68685001,0.64213997,0.67847002,0.69044,0.147,0.79,0.013,0.02538,0.111,0.1157
"c(-85.346519, 33.523373)",36273,1000,1,1029959800,010078000321,1.06016,0.79509997,0.0308,0.72797,0.80303001,0.87769997,0.73220998,0.147,0.79,0.013,0.01651,0.1395,0.0208
"c(-86.010259, 31.566525)",36346,2300,1,1031010100,010081000327,0.98031998,0.90995997,0.03599,0.84359998,0.74414003,0.84259999,0.88196999,0.116,0.832,0.015,NA,0.1212,0.1055
"c(-85.935457, 31.380382)",36351,2300,1,1031010300,010081001494,0.84893,0.92413002,0.027419999,0.85294002,0.62154001,0.65777999,0.85579997,0.116,0.832,0.015,0.02609,0.2317,0.1566
"c(-87.5244, 34.6955)",35646,100,1,1033020802,010084000334,0.65976,0.63674998,0.034759998,0.57432997,0.44656,0.47420999,0.58375001,0.076,0.866,0.017,0.027559999,0.1163,0.2183
"c(-87.700833, 34.669434)",35674,100,1,1033020901,010084000335,0.81954998,0.60267001,0.02595,0.53628999,0.62523001,0.64661002,0.59582001,0.076,0.866,0.017,0.01092,0.0563,0.0617
"c(-86.4157, 31.3906)",36421,2300,1,1039961600,010093000363,1.01774,0.84610999,0.03593,0.71445,0.75888997,0.74479002,0.76739001,0.116,0.832,0.015,0.0092000002,0.2082,0.053
"c(-86.3135, 31.953)",36041,2300,1,1041963400,010096000367,0.95934999,0.86072999,0.041159999,0.74643999,0.75643998,0.78942001,0.82889998,0.116,0.832,0.015,0.0037499999,0.1755,0.4094
"c(-86.8418, 34.1885)",35055,700,1,1043964900,010099000370,1.37931,1.22922,0.034839999,1.10075,1.03027,1.0394599,1.09484,0.01,0.93,0.013,0.01901,0.2858,0.0907
"c(-87.032348, 33.982384)",35033,700,1,1043965700,010102000374,0.76394999,0.75827998,0.026070001,0.72093999,0.59746999,0.64219999,0.70708001,0.01,0.93,0.013,0.01007,0.0921,0.0219
"c(-86.687902, 34.255046)",35058,700,1,1043964200,010102000377,0.87059999,0.75013,0.02155,0.66641998,0.58142,0.64758998,0.71117997,0.01,0.93,0.013,0.01481,0.1597,0.0736
"c(-86.8797, 34.1035)",35057,700,1,1043964700,010102000379,0.82814002,0.83653998,0.02052,0.74909002,0.59413999,0.64692998,0.79914999,0.01,0.93,0.013,0.0067199999,0.1316,0.0743
"c(-86.7608, 34.0612)",35077,700,1,1043965402,010102000380,0.74076003,0.71873999,0.026939999,0.62019998,0.53307998,0.60275,0.68252999,0.01,0.93,0.013,0.011,0.1329,0.0702
"c(-86.619, 34.1769)",35083,700,1,1043965300,010102000381,0.92951,0.69139999,0.022150001,0.65368998,0.68181002,0.74482,0.67300999,0.01,0.93,0.013,0.0044499999,0.1358,0.0383
"c(-86.864278, 34.244071)",35179,700,1,1043964300,010102000385,0.8915,0.80085999,0.026550001,0.68088001,0.68228,0.72141999,0.75440001,0.01,0.93,0.013,0.011,0.1495,0.0466
"c(-86.9633, 34.2373)",35179,700,1,1043964400,010102000387,0.88612998,0.69624001,0.018510001,0.65715998,0.58507001,0.62203002,0.65603,0.01,0.93,0.013,0.011,0.1058,0.0362
"c(-85.504214, 31.320654)",36350,2500,1,1045021400,010105000389,0.69265002,0.84011,0.028170001,0.76405001,0.51972997,0.57477999,0.80048001,0.202,0.745,0.011,0.0065100002,0.0902,0.2904
"c(-85.709728, 31.316204)",36322,2500,1,1045021102,010108000394,1.0047899,0.80000001,0.044989999,0.77963001,0.71059,0.75060999,0.73438001,0.202,0.745,0.011,0.01465,0.1463,0.3912
"c(-86.929631, 32.661814)",36758,1700,1,1047956100,010111000397,0.85868001,0.82112002,0.089000002,0.71073002,0.63593,0.64456999,0.71531999,0.483,0.49,0.01,0.013861603,0.1282,0.4534
"c(-85.90418, 34.449581)",35971,400,1,1049960500,010114000415,0.86859,0.6329,0.036189999,0.58639997,0.66724998,0.73417002,0.59802997,0.02,0.889,0.024,0.01606,0.1069,0.0707
"c(-86.003186, 34.351037)",35974,400,1,1049960600,010114000416,0.89529002,0.63532001,0.029130001,0.56522,0.64059001,0.67982,0.60628003,0.02,0.889,0.024,0.017992476,0.1655,0.1617
"c(-85.822258, 34.482932)",35986,400,1,1049960400,010114000422,1.0202301,0.60158998,0.03571,0.56845999,0.76937997,0.86352003,0.5758,0.02,0.889,0.024,0.017589999,0.0831,0.0813
"c(-85.814556, 34.564558)",35988,400,1,1049960300,010114000424,0.93571001,0.65530002,0.035239998,0.58778,0.65626001,0.76222998,0.61736,0.02,0.889,0.024,0.0069823866,0.1294,0.1008
"c(-85.996301, 34.290223)",35962,400,1,1049960700,010114001860,0.85154998,0.74590999,0.02489,0.55227,0.54742002,0.57059997,0.57773,0.02,0.889,0.024,0.0081599997,0.0656,0.3668
"c(-87.049556, 34.563684)",35603,600,1,1103005106,010117000426,1.26413,1.21518,0.035209998,0.99133003,0.87932003,0.79571003,0.89889002,0.113,0.78,0.022,0.0097099999,0.2626,0.2215
"c(-86.97216, 34.593282)",35601,600,1,1103000100,010117000429,1.32603,1.19569,0.04456,0.94068003,0.84347999,0.74160999,0.86220998,0.113,0.78,0.022,0.017340001,0.1167,0.4455
"c(-87.845732, 32.494584)",36732,1700,1,1091973400,010120000148,1.11963,0.91154999,0.040100001,0.74667001,0.81094998,0.78099,0.76705003,0.483,0.49,0.01,0.01396,0.2851,0.342
"c(-85.3814, 31.2676)",36303,2500,1,1069041500,010123001501,1.23492,1.16961,0.041049998,1.05683,0.83315998,0.73076999,0.99493998,0.202,0.745,0.011,0.01668,0.1449,0.7843
"c(-86.10309, 31.427146)",36323,2300,1,1031010500,010126000461,0.98004001,0.87241,0.051569998,0.73776001,0.68731999,0.67004001,0.79781997,0.116,0.832,0.015,0.01719,0.1457,0.3502
"c(-86.0296, 32.6338)",36024,2100,1,1051030500,010129000463,1.08253,0.93917,0.040709998,0.90099001,0.81765002,0.82928002,0.88350999,0.272,0.691,0.009,0.02263,0.1624,0.1308
"c(-86.3261, 32.6356)",36092,2100,1,1051030100,010129000465,1.03707,0.96643001,0.03424,0.86241001,0.78079998,0.78372997,0.88388002,0.272,0.691,0.009,0.01856,0.0928,0.2757
"c(-86.3624, 32.4942)",36054,2100,1,1051031100,010129000468,1.09648,1.0371799,0.032529999,0.96648997,0.76005,0.68532997,0.93659002,0.272,0.691,0.009,0.01452,0.2586,0.1815
"c(-86.2225, 32.5525)",36092,2100,1,1051030800,010129000471,1.1189899,1.03407,0.032439999,0.93557,0.76969999,0.68356001,0.91689003,0.272,0.691,0.009,0.01856,0.1702,0.3771
"c(-85.869911, 31.328129)",36330,2300,1,1031011000,010132000476,1.21065,1.22767,0.05438,1.13001,0.88633001,0.79470998,1.05876,0.116,0.832,0.015,0.01132,0.2224,0.4243
"c(-87.4866, 31.0065)",36502,2200,1,1053970700,010135000484,0.54865003,0.43685001,0.01166,0.38117999,0.33116001,0.31751001,0.37650001,0.322,0.611,0.004,0.01148,0.1194,0.3138
"c(-87.2699, 31.006)",36441,2200,1,1053970300,010135000487,0.71292001,0.81094003,0.02438,0.73689002,0.53100002,0.55471998,0.78053999,0.322,0.611,0.004,0.01037,0.1402,0.1613
"c(-87.05455, 31.09011)",36426,2200,1,1053969800,010135000492,0.54803997,0.59829003,0.023809999,0.53776997,0.38008001,0.40318999,0.56683999,0.322,0.611,0.004,0.01774,0.0546,0.2532
"c(-85.9353, 33.9677)",35905,900,1,1055010502,010138000498,1.1313699,0.92382997,0.054590002,0.87592,0.90508997,0.93650001,0.87711,0.141,0.801,0.026,0.019400001,0.1668,0.0427
"c(-86.1229, 34.1763)",35956,900,1,1055011001,010138000505,0.84171999,0.80436999,0.02709,0.69084001,0.62911999,0.70805001,0.713,0.141,0.801,0.026,0.0047499998,0.1106,0.033
"c(-86.033827, 33.920376)",35907,900,1,1055010501,010138000506,1.20741,1.09623,0.059470002,1.01291,0.96103001,0.96970999,1.0257,0.141,0.801,0.026,0.00716,0.2712,0.0413
"c(-85.8694, 34.013)",35903,900,1,1055010601,010138001662,1.0746,0.91738999,0.080169998,0.79657,0.78408003,0.82274002,0.85435998,0.141,0.801,0.026,0.0114,0.1881,0.02
"c(-85.139098, 31.919296)",36027,2400,1,1005950100,010141000511,0.94209999,0.86321002,0.02049,0.69306999,0.54749,0.51340002,0.63846999,0.435,0.518,0.01,0.01342,0.1311,0.5381
"c(-87.8218, 33.7031)",35555,1400,1,1057020300,010147001787,1.14905,0.75163001,0.040739998,0.68466002,0.83314002,0.79250002,0.6821,0.066,0.885,0.002,0.01275,0.1186,0.2329
"c(-87.6633, 34.8345)",35630,100,1,1077010900,010153000528,1.2394,1.04423,0.052650001,0.86914003,0.81603003,0.70033002,0.79159999,0.076,0.866,0.017,0.024,0.3313,0.2231
"c(-85.674157, 34.487696)",35967,400,1,1049961300,010156000538,1.20145,0.87225002,0.036279999,0.73460001,0.78219002,0.75427997,0.73571998,0.02,0.889,0.024,0.02005,0.1079,0.3895
"c(-86.037233, 33.995108)",35904,900,1,1055000900,010162001824,0.81059998,0.78605002,0.13169999,0.55352998,0.42653,0.35822001,0.50878,0.141,0.801,0.026,0.01643,0.0713,0.225
"c(-85.8813, 31.0439)",36340,2500,1,1061050300,010164000567,0.95336998,0.64213997,0.037330002,0.55776,0.71776003,0.71648002,0.58399999,0.202,0.745,0.011,0.016790001,0.138,0.165
"c(-85.601606, 31.098483)",36375,2500,1,1061050500,010166001519,1.0501601,0.85974002,0.02538,0.73342001,0.71943003,0.78170002,0.75691003,0.202,0.745,0.011,0.01306,0.1116,0.2017
"c(-86.3136, 34.32)",35976,500,1,1095030600,010169000582,1.31688,1.18448,0.037110001,1.06248,0.99125999,0.94611001,1.11509,0.024,0.912,0.028,0.023329999,0.2096,0.1613
"c(-87.62055, 32.99897)",35474,1700,1,1065040000,010171000588,1.023,0.75475001,0.041069999,0.66847003,0.75650001,0.75941998,0.64757001,0.483,0.49,0.01,0.0071200002,0.129,0.3376
"c(-87.6069, 34.2253)",35565,700,1,1133965800,010172000594,1.03733,0.67908001,0.02492,0.56362998,0.68840998,0.67576998,0.56010997,0.01,0.93,0.013,0.0082299998,0.0793,0.1004
"c(-86.921392, 34.455413)",35640,600,1,1103005301,010173000599,1.29611,1.20705,0.04174,1.12659,1.01816,1.04647,1.11061,0.113,0.78,0.022,0.01334,0.3635,0.0815
"c(-85.3397, 31.3485)",36345,2500,1,1067030500,010174000604,0.94348001,0.92602003,0.026459999,0.84415001,0.66947001,0.68221998,0.80875999,0.202,0.745,0.011,0.019990001,0.2403,0.2448
"c(-86.7905, 33.4605)",35209,1303,1,1073012914,010176000608,1.53982,1.30788,0.068640001,1.16496,1.2747999,1.21592,1.13431,0.125,0.8,0.021,0.019950001,0.6456,0.096
"c(-85.23222, 31.183743)",36312,2500,1,1069041900,010177000611,0.84751999,0.84701997,0.01784,0.74357003,0.61026001,0.64551002,0.75202,0.202,0.745,0.011,0.01716,0.1419,0.155
"c(-85.4593, 31.1209)",36301,2500,1,1069042100,010177000615,1.05322,1.0014,0.02933,0.89901,0.74892998,0.78860003,0.90078998,0.202,0.745,0.011,0.01303,0.1775,0.1008
"c(-85.6333, 31.2256)",36352,2500,1,1069040100,010177000617,1.12588,0.99119002,0.03098,0.95239002,0.91060001,0.97215003,0.96824998,0.202,0.745,0.011,0.01041,0.2526,0.1414
"c(-86.576568, 34.642713)",35803,302,1,1089002801,010180000629,1.52254,1.50357,0.06481,1.4143,1.27291,1.21259,1.38332,0.103,0.79,0.031,0.00691,0.4655,0.1877
"c(-86.5835, 34.7135)",35801,302,1,1089002000,010180000631,1.5991,1.6259201,0.049759999,1.5227,1.33823,1.26228,1.42555,0.103,0.79,0.031,0.060759999,0.5783,0.0811
"c(-86.578303, 34.754963)",35811,302,1,1089003000,010180000636,0.99760997,0.75503999,0.0513,0.69823003,0.64585,0.59381998,0.65656,0.103,0.79,0.031,0.0086500002,0.1118,0.4919
"c(-85.624029, 34.848784)",35958,400,1,1071950100,010183000662,0.70331001,0.76551998,0.02211,0.68594003,0.51064998,0.57999003,0.72114998,0.02,0.889,0.024,0.0078400001,0.0811,0.0562
"c(-85.8441, 34.6819)",35765,400,1,1071951000,010183001532,0.71665001,0.625,0.033950001,0.58161002,0.52288002,0.56040001,0.57885998,0.02,0.889,0.024,0.01465,0.1104,0.0665
"c(-85.790145, 34.899385)",35772,400,1,1071950300,010183001751,0.70190001,0.62621999,0.028200001,0.51508999,0.46155,0.47646001,0.54475999,0.02,0.889,0.024,0.0084800003,0.0766,0.176
"c(-85.7784, 33.7881)",36265,1100,1,1015002103,010186000673,1.26008,1.09646,0.055459999,1.03574,0.99558002,1.0154099,1.01194,0.196,0.726,0.012,0.018510001,0.2399,0.2797
"c(-87.257794, 33.834314)",35501,1400,1,1127020400,010189000678,0.95741999,1.10552,0.049729999,1.0252,0.70607001,0.64178997,1.01272,0.066,0.885,0.002,0.020369999,0.0835,0.3521
"c(-86.6023, 33.6954)",35126,1304,1,1073011111,010192000469,1.3376,1.05194,0.047970001,0.89016998,1.03001,0.98461998,0.83578002,0.329,0.617,0.013,0.01289,0.3118,0.171
"c(-86.967166, 33.761592)",35062,1304,1,1073011500,010192000698,1.2893699,0.95152998,0.033890001,0.87906998,1.02658,1.0445499,0.90442002,0.329,0.617,0.013,0.0091700004,0.1219,0.0164
"c(-86.699674, 33.658482)",35215,1304,1,1073011209,010192000702,0.71073997,0.40287,0.031739999,0.38306999,0.51261002,0.53964001,0.37805,0.329,0.617,0.013,0.0064900001,0.1504,0.7597
"c(-86.775905, 33.627221)",35217,1304,1,1073011901,010192000704,1.04783,0.78053999,0.042440001,0.72807997,0.80983001,0.84881997,0.73869997,0.329,0.617,0.013,0.00856,0.0905,0.4596
"c(-86.812093, 33.647276)",35071,1304,1,1073011703,010192000706,1.3534499,1.146,0.042520002,1.01973,1.09627,1.0385799,1.0506001,0.329,0.617,0.013,0.016310001,0.2495,0.1608
"c(-87.034282, 33.430701)",35023,1305,1,1073014002,010192000717,1.20906,0.89820999,0.038059998,0.75066,0.87971002,0.86255997,0.75902998,0.41,0.532,0.024,0.01391,0.1098,0.177
"c(-87.0011, 33.3308)",35111,1305,1,1073014203,010192000725,1.13116,0.90134001,0.026760001,0.79843003,0.83530998,0.84175003,0.79000998,0.41,0.532,0.024,0.0095600002,0.3861,0.2792
"c(-86.766115, 33.786302)",35091,1304,1,1073011302,010192000728,1.27098,0.96398002,0.03232,0.8865,0.99090999,1.01657,0.91554999,0.329,0.617,0.013,0.01729,0.2046,0.0359
"c(-87.159713, 33.469711)",35023,1305,1,1073014102,010192000732,1.18769,0.76644999,0.051970001,0.68848002,0.95490003,0.99255002,0.69114,0.41,0.532,0.024,0.01391,0.1467,0.0901
"c(-86.669316, 33.703553)",35126,1304,1,1073011206,010192000734,1.21034,0.97792,0.034559999,0.83544999,0.91690999,0.91769999,0.86268002,0.329,0.617,0.013,0.01289,0.1932,0.1419
"c(-86.997203, 33.497501)",35127,1305,1,1073012305,010192000737,1.2755899,0.92768002,0.041209999,0.86724001,1.0316401,1.03773,0.88665998,0.41,0.532,0.024,0.0087000001,0.2234,0.5622
"c(-86.6674, 33.5418)",35210,1303,1,1073012701,010192000744,1.29875,0.82353002,0.045899998,0.76042998,0.98826998,0.90395999,0.72913998,0.125,0.8,0.021,0.023460001,0.3011,0.3675
"c(-86.9276, 33.5764)",35214,1304,1,1073012402,010192001752,0.83442998,0.51375997,0.03001,0.47057,0.58872002,0.62655997,0.48464999,0.329,0.617,0.013,0.01181,0.1645,0.597
"c(-88.123202, 33.748591)",35592,1400,1,1075030100,010195001511,1.18923,0.69266999,0.024529999,0.65649003,0.91175002,0.92387998,0.63559002,0.066,0.885,0.002,0.02086,0.1492,0.1386
"c(-87.494, 34.8579)",35645,100,1,1077011604,010201000764,1.21447,1.0684201,0.04936,1.01408,0.97916001,0.99080998,1.0031199,0.076,0.866,0.017,0.014,0.2405,0.0747
