iter	RMSE
0	1049.461952
1	1048.421581
2	1047.380223
3	1046.341198
4	1045.304018
5	1044.267177
6	1043.231314
7	1042.194954
8	1041.161246
9	1040.128592
10	1039.097444
11	1038.067543
12	1037.037673
13	1036.007814
14	1034.97868
15	1033.94969
16	1032.924956
17	1031.899859
18	1030.875959
19	1029.851505
20	1028.82947
21	1027.80717
22	1026.787839
23	1025.768933
24	1024.75124
25	1023.735627
26	1022.719771
27	1021.706306
28	1020.693864
29	1019.682443
30	1018.671422
31	1017.661128
32	1016.652715
33	1015.644917
34	1014.637013
35	1013.629468
36	1012.625252
37	1011.621957
38	1010.617733
39	1009.616441
40	1008.613622
41	1007.613071
42	1006.614797
43	1005.617834
44	1004.619625
45	1003.621889
46	1002.627565
47	1001.632661
48	1000.64047
49	999.6476419
50	998.6558855
51	997.666617
52	996.6771922
53	995.6878929
54	994.7000826
55	993.7147882
56	992.7304882
57	991.7469341
58	990.7626641
59	989.7796804
60	988.797014
61	987.8176583
62	986.8369384
63	985.8584224
64	984.8820208
65	983.9066049
66	982.9287776
67	981.9530947
68	980.980618
69	980.0062059
70	979.0331793
71	978.0622599
72	977.0927558
73	976.1251613
74	975.1577947
75	974.190633
76	973.2232412
77	972.2595295
78	971.2967449
79	970.3325868
80	969.3717863
81	968.4108952
82	967.4519427
83	966.4917319
84	965.5347974
85	964.5779707
86	963.622966
87	962.6681883
88	961.7151102
89	960.7598374
90	959.8070833
91	958.8548448
92	957.9037435
93	956.9554462
94	956.0069914
95	955.0575866
96	954.1109068
97	953.1664225
98	952.2214147
99	951.2766471
100	950.3342402
101	949.3912058
102	948.4491532
103	947.5102876
104	946.5724467
105	945.6334499
106	944.6946602
107	943.7575846
108	942.8214459
109	941.8866929
110	940.9520774
111	940.0179811
112	939.0863106
113	938.1553823
114	937.2246872
115	936.293445
116	935.3652432
117	934.4371247
118	933.5114516
119	932.5872899
120	931.6615828
121	930.7396426
122	929.8165267
123	928.896444
124	927.9772908
125	927.0564437
126	926.1363438
127	925.2189696
128	924.301749
129	923.384485
130	922.4692448
131	921.555772
132	920.6424301
133	919.7315579
134	918.8200764
135	917.9100085
136	917.0018869
137	916.0941202
138	915.1852226
139	914.2768202
140	913.3723503
141	912.4662131
142	911.5611832
143	910.6594411
144	909.7572083
145	908.8558248
146	907.9542139
147	907.0531614
148	906.1525776
149	905.2556177
150	904.3592645
151	903.461759
152	902.5681545
153	901.674793
154	900.780172
155	899.8871987
156	898.9971891
157	898.1060123
158	897.2177987
159	896.3287686
160	895.4407675
161	894.555236
162	893.6705995
163	892.7840637
164	891.9012115
165	891.0168832
166	890.1327451
167	889.2495837
168	888.3702827
169	887.488479
170	886.6084567
171	885.7317048
172	884.8552194
173	883.9792854
174	883.1030689
175	882.2272565
176	881.3550143
177	880.4810453
178	879.6080901
179	878.7367705
180	877.864782
181	876.9950717
182	876.1263319
183	875.2602151
184	874.3949741
185	873.5306081
186	872.6642276
187	871.80077
188	870.9376943
189	870.0747984
190	869.2131166
191	868.3520197
192	867.4939275
193	866.6344364
194	865.7763326
195	864.9185542
196	864.0610906
197	863.2049145
198	862.351805
199	861.4971947
200	860.643076
201	859.7925406
202	858.9428909
203	858.0940743
204	857.2461164
205	856.3975633
206	855.5494985
207	854.7019218
208	853.8558225
209	853.0094186
210	852.1644249
211	851.3198268
212	850.476268
213	849.632865
214	848.7915227
215	847.9495336
216	847.1117637
217	846.2730375
218	845.4367336
219	844.5996986
220	843.7644193
221	842.9285467
222	842.0931423
223	841.261264
224	840.4289258
225	839.5967442
226	838.7641628
227	837.9332991
228	837.1020325
229	836.2749768
230	835.4493424
231	834.6241489
232	833.797701
233	832.9709121
234	832.1482121
235	831.3233738
236	830.4995488
237	829.6790093
238	828.8596233
239	828.0398127
240	827.2220832
241	826.4027164
242	825.5843738
243	824.7691142
244	823.9525317
245	823.1361268
246	822.3206274
247	821.5086516
248	820.6974979
249	819.8871653
250	819.0756579
251	818.2647478
252	817.4533714
253	816.6451673
254	815.8389158
255	815.0334808
256	814.2267591
257	813.4212399
258	812.614768
259	811.8099061
260	811.0084975
261	810.2057002
262	809.4032295
263	808.6029865
264	807.8019981
265	807.0046377
266	806.2055229
267	805.409858
268	804.6127529
269	803.8151382
270	803.0217935
271	802.2290706
272	801.4354665
273	800.6418978
274	799.8496734
275	799.0589586
276	798.2673825
277	797.4796188
278	796.6926531
279	795.9064488
280	795.1184287
281	794.3337044
282	793.5499167
283	792.7638919
284	791.979725
285	791.1983085
286	790.4175852
287	789.6350499
288	788.8560007
289	788.0777408
290	787.2968259
291	786.5174273
292	785.7386954
293	784.961013
294	784.1851891
295	783.4083579
296	782.6328391
297	781.859296
298	781.0873423
299	780.3168931
300	779.5438765
301	778.7725702
302	778.0040199
303	777.2340166
304	776.4674474
305	775.7016551
306	774.936639
307	774.1697822
308	773.4036647
309	772.6390972
310	771.8735905
311	771.1096238
312	770.3464942
313	769.5868612
314	768.824846
315	768.066802
316	767.3059609
317	766.5468469
318	765.7880171
319	765.0327195
320	764.2755453
321	763.5220293
322	762.7658393
323	762.0108197
324	761.259584
325	760.5070692
326	759.754342
327	759.0025518
328	758.2543432
329	757.5051998
330	756.7585041
331	756.0097962
332	755.26484
333	754.5175115
334	753.7711194
335	753.0258188
336	752.2812022
337	751.5381163
338	750.7944329
339	750.0508003
340	749.3091982
341	748.5682755
342	747.830571
343	747.0936348
344	746.3547209
345	745.6171928
346	744.8792336
347	744.1452971
348	743.4120539
349	742.6780039
350	741.9456431
351	741.2134898
352	740.4803663
353	739.7508247
354	739.0214859
355	738.2892369
356	737.5619515
357	736.8353244
358	736.1078088
359	735.3826886
360	734.6560236
