iter	Passed	Remaining
676	1938	924
677	1942	922
678	1945	919
679	1948	916
680	1949	913
681	1952	910
682	1955	907
683	1957	904
684	1959	901
685	1962	898
686	1963	894
687	1965	891
688	1967	888
689	1969	884
690	1972	881
691	1974	878
692	1976	875
693	1978	872
694	1980	869
695	1982	866
696	1984	862
697	1985	859
698	1987	855
699	1989	852
700	1992	849
701	1995	847
702	1997	843
703	2001	841
704	2005	839
705	2007	836
706	2011	833
707	2013	830
708	2015	827
709	2017	824
710	2020	821
711	2023	818
712	2025	815
713	2028	812
714	2030	809
715	2031	805
716	2032	802
717	2035	799
718	2038	796
719	2041	793
720	2042	790
721	2044	787
722	2047	784
723	2050	781
724	2054	779
725	2057	776
726	2059	773
727	2061	770
728	2063	767
729	2066	764
730	2068	761
731	2071	758
732	2074	755
733	2075	752
734	2079	749
735	2082	746
736	2083	743
737	2086	740
738	2087	737
739	2089	734
740	2090	730
741	2092	727
742	2094	724
743	2095	720
744	2096	717
745	2099	714
746	2102	711
747	2103	708
748	2106	705
749	2107	702
750	2112	700
751	2115	697
752	2117	694
753	2118	691
754	2120	688
755	2124	685
756	2125	682
757	2127	679
758	2130	676
759	2132	673
760	2133	670
761	2136	667
762	2137	664
763	2139	660
764	2141	657
765	2142	654
766	2144	651
767	2146	648
768	2148	645
769	2149	642
770	2151	639
771	2152	635
772	2154	632
773	2156	629
774	2157	626
775	2159	623
776	2162	620
777	2164	617
778	2166	614
779	2167	611
780	2170	608
781	2172	605
782	2174	602
783	2175	599
784	2176	596
785	2178	593
786	2181	590
787	2183	587
788	2185	584
789	2188	581
790	2190	578
791	2192	575
792	2194	572
793	2196	569
794	2198	566
795	2199	563
796	2202	560
797	2204	558
798	2208	555
799	2209	552
800	2210	549
801	2212	546
802	2213	542
803	2214	539
804	2215	536
805	2218	533
806	2219	530
807	2221	527
808	2223	524
809	2224	521
810	2227	519
811	2229	516
812	2230	513
813	2233	510
814	2235	507
815	2237	504
816	2240	501
817	2243	499
818	2245	496
819	2247	493
820	2249	490
821	2251	487
822	2252	484
823	2254	481
824	2255	478
825	2258	475
826	2261	472
827	2263	470
828	2267	467
829	2268	464
830	2269	461
831	2274	459
832	2278	456
833	2281	454
834	2283	451
835	2285	448
836	2287	445
837	2288	442
838	2291	439
839	2294	437
840	2296	434
841	2297	431
842	2301	428
843	2304	425
844	2305	422
845	2307	419
846	2309	417
847	2311	414
848	2314	411
849	2315	408
850	2317	405
851	2319	402
852	2322	400
853	2325	397
854	2326	394
855	2330	391
856	2332	389
857	2333	386
858	2336	383
859	2337	380
860	2339	377
861	2341	374
862	2343	372
863	2344	369
864	2346	366
865	2347	363
866	2350	360
867	2352	357
868	2355	355
869	2357	352
870	2361	349
871	2363	346
872	2364	343
873	2365	341
874	2368	338
875	2370	335
876	2371	332
877	2374	329
878	2376	327
879	2377	324
880	2380	321
881	2382	318
882	2383	315
883	2386	313
884	2388	310
885	2391	307
886	2392	304
887	2394	302
888	2397	299
889	2399	296
890	2401	293
891	2403	291
892	2405	288
893	2408	285
894	2409	282
895	2411	279
896	2413	277
897	2416	274
898	2418	271
899	2419	268
900	2421	266
901	2424	263
902	2425	260
903	2427	257
904	2428	254
905	2430	252
906	2433	249
907	2435	246
908	2437	244
909	2439	241
910	2442	238
911	2444	235
912	2447	233
913	2450	230
914	2452	227
915	2455	225
916	2457	222
917	2458	219
918	2460	216
919	2462	214
920	2463	211
921	2466	208
922	2467	205
923	2469	203
924	2470	200
925	2471	197
926	2472	194
927	2474	191
928	2475	189
929	2478	186
930	2480	183
931	2483	181
932	2486	178
933	2488	175
934	2490	173
935	2494	170
936	2495	167
937	2497	165
938	2498	162
939	2501	159
940	2504	157
941	2507	154
942	2510	151
943	2511	148
944	2513	146
945	2515	143
946	2519	141
947	2522	138
948	2524	135
949	2526	132
950	2527	130
951	2529	127
952	2530	124
953	2532	122
954	2534	119
955	2536	116
956	2538	114
957	2539	111
958	2540	108
959	2543	105
960	2546	103
961	2548	100
962	2551	98
963	2553	95
964	2554	92
965	2557	90
966	2558	87
967	2561	84
968	2562	81
969	2565	79
970	2567	76
971	2570	74
972	2572	71
973	2573	68
974	2574	66
975	2576	63
976	2577	60
977	2579	58
978	2581	55
979	2582	52
980	2583	50
981	2585	47
982	2588	44
983	2590	42
984	2593	39
985	2596	36
986	2598	34
987	2599	31
988	2601	28
989	2603	26
990	2606	23
991	2607	21
992	2610	18
993	2612	15
994	2614	13
995	2617	10
996	2618	7
997	2621	5
998	2624	2
999	2628	0
