iter	RMSE
0	1049.729583
1	1048.688936
2	1047.647329
3	1046.608006
4	1045.570589
5	1044.533458
6	1043.49734
7	1042.460714
8	1041.426675
9	1040.393827
10	1039.362446
11	1038.33231
12	1037.3022
13	1036.272088
14	1035.242746
15	1034.213475
16	1033.188507
17	1032.163125
18	1031.138976
19	1030.114225
20	1029.091892
21	1028.069374
22	1027.049746
23	1026.030531
24	1025.012524
25	1023.996684
26	1022.980524
27	1021.966828
28	1020.954154
29	1019.942502
30	1018.931233
31	1017.920721
32	1016.91208
33	1015.903986
34	1014.895787
35	1013.887974
36	1012.88353
37	1011.88
38	1010.875493
39	1009.873972
40	1008.870845
41	1007.870032
42	1006.871529
43	1005.874304
44	1004.875834
45	1003.877809
46	1002.883259
47	1001.888142
48	1000.895727
49	999.902615
50	998.9106347
51	997.92114
52	996.9314659
53	995.9419019
54	994.9534887
55	993.9679687
56	992.9834434
57	991.9996658
58	991.0151531
59	990.0319334
60	989.0490408
61	988.069461
62	987.0884477
63	986.1096783
64	985.1330533
65	984.157414
66	983.1793598
67	982.2034006
68	981.2307014
69	980.2560049
70	979.2827289
71	978.3116409
72	977.3418585
73	976.3740426
74	975.406429
75	974.4390144
76	973.4713407
77	972.5074086
78	971.5443957
79	970.5799704
80	969.6189501
81	968.6578384
82	967.6986251
83	966.7381634
84	965.78101
85	964.8238912
86	963.8686681
87	962.9136778
88	961.9603818
89	961.0048588
90	960.0518843
91	959.0993611
92	958.1480352
93	957.1995212
94	956.2507888
95	955.3011022
96	954.354116
97	953.4094157
98	952.4641445
99	951.5191042
100	950.57643
101	949.6331852
102	948.6909001
103	947.7518018
104	946.8137576
105	945.8745381
106	944.9354956
107	943.9981739
108	943.0617813
109	942.1268287
110	941.1920044
111	940.2577176
112	939.3257514
113	938.3945563
114	937.4636592
115	936.5322044
116	935.6037034
117	934.675371
118	933.7494509
119	932.8250673
120	931.8991012
121	930.9769502
122	930.0535619
123	929.1332688
124	928.2139054
125	927.2927988
126	926.3724474
127	925.4547883
128	924.5372908
129	923.6197359
130	922.7042545
131	921.7904798
132	920.8768629
133	919.9657823
134	919.0540106
135	918.1437135
136	917.2353839
137	916.3274132
138	915.418276
139	914.5096088
140	913.6049317
141	912.6985322
142	911.793268
143	910.8913194
144	909.9888725
145	909.0872812
146	908.1854522
147	907.2841274
148	906.3832936
149	905.4861104
150	904.5895447
151	903.6918312
152	902.7980222
153	901.9043866
154	901.0095303
155	900.1162909
156	899.2260776
157	898.3347113
158	897.4462944
159	896.5570909
160	895.6688519
161	894.7831178
162	893.898279
163	893.011508
164	892.1284539
165	891.2439161
166	890.3595273
167	889.4761303
168	888.5966281
169	887.7145905
170	886.8343197
171	885.9573784
172	885.080609
173	884.2044814
174	883.3280213
175	882.4519808
176	881.579542
177	880.7053586
178	879.8320715
179	878.9605393
180	878.0882721
181	877.2183048
182	876.3493257
183	875.4830107
184	874.6175718
185	873.753008
186	872.8863685
187	872.0227492
188	871.1593887
189	870.2962415
190	869.4343017
191	868.5730034
192	867.7147039
193	866.8549927
194	865.9965979
195	865.1386361
196	864.2809588
197	863.4246429
198	862.5713382
199	861.7165072
200	860.8621459
201	860.0114158
202	859.1614648
203	858.3124539
204	857.4643018
205	856.6155588
206	855.7672825
207	854.9195036
208	854.0731684
209	853.2265686
210	852.3813745
211	851.5364846
212	850.6926639
213	849.8490665
214	849.007478
215	848.1652305
216	847.3272686
217	846.4883149
218	845.6517716
219	844.814504
220	843.9790637
221	843.1429275
222	842.3072861
223	841.4752172
224	840.64262
225	839.8101983
226	838.9773976
227	838.1463493
228	837.3148082
229	836.4875553
230	835.661683
231	834.8363004
232	834.0096478
233	833.1826475
234	832.359759
235	831.5347074
236	830.7106661
237	829.8899262
238	829.0703525
239	828.2502872
240	827.4323703
241	826.6127596
242	825.7942381
243	824.9787917
244	824.1619916
245	823.3453474
246	822.529669
247	821.7175072
248	820.9061676
249	820.0956494
250	819.2839064
251	818.4728729
252	817.6612362
253	816.8528548
254	816.0464187
255	815.2407992
256	814.4340083
257	813.6282984
258	812.8216654
259	812.0165673
260	811.2149848
261	810.4119427
262	809.6093507
263	808.8089071
264	808.0076571
265	807.2101149
266	806.4108007
267	805.6149523
268	804.8176741
269	804.019957
270	803.2264316
271	802.4334726
272	801.6396733
273	800.845845
274	800.0533896
275	799.2624779
276	798.4706698
277	797.6827266
278	796.8955815
279	796.1092035
280	795.320961
281	794.5360551
282	793.7520889
283	792.9657914
284	792.1813774
285	791.3997829
286	790.6188645
287	789.8360844
288	789.0568577
289	788.2784205
290	787.4972379
291	786.7176557
292	785.9387165
293	785.1608043
294	784.3847157
295	783.6076727
296	782.8319312
297	782.0582276
298	781.2860555
299	780.5154307
300	779.7422067
301	778.9706757
302	778.2019205
303	777.4317316
304	776.6649876
305	775.8990208
306	775.1338303
307	774.3667222
308	773.6004338
309	772.8356106
310	772.0697877
311	771.3055796
312	770.5422488
313	769.7824425
314	769.0202326
315	768.262027
316	767.5009607
317	766.7416206
318	765.9825882
319	765.2270839
320	764.4696757
321	763.7159877
322	762.9595694
323	762.2043318
324	761.4529245
325	760.7001429
326	759.9472016
327	759.1952227
328	758.4468432
329	757.6974432
330	756.9505769
331	756.2017003
332	755.4564561
333	754.7089164
334	753.9623142
335	753.2167892
336	752.4719394
337	751.7286388
338	750.9847303
339	750.2409167
340	749.4991483
341	748.7580504
342	748.0201772
343	747.283076
344	746.5439964
345	745.8063079
346	745.0681606
347	744.3340617
348	743.6006508
349	742.8664177
350	742.1339095
351	741.4016187
352	740.6683017
353	739.9385932
354	739.2090374
355	738.4765966
356	737.7491493
357	737.0223509
358	736.2946977
359	735.5694117
360	734.8425012
361	734.118754
362	733.3930674
363	732.6682352
364	731.9436403
365	731.2225043
366	730.4987753
367	729.7793322
368	729.0596123
369	728.3392003
370	727.6219354
371	726.9031743
372	726.1846108
373	725.4695473
374	724.7519271
375	724.0356357
376	723.3199027
377	722.6060589
378	721.894568
379	721.1814399
380	720.467606
381	719.7552473
382	719.0460398
383	718.3356497
384	717.6270988
385	716.9189106
386	716.2123574
387	715.5058542
388	714.7990573
389	714.094169
390	713.3912624
391	712.6890696
392	711.9875926
393	711.2868251
394	710.5837801
395	709.8844298
396	709.1828366
397	708.4830443
398	707.7845966
399	707.0850164
400	706.3889035
401	705.6901287
402	704.9943141
403	704.2967937
404	703.6016113
405	702.9074468
406	702.2155374
407	701.5246073
408	700.8308057
409	700.1390708
410	699.4473812
411	698.7569957
412	698.0659224
413	697.3764185
414	696.687385
415	696.0020432
416	695.3145347
417	694.6285326
418	693.9422781
419	693.2578556
420	692.5759735
421	691.8920731
422	691.2083977
423	690.5253653
424	689.8420088
425	689.1617004
426	688.4810835
427	687.8003763
428	687.1210791
429	686.4453714
430	685.766768
431	685.0908052
432	684.4141529
433	683.7411751
434	683.0666963
435	682.392553
436	681.7184552
437	681.044544
438	680.3715428
439	679.6993389
440	679.0281066
441	678.3569675
442	677.6873423
443	677.0175164
444	676.3519732
445	675.6841518
446	675.0160744
447	674.3498961
448	673.6833044
449	673.0182209
450	672.3559882
451	671.6935916
452	671.0334198
453	670.3709648
454	669.7098571
455	669.0517469
456	668.3916667
457	667.7348336
458	667.0756856
459	666.4187969
460	665.7600952
461	665.1035828
462	664.4500667
463	663.7947877
464	663.1397289
465	662.4855471
466	661.8318443
467	661.1783004
468	660.5255959
469	659.8756332
470	659.2255228
471	658.5741546
472	657.9244645
473	657.2749493
474	656.6257951
475	655.9795961
476	655.3327656
477	654.6864659
478	654.0412659
479	653.3962095
480	652.751633
481	652.1105616
482	651.467272
483	650.8255832
484	650.1840855
485	649.5425604
486	648.9018899
487	648.2647257
488	647.6251238
489	646.9862735
490	646.349102
491	645.7130197
492	645.0765327
493	644.4395273
494	643.8056709
495	643.1736267
496	642.5397879
497	641.9056692
498	641.272881
499	640.6395237
500	640.0080737
501	639.3778568
502	638.750006
503	638.120012
504	637.4908398
505	636.8621139
506	636.2349376
507	635.6094882
508	634.9857112
509	634.362556
510	633.737013
511	633.1121898
512	632.4873245
513	631.864242
514	631.2442484
515	630.6248864
516	630.0059075
517	629.3852354
518	628.7647943
519	628.1459765
520	627.525855
521	626.9091402
522	626.2909357
523	625.6728932
524	625.0565529
525	624.4434396
526	623.8309511
527	623.2162303
528	622.6011465
529	621.9869247
530	621.3738545
531	620.764459
532	620.1524649
533	619.5442573
534	618.9363117
535	618.3260809
536	617.7169713
537	617.1085591
538	616.5005846
539	615.8933801
540	615.286719
541	614.6794529
542	614.0767835
543	613.4721157
544	612.8676469
545	612.2643181
546	611.6603313
547	611.0562926
548	610.4550253
549	609.8566166
550	609.2557163
551	608.6585614
552	608.0620154
553	607.4629681
554	606.8650754
555	606.2680505
556	605.6739211
557	605.0776655
558	604.4833289
559	603.8902627
560	603.2949117
561	602.701876
562	602.1078367
563	601.5149342
564	600.9229482
565	600.3317193
566	599.7404555
567	599.1499212
568	598.5602344
569	597.970612
570	597.3825622
571	596.7940322
572	596.206898
573	595.6204912
574	595.0343489
575	594.4507411
576	593.8662438
577	593.282099
578	592.6977568
579	592.1135666
580	591.5307126
581	590.9511666
582	590.3725012
583	589.7906695
584	589.2094831
585	588.6298362
586	588.0532341
587	587.4745556
588	586.8993753
589	586.3220337
590	585.7454688
591	585.1720713
592	584.596051
593	584.02069
594	583.4454613
595	582.8706691
596	582.2977842
597	581.7278676
598	581.1549479
599	580.5834824
600	580.0114367
601	579.4438935
602	578.8768651
603	578.3104157
604	577.7431157
605	577.1767662
606	576.6093008
607	576.0419077
608	575.4751501
609	574.9098293
610	574.3451056
611	573.7830084
612	573.2187877
613	572.6556856
614	572.0956543
615	571.5360755
616	570.9750883
617	570.4133893
618	569.8524722
619	569.2919145
620	568.7323694
621	568.1735802
622	567.616483
623	567.0588722
624	566.5043856
625	565.9504657
626	565.3933668
627	564.8369445
628	564.2847103
629	563.7294573
630	563.1742658
631	562.623714
632	562.0723467
633	561.5191963
634	560.9664756
635	560.4153248
636	559.8648917
637	559.3132463
638	558.7665983
639	558.2178475
640	557.6701507
641	557.1251726
642	556.5779661
643	556.0316244
644	555.4851332
645	554.9423692
646	554.3995858
647	553.85793
648	553.3138791
649	552.769553
650	552.2262614
651	551.6862508
652	551.1450541
653	550.6066924
654	550.066266
655	549.5256612
656	548.988661
657	548.4500468
658	547.9111541
659	547.372652
660	546.8381125
661	546.3013535
662	545.7651395
663	545.228735
664	544.6923708
665	544.1562962
666	543.6224818
667	543.0917369
668	542.5592954
669	542.026169
670	541.4968401
671	540.9650326
672	540.4346032
673	539.9054733
674	539.378497
675	538.8489182
676	538.3218781
677	537.792598
678	537.2636902
679	536.7388752
680	536.215107
681	535.6899321
682	535.1672158
683	534.6428805
684	534.1177254
685	533.5931844
686	533.0705363
687	532.5482388
688	532.0263056
689	531.5034854
690	530.9831635
691	530.4616126
692	529.9402042
693	529.4212337
694	528.9020648
695	528.3832173
696	527.8679132
697	527.3505563
698	526.8363585
699	526.3218698
700	525.8068741
701	525.2906705
702	524.7774363
703	524.2619418
704	523.7482586
705	523.2373173
706	522.723296
707	522.2112834
708	521.6994198
709	521.1873669
710	520.6758617
711	520.1643502
712	519.6565283
713	519.1461665
714	518.6402295
715	518.1345538
716	517.6296533
717	517.1229528
718	516.6152826
719	516.1097917
720	515.6063681
721	515.1040351
722	514.5980382
723	514.0940108
724	513.5895554
725	513.0867358
726	512.5867828
727	512.086498
728	511.5850287
729	511.0830914
730	510.5820346
731	510.0822756
732	509.5827189
733	509.0864899
734	508.5868361
735	508.0888157
736	507.5941043
737	507.0976051
738	506.6039049
739	506.1073796
740	505.6146647
741	505.1220658
742	504.6303838
743	504.1390062
744	503.6483328
745	503.1551165
746	502.6616133
747	502.1724379
748	501.6802701
749	501.1920936
750	500.7008516
751	500.2108606
752	499.7204442
753	499.2342545
754	498.744961
755	498.2590104
756	497.7743108
757	497.2862869
758	496.7991436
759	496.3122697
760	495.829586
761	495.346012
762	494.8633984
763	494.3821525
764	493.8984492
765	493.4150986
766	492.9329739
767	492.4500367
768	491.967937
769	491.4891776
770	491.0079467
771	490.5301869
772	490.0497116
773	489.5707647
774	489.0948993
775	488.6174062
776	488.1395247
777	487.6624312
778	487.1864424
779	486.7105137
780	486.2338257
781	485.7588216
782	485.2833335
783	484.8096472
784	484.3383859
785	483.864099
786	483.3903551
787	482.9178069
788	482.4447424
789	481.9731856
790	481.5050347
791	481.0331885
792	480.5642026
793	480.0974854
794	479.6290767
795	479.1631515
796	478.6945064
797	478.2267144
798	477.7587131
799	477.2948531
800	476.8314704
801	476.3668236
802	475.9043922
803	475.4400128
804	474.9785302
805	474.5147351
806	474.0530402
807	473.5904953
808	473.129966
809	472.6708446
810	472.2098803
811	471.7516998
812	471.2914704
813	470.8314048
814	470.3718581
815	469.9114843
816	469.4516344
817	468.9923833
818	468.5358232
819	468.0777583
820	467.6207632
821	467.1629216
822	466.707126
823	466.2545319
824	465.7994053
825	465.3444191
826	464.8897583
827	464.4360175
828	463.9823822
829	463.5296261
830	463.08026
831	462.6290912
832	462.1774822
833	461.7268197
834	461.2766297
835	460.8265421
836	460.3765713
837	459.9303348
838	459.4824465
839	459.0343172
840	458.5876743
841	458.1433447
842	457.6964957
843	457.2488318
844	456.8058657
845	456.3633563
846	455.9182849
847	455.4756562
848	455.0321213
849	454.5914254
850	454.151184
851	453.7091263
852	453.2659499
853	452.8241594
854	452.3831709
855	451.9447651
856	451.5052907
857	451.0681412
858	450.627504
859	450.1913088
860	449.7533972
861	449.3151198
862	448.8775384
863	448.4431683
864	448.0092105
865	447.5721969
866	447.1383419
867	446.7036815
868	446.268776
869	445.8340307
870	445.3997201
871	444.9663755
872	444.5359635
873	444.1028804
874	443.671336
875	443.238298
876	442.8096491
877	442.3776188
878	441.9497781
879	441.5209742
880	441.0905164
881	440.6638171
882	440.2348811
883	439.8064097
884	439.3799238
885	438.9544152
886	438.5301502
887	438.1063234
888	437.6794457
889	437.254465
890	436.8286848
891	436.4029262
892	435.9793404
893	435.5548465
894	435.1340553
895	434.711377
896	434.2874237
897	433.8645692
898	433.4438261
899	433.0246521
900	432.6033386
901	432.1816395
902	431.7642932
903	431.3444889
904	430.9280021
905	430.509856
906	430.0908014
907	429.6727832
908	429.2580051
909	428.8408097
910	428.4226128
911	428.0057057
912	427.5897586
913	427.1738978
914	426.7580408
915	426.3436989
916	425.929387
917	425.5184203
918	425.1044156
919	424.6917765
920	424.282076
921	423.8697462
922	423.4609332
923	423.0525461
924	422.6445353
925	422.2369469
926	421.8297805
927	421.4206466
928	421.0122284
929	420.6017539
930	420.1930389
931	419.7842419
932	419.376963
933	418.9705894
934	418.56515
935	418.1590403
936	417.7557987
937	417.3529414
938	416.9488222
939	416.5437991
940	416.1389206
941	415.7347244
942	415.3302075
943	414.9290163
944	414.5282067
945	414.128965
946	413.7262303
947	413.3278137
948	412.9266149
949	412.5268701
950	412.1295908
951	411.729573
952	411.3299551
953	410.9339508
954	410.535635
955	410.1378261
956	409.7393949
957	409.3450183
958	408.9510003
959	408.5541898
960	408.156237
961	407.7602895
962	407.3646847
963	406.9727368
964	406.5790998
965	406.1848812
966	405.7941456
967	405.3999076
968	405.0075352
969	404.6147501
970	404.2251785
971	403.8322502
972	403.440626
973	403.0500102
974	402.6624819
975	402.2715326
976	401.8821826
977	401.4932726
978	401.1056862
979	400.7201542
980	400.3323722
981	399.947249
982	399.5587593
983	399.1711272
984	398.7848556
985	398.3976862
986	398.0119964
987	397.6279304
988	397.2459598
989	396.8608796
990	396.4767414
991	396.0959518
992	395.7116773
993	395.3316739
994	394.9492617
995	394.5662967
996	394.1853351
997	393.8038215
998	393.4229903
999	393.0431386
