NCES_ID,longitude,latitude
010039000161,-86.802,33.5412
010039000164,-86.892235,33.518499
010039000165,-86.829301,33.514596
010039000174,-86.860536,33.502928
010039000175,-86.7141,33.528
010039000176,-86.7986,33.4976
010039000179,-86.7193,33.5727
010039000184,-86.701,33.6104
010039000187,-86.829686,33.525253
010039000190,-86.828323,33.496044
010039000191,-86.881987,33.464299
010039000192,-86.884829,33.45457
010039000196,-86.8387,33.5231
010039000198,-86.7521,33.5422
010039000201,-86.916764,33.504843
010039001270,-86.825781,33.515779
010039001288,-86.769366,33.547981
010039001296,-86.808778,33.519899
010039001421,-86.8924,33.5427
010039001446,-86.706,33.5938
010039001468,-86.828,33.5584
010039001484,-86.8097,33.4941
010039001762,-86.7156,33.6363
010039001764,-86.808778,33.519899
010039001765,-86.808778,33.519899
010039001823,-86.7173,33.5658
010039001878,-86.8051,33.5232
010039002185,-86.680241,33.6191
010039002187,-86.867949,33.484021
010039002204,-86.8649,33.516
010039002206,-86.771079,33.532064
010039002354,-86.87471,33.428598
010039002489,-86.870736,33.474401
010039002553,-86.828,33.5584
010042000101,-86.7706,33.8814
010042000203,-86.3971,33.8879
010042000205,-86.586,34.0847
010042000206,-86.5736,33.9932
010042000207,-86.7694,33.8834
010042000208,-86.7681,33.8869
010042000209,-86.5888,34.0858
010042000210,-86.6179,33.9084
010042000211,-86.58307,33.830801
010042000213,-86.4303,34.0828
010042000670,-86.512602,33.905533
010042000676,-86.57256,33.992944
010042000682,-86.561712,33.991488
010042001427,-86.6185,33.9073
010042001476,-86.5729,33.9934
010042001481,-86.4298,34.0832
010042001870,-86.7566,33.8901
010045000214,-87.069631,31.119471
010045000215,-87.058574,31.154287
010045000216,-87.0704,31.1382
010048000218,-85.722772,32.129773
010048000221,-85.720119,32.132765
010048000222,-85.719487,32.145793
010048000688,-85.712739,32.142862
010051000226,-86.65194,31.837042
010051000228,-86.6253,31.8381
010051000229,-86.715153,31.545343
010051000231,-86.625756,31.833257
010051000690,-86.65194,31.837042
010051001482,-86.6256,31.8342
010051002144,-86.728948,31.628096
010054000232,-85.887066,33.775146
010054000240,-86.0014,33.786
010054000242,-85.8321,33.7018
010054000243,-85.8367,33.7022
010054000244,-85.8342,33.7012
010054000246,-85.8146,33.7546
010054000247,-85.8309,33.7471
010054000249,-85.8795,33.6513
010054000250,-85.686986,33.747043
010054000700,-85.758243,33.801928
010054000708,-85.757907,33.801672
010054001428,-86.003,33.7883
010054001429,-85.810914,33.885623
010054001430,-85.673191,33.723612
010054001488,-85.816324,33.885484
010054001489,-85.882,33.6525
010054001747,-85.883616,33.775731
010054001884,-85.671905,33.723721
010054002429,-85.88708,33.773599
010060000256,-85.393991,32.897981
010060000257,-85.1872,32.7912
010060000259,-85.34369,33.017341
010060000260,-85.2287,32.8345
010060000263,-85.3965,32.8994
010060000264,-85.171962,32.813447
010060000268,-85.185,32.84
010060000269,-85.393991,32.897981
010060000271,-85.1815,32.8022
010060000272,-85.1964,32.8064
010060000738,-85.381482,32.890312
010060002515,-85.381482,32.890312
010063000274,-85.6045,34.2198
010063000275,-85.669399,34.149993
010063000276,-85.651107,34.135634
010063000278,-85.6587,34.1638
010063000279,-85.56,34.2711
010063000282,-85.7674,34.241
010063000283,-85.542865,33.985365
010063000741,-85.6865,34.1597
010066000261,-86.7856,32.8287
010066000262,-86.7483,32.9655
010066000265,-86.8784,32.8031
010066000270,-86.7163,32.9136
010066000286,-86.6145,32.8248
010066000287,-86.6132,32.8262
010066000288,-86.5088,32.749
010066000745,-86.747493,32.964356
010066000748,-86.6736,32.8321
010066001431,-86.613169,32.826424
010066001491,-86.6127,32.8219
010066001657,-86.7295,32.9823
010066002190,-86.62477,32.840923
010066002437,-86.7296,32.984464
010069000182,-88.3159,31.8421
010069000291,-88.2332,32.0798
010069000297,-88.3193,31.8429
010069001561,-88.2336,32.0819
010072000298,-87.77412,31.705821
010072000302,-87.791617,31.709137
010072000304,-87.8947,31.5129
010072000305,-87.895748,31.529378
010072000306,-87.764353,31.703243
010072001450,-87.8966,31.5307
010072001493,-87.8851,31.5482
010075000307,-85.839114,33.270504
010075000312,-85.757743,33.310973
010075002205,-85.787937,33.290823
010075002210,-85.787937,33.290823
010078000317,-85.571808,33.647308
010078000318,-85.571924,33.648138
010078000319,-85.436415,33.732187
010078000320,-85.63505,33.523462
010078000321,-85.346519,33.523373
010078000768,-85.482177,33.597278
010078001671,-85.572406,33.646971
010078001726,-85.347288,33.523791
010078002361,-85.482177,33.597278
010081000323,-86.169864,31.221294
010081000327,-86.010259,31.566525
010081001494,-85.935457,31.380382
010081001748,-85.921987,31.390294
010081002545,-85.935457,31.380382
010084000331,-87.9639,34.7695
010084000333,-87.9633,34.7657
010084000334,-87.5244,34.6955
010084000335,-87.700833,34.669434
010084000336,-87.4844,34.7573
010084000338,-87.5234,34.6978
010084000341,-87.7805,34.6432
010084001658,-87.702521,34.667372
010087000344,-87.0313,31.2972
010087000345,-86.9727,31.4268
010087000347,-86.987452,31.541683
010087000348,-86.9515,31.4233
010087000350,-87.2345,31.4115
010087001766,-86.937172,31.431297
010087002360,-86.937172,31.431297
010087002442,-86.937172,31.431297
010087002519,-86.94062,31.433284
010090001749,-86.201187,33.006452
010090002074,-86.2016,33.0067
010093000280,-86.416727,31.388162
010093000359,-86.245,31.3297
010093000360,-86.3368,31.0028
010093000361,-86.6128,31.1584
010093000363,-86.4157,31.3906
010093000364,-86.356732,31.015529
010093001672,-86.416727,31.388162
010093002167,-86.61282,31.40273
010096000365,-86.255144,31.590445
010096000367,-86.3135,31.953
010096000368,-86.2754,31.7132
010096000801,-86.2677,31.7051
010099000326,-86.8353,34.1876
010099000369,-86.8444,34.185
010099000370,-86.8418,34.1885
010099000371,-86.8359,34.1736
010099000372,-86.8571,34.1728
010099001323,-86.8405,34.1792
010099002089,-86.8405,34.1792
010102000373,-86.6104,34.2681
010102000374,-87.032348,33.982384
010102000375,-87.032279,33.981296
010102000377,-86.687902,34.255046
010102000379,-86.8797,34.1035
010102000380,-86.7608,34.0612
010102000381,-86.619,34.1769
010102000385,-86.864278,34.244071
010102000386,-86.7407,34.1418
010102000387,-86.9633,34.2373
010102000396,-86.689462,34.255889
010102000400,-86.687902,34.255046
010102000403,-86.878675,34.1029
010102000413,-86.8811,34.1027
010102000414,-86.7619,34.0598
010102000420,-86.7614,34.0611
010102000440,-86.6187,34.1763
010102000446,-86.864742,34.24348
010102000453,-86.863807,34.242421
010102000458,-86.961972,34.238407
010102000459,-86.965,34.2326
010102000803,-86.8569,34.2227
010102001444,-86.8861,34.0965
010102001497,-86.8577,34.2216
010102001567,-87.053468,34.207556
010102001676,-87.0685,34.1426
010102001679,-86.9644,34.2334
010105000281,-85.5516,31.5588
010105000388,-85.721035,31.602171
010105000389,-85.504214,31.320654
010105000390,-85.5509,31.559
010105000391,-85.497916,31.319032
010105000392,-85.5958,31.3302
010105000393,-85.547018,31.316538
010105002426,-85.65335,31.45128
010105002546,-85.616218,31.425051
010108000394,-85.709728,31.316204
010108001767,-85.716025,31.310664
010108002497,-85.707641,31.315377
010111000395,-86.960933,32.424211
010111000397,-86.929631,32.661814
010111000401,-86.925102,32.653107
010111000402,-87.235715,32.292538
010111000404,-87.260308,32.34968
010111000406,-86.928401,32.327267
010111000407,-86.986067,32.365948
010111000408,-87.016155,32.370884
010111000409,-86.983395,32.497574
010111000814,-86.98365,32.498767
010111000818,-87.016634,32.372036
010111001785,-86.986316,32.361089
010114000411,-85.868708,34.254667
010114000412,-86.012271,34.279927
010114000415,-85.90418,34.449581
010114000416,-86.003186,34.351037
010114000418,-85.768495,34.634207
010114000419,-85.675401,34.712183
010114000422,-85.822258,34.482932
010114000423,-85.737725,34.354421
010114000424,-85.814556,34.564558
010114000425,-85.614128,34.564117
010114000819,-85.703264,34.460201
010114000830,-85.8406,34.49173
010114000832,-85.8406,34.49173
010114001860,-85.996301,34.290223
010114002357,-85.995136,34.288709
010117000081,-87.0197,34.5595
010117000426,-87.049556,34.563684
010117000427,-86.9969,34.568600000000004
010117000429,-86.97216,34.593282
010117000430,-86.944626,34.578368
010117000431,-86.995625,34.620722
010117000432,-86.9835,34.5992
010117000433,-86.974021,34.594774
010117000434,-86.966039,34.587817
010117000435,-86.9981,34.5983
010117000436,-86.9629,34.5768
010117000437,-87.0073,34.6106
010117000438,-87.014162,34.583494
010117001615,-86.9969,34.5476
010117001631,-86.983984,34.599286
010117001728,-87.0349,34.5765
010117001786,-87.0141,34.5495
010117002175,-86.97216,34.593282
010117002456,-87.007634,34.57954
010117002457,-87.007634,34.57954
010120000148,-87.845732,32.494584
010120000439,-87.8337,32.5097
010120000441,-87.8299,32.5126
010120000442,-87.8581,32.506
010123000443,-85.391887,31.197391
010123000447,-85.4208,31.2421
010123000448,-85.421,31.2401
010123000450,-85.428,31.2205
010123000454,-85.4148,31.2092
010123000456,-85.3719,31.2343
010123001331,-85.3885,31.2429
010123001349,-85.3811,31.2665
010123001447,-85.348,31.1944
010123001448,-85.4868,31.2211
010123001449,-85.3959,31.2705
010123001499,-85.353124,31.194437
010123001501,-85.3814,31.2676
010123001817,-85.4667,31.2787
010123002480,-85.394418,31.208992
010123002482,-85.4342,31.204597
010123002512,-85.395181,31.209408
010123002513,-85.375118,31.235999
010126000460,-86.102541,31.424377
010126000461,-86.10309,31.427146
010126001354,-86.10309,31.427146
010129000102,-86.221644,32.547487
010129000463,-86.0296,32.6338
010129000465,-86.3261,32.6356
010129000468,-86.3624,32.4942
010129000470,-86.2149,32.5478
010129000471,-86.2225,32.5525
010129000833,-86.3473,32.5062
010129000834,-86.2156,32.5504
010129001432,-86.0254,32.6343
010129001451,-86.3249,32.6302
010129001660,-86.362,32.4984
010129001768,-86.0291,32.6286
010129001769,-86.3274,32.6353
010129002142,-86.095015,32.50285
010129002147,-86.345093,32.515794
010129002494,-86.215789,32.546314
010129002520,-86.107104,32.48195
010132000474,-85.873488,31.297101
010132000475,-85.853451,31.336664
010132000476,-85.869911,31.328129
010132000478,-85.853259,31.323483
010132000479,-85.8457,31.3382
010132000480,-85.8373,31.3052
010132000481,-85.8178,31.3269
010132001719,-85.8145,31.3362
010132001867,-85.840765,31.290306
010132002455,-85.8602,31.3098
010135000484,-87.4866,31.0065
010135000485,-87.494653,31.045897
010135000487,-87.2699,31.006
010135000488,-87.462189,31.224358
010135000489,-87.170727,31.060087
010135000492,-87.05455,31.09011
010135000840,-87.2682,31.0067
010135000841,-87.0958,31.1133
010135001504,-87.2687,31.0043
010135001505,-87.0648,31.084
010135001506,-87.0661,31.0845
010135001661,-87.5036,31.0178
010138000493,-86.118769,34.118504
010138000494,-85.999862,34.144105
010138000496,-85.92684,34.068314
010138000497,-85.9324,33.9581
010138000498,-85.9353,33.9677
010138000499,-85.8702,33.9963
010138000500,-85.870337,33.995284
010138000501,-86.1255,34.0361
010138000502,-86.0599,33.9448
010138000503,-85.9893,34.0814
010138000505,-86.1229,34.1763
010138000506,-86.033827,33.920376
010138000507,-86.3025,34.0638
010138000508,-86.263551,34.031396
010138000509,-86.0688,34.1648
010138000845,-86.003129,34.013157
010138000849,-86.103901,33.995848
010138000853,-86.1049,33.9963
010138001507,-85.9353,33.9687
010138001508,-86.0621,33.9472
010138001509,-86.0204,33.9165
010138001662,-85.8694,34.013
010138002351,-86.118641,34.176744
010138002453,-85.92684,34.068314
010141000511,-85.139098,31.919296
010141000513,-85.140271,31.914297
010141000514,-85.1596,31.8874
010141001510,-85.1512,31.8974
010141001874,-85.139098,31.919296
010141002439,-85.1577,31.8876
010144000515,-86.9058,33.4905
010144000516,-86.908318,33.491187
010144000518,-86.9278,33.4596
010144000519,-86.9146,33.4776
010144001361,-86.915058,33.474518
010144001363,-86.908318,33.491187
010147000521,-87.599,33.663
010147000523,-87.8264,33.689
010147000525,-87.7423,33.8295
010147001512,-87.6012,33.6645
010147001514,-87.8253,33.6866
010147001787,-87.8218,33.7031
010153000528,-87.6633,34.8345
010153000531,-87.662178,34.835281
010153000532,-87.6762,34.8484
010153000534,-87.6828,34.8322
010153000535,-87.6424,34.8194
010153000536,-87.672245,34.810501
010153001644,-87.6837,34.7967
010153001664,-87.6954,34.8215
010153002474,-87.682368,34.806613
010156000538,-85.674157,34.487696
010156000539,-85.7068,34.4559
010156001365,-85.6792,34.4811
010156001750,-85.6685,34.4913
010156002518,-85.674465,34.496691
010159000541,-87.8653,34.4749
010159000542,-87.599,34.3842
010159000544,-87.706847,34.349411
010159000545,-88.1381,34.4354
010159000547,-87.6211,34.5257
010159000548,-88.056168,34.378516
010159000860,-87.864784,34.475756
010159001861,-87.710332,34.349444
010159001869,-87.619756,34.525786
010159002475,-88.1381,34.4354
010162000551,-85.9832,33.9986
010162000552,-85.9653,34.002
010162000553,-86.010986,34.005938
010162000555,-86.0246,33.9741
010162000559,-86.0371,34.0231
010162000563,-86.0197,34.0392
010162000564,-86.010343,34.007967
010162000565,-86.0562,34.0107
010162001368,-85.98933,34.004712
010162001517,-86.0339,34.027
010162001646,-86.021729,34.012556
010162001650,-86.010053,34.013868
010162001665,-85.967,34.0005
010162001666,-85.9693,34.0396
010162001824,-86.037233,33.995108
010164000567,-85.8813,31.0439
010164000568,-85.8859,31.0505
010164001788,-85.8798,31.0426
010166000570,-85.700153,31.095832
010166000571,-86.049316,31.117792
010166001519,-85.601606,31.098483
010166001771,-86.045859,31.124447
010166001772,-86.049316,31.117792
010166001791,-85.700284,31.094854
010166001792,-85.700153,31.095832
010166001793,-85.59821,31.106038
010166001794,-85.601606,31.098483
010166002418,-85.89415,31.048206
010168000576,-87.931421,32.823597
010168000864,-87.9187,32.8464
010168001452,-87.8931,32.838
010168001520,-87.900021,32.848018
010168002181,-87.93291,32.82487
010169000579,-86.3125,34.3586
010169000580,-86.3324,34.3217
010169000581,-86.3036,34.3535
010169000582,-86.3136,34.32
010171000588,-87.62055,32.99897
010171000589,-87.631042,33.000134
010171000875,-87.592676,32.722732
010171002156,-87.587697,32.707676
010171002158,-87.599546,32.702619
010171002162,-87.588282,32.70837
010171002411,-87.620254,32.999815
010172000594,-87.6069,34.2253
010172001370,-87.6075,34.2249
010172001795,-87.6068,34.2272
010172001885,-87.609357,34.227271
010173000328,-86.948888,34.418936
010173000596,-86.9475,34.4392
010173000597,-86.9224,34.4579
010173000598,-86.932817,34.435714
010173000599,-86.921392,34.455413
010173002356,-86.929982,34.432158
010174000600,-85.2782,31.5821
010174000602,-85.249312,31.5668
010174000603,-85.338307,31.3492
010174000604,-85.3397,31.3485
010174000605,-85.337655,31.35737
010174002120,-85.2524,31.5674
010176000606,-86.8096,33.4712
010176000607,-86.825571,33.457336
010176000608,-86.7905,33.4605
010176000609,-86.8115,33.4777
010176000610,-86.7865,33.4778
010177000611,-85.23222,31.183743
010177000612,-85.301665,31.056759
010177000614,-85.113249,31.293671
010177000615,-85.4593,31.1209
010177000616,-85.270164,31.260221
010177000617,-85.6333,31.2256
010177000882,-85.392901,31.22775
010177000885,-85.400933,31.22592
010177001668,-85.2294,31.1767
010177002077,-85.447815,31.125539
010177002078,-85.446699,31.126463
010177002506,-85.400933,31.22592
010177002507,-85.6333,31.2256
010177002508,-85.301665,31.056759
010177002511,-85.23222,31.183743
010180000533,-86.4779,34.6619
010180000618,-86.5669,34.7238
010180000620,-86.63639,34.759865
010180000621,-86.5745,34.655
010180000622,-86.558816,34.751596
010180000623,-86.5718,34.7657
010180000624,-86.60843,34.770301
010180000628,-86.563,34.5972
010180000629,-86.576568,34.642713
010180000630,-86.6324,34.7579
010180000631,-86.5835,34.7135
010180000632,-86.575,34.7237
010180000634,-86.5542,34.6964
010180000635,-86.5903,34.7724
010180000636,-86.578303,34.754963
010180000638,-86.6165,34.6897
010180000639,-86.5307,34.7365
010180000640,-86.6064,34.7558
010180000642,-86.547243,34.625624
010180000643,-86.6224,34.7009
010180000644,-86.606924,34.789202
010180000650,-86.6421,34.7726
010180000651,-86.548486,34.643931
010180000653,-86.568672,34.673411
010180001374,-86.578303,34.754963
010180001375,-86.5975,34.7428
010180001379,-86.602294,34.703326
010180001527,-86.558816,34.751596
010180001529,-86.6349,34.712023
010180001530,-86.547243,34.625624
010180001531,-86.568672,34.673411
010180001651,-86.6993,34.7232
010180001653,-86.578741,34.68022
010180001773,-86.5477,34.6113
010180001774,-86.547893,34.610836
010180001796,-86.7269,34.6301
010180002093,-86.478307,34.662478
010180002146,-86.726926,34.629288
010180002172,-86.69635,34.760972
010180002173,-86.491223,34.62568
010180002379,-86.614937,34.787064
010180002419,-86.614954,34.786091
010180002425,-86.607676,34.733018
010180002478,-86.63639,34.759865
010180002484,-86.6349,34.712023
010180002486,-86.60843,34.770301
010183000654,-85.720582,34.940053
010183000655,-85.7146,34.9442
010183000656,-85.627,34.9386
010183000657,-85.9172,34.6084
010183000658,-85.6945,34.7691
010183000659,-85.9691,34.7223
010183000662,-85.624029,34.848784
010183000666,-85.7639,34.7006
010183000667,-85.979924,34.581721
010183000668,-86.125013,34.815029
010183000671,-86.272311,34.62291
010183000888,-85.963957,34.730481
010183000908,-85.9584,34.7211
010183001532,-85.8441,34.6819
010183001533,-85.8172,34.877
010183001534,-85.8346,34.8629
010183001674,-86.000853,34.516953
010183001751,-85.790145,34.899385
010186000672,-85.779274,33.790925
010186000673,-85.7784,33.7881
010189000674,-87.277305,33.835535
010189000675,-87.2868,33.8439
010189000677,-87.2629,33.8322
010189000678,-87.257794,33.834314
010189002434,-87.257907,33.83423
010192000466,-86.762209,33.605426
010192000469,-86.6023,33.6954
010192000472,-86.597863,33.695851
010192000483,-87.0486,33.2898
010192000681,-86.9575,33.5938
010192000684,-86.9905,33.7545
010192000687,-86.9329,33.5945
010192000689,-86.816807,33.646431
010192000691,-86.954871,33.444251
010192000692,-86.9576,33.631
010192000694,-86.6878,33.6476
010192000695,-86.6615,33.6431
010192000696,-86.601684,33.699009
010192000697,-87.067539,33.486204
010192000698,-86.967166,33.761592
010192000699,-86.932092,33.575621
010192000701,-86.697372,33.646407
010192000702,-86.699674,33.658482
010192000703,-86.797941,33.59672
010192000704,-86.775905,33.627221
010192000705,-86.8183,33.6476
010192000706,-86.812093,33.647276
010192000710,-86.981306,33.305264
010192000716,-86.989675,33.442388
010192000717,-87.034282,33.430701
010192000718,-86.7092,33.5348
010192000720,-86.8024,33.763
010192000724,-86.924,33.4285
010192000725,-87.0011,33.3308
010192000727,-86.933416,33.54362
010192000728,-86.766115,33.786302
010192000729,-86.8761,33.6815
010192000730,-86.992326,33.446538
010192000732,-87.159713,33.469711
010192000733,-86.6851,33.6932
010192000734,-86.669316,33.703553
010192000735,-86.9871,33.4371
010192000736,-86.9726,33.4902
010192000737,-86.997203,33.497501
010192000740,-86.8146,33.6908
010192000744,-86.6674,33.5418
010192000749,-86.816128,33.801023
010192000750,-87.073365,33.653723
010192001453,-87.163,33.4681
010192001539,-86.654116,33.531718
010192001542,-86.697247,33.747496
010192001543,-86.6804,33.7017
010192001680,-86.811093,33.758045
010192001752,-86.9276,33.5764
010192002079,-86.8046,33.7797
010192002117,-86.664658,33.544436
010192002166,-87.002845,33.328033
010192002174,-86.941003,33.80141
010192002182,-86.699344,33.645044
010192002421,-86.972784,33.488132
010192002495,-86.65197,33.651678
010192002496,-86.793791,33.48761
010195000756,-88.1298,33.8983
010195000757,-88.112142,33.753843
010195000941,-88.1097,33.7457
010195001511,-88.123202,33.748591
010195001720,-88.0374,33.5621
010198000759,-85.1971,32.8566
010198000760,-85.197,32.8566
