iter	Passed	Remaining
553	1204	969
554	1206	967
555	1209	965
556	1210	962
557	1213	961
558	1218	961
559	1220	959
560	1223	957
561	1224	954
562	1228	953
563	1230	951
564	1233	949
565	1235	947
566	1238	945
567	1239	942
568	1241	940
569	1243	938
570	1245	935
571	1247	933
572	1251	932
573	1253	930
574	1255	927
575	1256	925
576	1258	922
577	1261	920
578	1263	918
579	1265	916
580	1267	914
581	1269	911
582	1270	908
583	1273	906
584	1275	904
585	1277	902
586	1278	899
587	1280	897
588	1282	894
589	1283	891
590	1286	890
591	1287	887
592	1300	892
593	1314	898
594	1318	897
595	1324	897
596	1326	895
597	1327	892
598	1331	891
599	1333	889
600	1337	887
601	1339	885
602	1340	882
603	1341	879
604	1342	876
605	1344	874
606	1347	872
607	1349	869
608	1351	867
609	1354	866
610	1357	864
611	1358	861
612	1361	859
613	1363	857
614	1365	854
615	1366	851
616	1368	849
617	1371	847
618	1374	845
619	1375	843
620	1379	841
621	1380	839
622	1383	837
623	1386	835
624	1387	832
625	1388	829
626	1392	828
627	1396	827
628	1398	824
629	1400	822
630	1403	820
631	1404	818
632	1406	815
633	1409	813
634	1411	811
635	1414	809
636	1416	807
637	1419	805
638	1421	802
639	1422	800
640	1425	798
641	1427	796
642	1430	794
643	1432	792
644	1434	789
645	1436	786
646	1437	784
647	1439	781
648	1441	779
649	1444	777
650	1447	776
651	1451	774
652	1453	772
653	1455	769
654	1456	767
655	1459	765
656	1460	762
657	1463	760
658	1466	758
659	1467	756
660	1468	753
661	1470	750
662	1471	748
663	1473	745
664	1476	743
665	1478	741
666	1480	739
667	1482	736
668	1484	734
669	1487	732
670	1489	730
671	1492	728
672	1493	725
673	1496	723
674	1498	721
675	1501	719
676	1504	717
677	1507	715
678	1509	713
679	1512	711
680	1513	709
681	1516	707
682	1520	705
683	1521	703
684	1524	700
685	1527	699
686	1529	696
687	1531	694
688	1533	692
689	1536	690
690	1538	687
691	1540	685
692	1542	683
693	1544	680
694	1547	679
695	1550	677
696	1551	674
697	1553	672
698	1554	669
699	1557	667
700	1561	666
701	1564	664
702	1566	661
703	1568	659
704	1570	657
705	1572	654
706	1575	652
707	1577	650
708	1579	648
709	1581	645
710	1583	643
711	1586	641
712	1588	639
713	1591	637
714	1593	635
715	1594	632
716	1596	629
717	1598	627
718	1601	625
719	1604	623
720	1605	621
721	1606	618
722	1609	616
723	1612	614
724	1614	612
725	1617	610
726	1619	608
727	1620	605
728	1622	603
729	1625	601
730	1627	598
731	1630	596
732	1632	594
733	1634	592
734	1636	590
735	1638	587
736	1640	585
737	1643	583
738	1644	580
739	1646	578
740	1648	576
741	1650	573
742	1651	571
743	1653	568
744	1654	566
745	1657	564
746	1660	562
747	1662	560
748	1666	558
749	1667	555
750	1669	553
751	1672	551
752	1675	549
753	1676	547
754	1679	544
755	1683	543
756	1684	540
757	1686	538
758	1691	537
759	1694	535
760	1696	532
761	1699	530
762	1700	528
763	1701	525
764	1703	523
765	1705	520
766	1707	518
767	1709	516
768	1710	513
769	1712	511
770	1714	509
771	1715	506
772	1718	504
773	1720	502
774	1721	499
775	1724	497
776	1728	495
777	1730	493
778	1732	491
779	1733	489
780	1737	487
781	1738	484
782	1741	482
783	1742	480
784	1744	477
785	1746	475
786	1749	473
787	1752	471
788	1754	469
789	1757	467
790	1758	464
791	1761	462
792	1763	460
793	1765	458
794	1767	455
795	1768	453
796	1771	451
797	1773	448
798	1775	446
799	1777	444
800	1778	441
801	1779	439
802	1781	437
803	1783	434
804	1784	432
805	1786	430
806	1788	427
807	1789	425
808	1791	423
809	1793	420
810	1795	418
811	1797	416
812	1799	413
813	1801	411
814	1802	409
815	1805	407
816	1808	404
817	1811	402
818	1812	400
819	1815	398
820	1817	396
821	1819	393
822	1820	391
823	1821	389
824	1823	386
825	1826	384
826	1829	382
827	1831	380
828	1834	378
829	1835	376
830	1837	373
831	1839	371
832	1842	369
833	1845	367
834	1846	364
835	1848	362
836	1849	360
837	1851	357
838	1853	355
839	1856	353
840	1858	351
841	1860	349
842	1862	346
843	1865	344
844	1866	342
845	1869	340
846	1871	338
847	1873	335
848	1875	333
849	1877	331
850	1878	328
851	1881	326
852	1884	324
853	1887	322
854	1889	320
855	1892	318
856	1896	316
857	1898	314
858	1902	312
859	1903	309
860	1905	307
861	1907	305
862	1908	303
863	1910	300
864	1911	298
865	1913	296
866	1916	293
867	1917	291
868	1920	289
869	1923	287
870	1926	285
871	1928	283
872	1929	280
873	1930	278
874	1933	276
875	1935	273
876	1936	271
877	1939	269
878	1941	267
879	1942	264
880	1945	262
881	1946	260
882	1948	258
883	1950	255
884	1952	253
885	1954	251
886	1955	249
887	1956	246
888	1959	244
889	1962	242
890	1964	240
891	1968	238
892	1971	236
893	1974	234
894	1975	231
895	1977	229
896	1979	227
897	1981	225
898	1983	222
899	1985	220
900	1986	218
901	1989	216
902	1991	213
903	1993	211
904	1994	209
905	1996	207
906	1998	204
907	2002	202
908	2003	200
909	2006	198
910	2009	196
911	2011	194
912	2014	191
913	2019	189
914	2021	187
915	2023	185
916	2025	183
917	2026	181
918	2029	178
919	2033	176
920	2034	174
921	2037	172
922	2039	170
923	2040	167
924	2041	165
925	2042	163
926	2044	161
927	2046	158
928	2048	156
929	2051	154
930	2052	152
931	2055	149
932	2058	147
933	2061	145
934	2063	143
935	2066	141
936	2067	139
937	2069	136
938	2070	134
939	2073	132
940	2077	130
941	2080	128
942	2085	126
943	2086	123
944	2088	121
945	2090	119
946	2093	117
947	2094	114
948	2096	112
949	2098	110
950	2099	108
951	2102	105
952	2104	103
953	2105	101
954	2108	99
955	2110	97
956	2113	94
957	2114	92
958	2116	90
959	2118	88
960	2121	86
961	2124	83
962	2127	81
963	2128	79
964	2130	77
965	2133	75
966	2135	72
967	2137	70
968	2139	68
969	2142	66
970	2144	64
971	2147	61
972	2149	59
973	2151	57
974	2152	55
975	2154	52
976	2155	50
977	2157	48
978	2159	46
979	2161	44
980	2162	41
981	2164	39
982	2167	37
983	2170	35
984	2173	33
985	2175	30
986	2178	28
987	2179	26
988	2180	24
989	2182	22
990	2185	19
991	2186	17
992	2189	15
993	2191	13
994	2194	11
995	2196	8
996	2198	6
997	2200	4
998	2203	2
999	2206	0
