iter	RMSE
269	803.3257922
270	802.533162
271	801.7411383
272	800.9482278
273	800.1551502
274	799.3634974
275	798.5735091
276	797.7825622
277	796.9955092
278	796.2092537
279	795.4237569
280	794.6363384
281	793.8523058
282	793.0692264
283	792.2837802
284	791.5002007
285	790.7194907
286	789.9394503
287	789.1574919
288	788.3791476
289	787.6015922
290	786.8212115
291	786.0424711
292	785.2643758
293	784.4872762
294	783.7120081
295	782.9357818
296	782.1608425
297	781.3879298
298	780.6165921
299	779.8468417
300	779.0744021
301	778.3036855
302	777.5358154
303	776.7663864
304	776.0005133
305	775.2354166
306	774.4710956
307	773.7047718
308	772.9392632
309	772.1752554
310	771.4102244
311	770.6468172
312	769.8843135
313	769.1253717
314	768.3640082
315	767.6066629
316	766.8464276
317	766.0878828
318	765.3296326
319	764.5749993
320	763.8183949
321	763.0655659
322	762.3099454
323	761.5554679
324	760.8049174
325	760.0529876
326	759.3008282
327	758.5494583
328	757.8019328
329	757.0533878
330	756.3073742
331	755.559246
332	754.8148732
333	754.0681526
334	753.3223036
335	752.5775745
336	751.8335136
337	751.0909905
338	750.3478516
339	749.6047949
340	748.8638242
341	748.1235143
342	747.3864854
343	746.6502204
344	745.911871
345	745.1749422
346	744.4375148
347	743.7042482
348	742.9716775
349	742.2382959
350	741.5065835
351	740.775148
352	740.0426077
353	739.3137362
354	738.584978
355	737.8533163
356	737.126702
357	736.4007412
358	735.6739016
359	734.9494487
360	734.2232881
361	733.5003755
362	732.7754647
363	732.051353
364	731.3275052
365	730.6071619
366	729.884175
367	729.1655596
368	728.4466077
369	727.7269171
370	727.0104778
371	726.2924169
372	725.5745298
373	724.8602983
374	724.1433434
375	723.4278323
376	722.7128686
377	721.9998072
378	721.2891367
379	720.5767428
380	719.8636435
381	719.1520365
382	718.4436416
383	717.7339664
384	717.0262137
385	716.3187469
386	715.6129672
387	714.9072465
388	714.2011974
389	713.4971019
390	712.795008
391	712.0936272
392	711.3929756
393	710.6930189
394	709.9907615
395	709.2922208
396	708.5913531
397	707.8923826
398	707.1947169
399	706.4958498
400	705.8005132
401	705.1024435
402	704.4074031
403	703.7106294
404	703.016229
405	702.3228308
406	701.6317221
407	700.9415835
408	700.2485235
409	699.5575177
410	698.8665587
411	698.1769158
412	697.4865739
413	696.797798
414	696.1095117
415	695.4249667
416	694.7381806
417	694.0529729
418	693.3674711
419	692.6832166
420	692.0021288
421	691.3189523
422	690.6360056
423	689.9536639
424	689.2710459
425	688.5915053
426	687.9115342
427	687.2314782
428	686.5528543
429	685.8779352
430	685.2000806
431	684.5248441
432	683.8488708
433	683.1766792
434	682.5029486
435	681.8295328
436	681.1561822
437	680.4829647
438	679.8107069
439	679.1392349
440	678.4690002
441	677.7984881
442	677.1295539
443	676.4604131
444	675.7956594
445	675.12853
446	674.4611734
447	673.7956638
448	673.1297804
449	672.4657506
450	671.8043024
451	671.1425645
452	670.4831668
453	669.8214395
454	669.1611402
455	668.503786
456	667.8443809
457	667.1883188
458	666.5298051
459	665.8736595
460	665.2156516
461	664.5598652
462	663.9071172
463	663.25256
464	662.5982087
465	661.9447443
466	661.2917677
467	660.6389064
468	659.9870067
469	659.3378161
470	658.6885331
471	658.0378987
472	657.388872
473	656.7400567
474	656.0915613
475	655.446064
476	654.799989
477	654.1543965
478	653.5098524
479	652.8654502
480	652.2215655
481	651.5812503
482	650.9386245
483	650.2976571
484	649.6568116
485	649.0159863
486	648.3759621
487	647.7395489
488	647.1006286
489	646.4624686
490	645.8260231
491	645.1906995
492	644.5548883
493	643.9185861
494	643.285464
495	642.6541679
496	642.0210461
497	641.3875821
498	640.7554824
499	640.1227796
500	639.491997
501	638.8624517
502	638.2353367
503	637.6060094
504	636.9775218
505	636.3494717
506	635.7229355
507	635.0982102
508	634.4751738
509	633.8527601
510	633.2278736
511	632.6037117
512	631.9796227
513	631.3572318
514	630.7379754
515	630.11935
516	629.5011354
517	628.8812157
518	628.2614644
519	627.6433205
520	627.0238257
521	626.4078092
522	625.7902951
523	625.1729015
524	624.5571304
525	623.9447484
526	623.3329906
527	622.7189159
528	622.1044628
529	621.4908789
530	620.8784887
531	620.2698211
532	619.6585087
533	619.0510178
534	618.4438047
535	617.834245
536	617.2258031
537	616.6180634
538	616.0107174
539	615.4041654
540	614.7981514
541	614.1915101
542	613.589569
543	612.9855655
544	612.3817444
545	611.7790734
546	611.1757369
547	610.5723867
548	609.971835
549	609.3741382
550	608.7739159
551	608.1774782
552	607.5816488
553	606.9832521
554	606.3858894
555	605.7895305
556	605.1961158
557	604.6005674
558	604.0069602
559	603.4145487
560	602.819915
561	602.2275699
562	601.6342023
563	601.0419319
564	600.4506134
565	599.8600625
566	599.26948
567	598.679602
568	598.0905722
569	597.5015718
570	596.9141662
571	596.3262827
572	595.7397895
573	595.1539771
574	594.5684781
575	593.9855258
576	593.4017251
577	592.8182315
578	592.2344926
579	591.6509495
580	591.0687432
581	590.4898969
582	589.9119325
583	589.330707
584	588.7501351
585	588.1711612
586	587.5952885
587	587.0172653
588	586.4427778
589	585.8660845
590	585.2901515
591	584.7174505
592	584.1420575
593	583.5672796
594	582.9926871
595	582.4185259
596	581.8462734
597	581.2770502
598	580.7047784
599	580.1339547
600	579.562466
601	578.9956007
602	578.4292631
603	577.8635041
604	577.2968862
605	576.7312096
606	576.1644155
607	575.5976605
608	575.0314948
609	574.4667641
610	573.9026276
611	573.3412152
612	572.7776204
613	572.2151385
614	571.6557928
615	571.0968985
616	570.5365848
617	569.975477
618	569.4150923
619	568.8551642
620	568.2962142
621	567.7380321
622	567.1815883
623	566.6246358
624	566.0708292
625	565.5175888
626	564.9611243
627	564.4052571
628	563.8537009
629	563.29906
630	562.7444552
631	562.19458
632	561.6438767
633	561.0913193
634	560.5391548
635	559.9886109
636	559.4387848
637	558.8877214
638	558.3417464
639	557.7936214
640	557.2465705
641	556.702264
642	556.1557213
643	555.6099864
644	555.0641309
645	554.5220368
646	553.979932
647	553.4389452
648	552.8955139
649	552.3517695
650	551.8090658
651	551.2697594
652	550.7291797
653	550.1914842
654	549.6516745
655	549.1116422
656	548.5753152
657	548.0373259
658	547.4989563
659	546.9611196
660	546.4272431
661	545.8910958
662	545.3554846
663	544.8197128
664	544.2839488
665	543.7484733
666	543.2152893
667	542.6852042
668	542.153348
669	541.6207821
670	541.0921398
671	540.5608899
672	540.0310563
673	539.502526
674	538.9762062
675	538.4472362
676	537.9208362
677	537.3920402
678	536.8637136
679	536.3395613
680	535.8164469
681	535.2919474
682	534.7698676
683	534.2461219
684	533.7215451
685	533.1975368
686	532.6755311
687	532.1537932
688	531.6324647
689	531.1101951
690	530.5905636
691	530.0695412
692	529.548695
693	529.0303433
694	528.5117402
695	527.9935022
696	527.4788446
697	526.9621242
698	526.448575
699	525.9348399
700	525.4203811
701	524.9046883
702	524.3921161
703	523.8771628
704	523.3640557
705	522.8537392
706	522.3403539
707	521.8288945
708	521.3176416
709	520.8061311
710	520.2952012
711	519.7842576
712	519.2771495
713	518.7673343
714	518.2620361
715	517.7570307
716	517.2527683
717	516.7467128
718	516.2395909
719	515.7347341
720	515.2319568
721	514.7302598
722	514.2247897
723	513.7213167
724	513.217431
725	512.7151747
726	512.2158458
727	511.7161901
728	511.215321
729	510.7139729
730	510.213462
731	509.7142966
732	509.2153308
733	508.7197328
734	508.2206136
735	507.7231712
736	507.2290895
737	506.7331233
738	506.240052
739	505.7440456
740	505.251954
741	504.7573329
742	504.2662757
743	503.7755513
744	503.2855019
745	502.7928752
746	502.2998803
747	501.8113277
748	501.3196938
749	500.8321391
750	500.3413541
751	499.851994
752	499.3621184
753	498.8765491
754	498.3878098
755	497.9024815
756	497.4184011
757	496.9308901
758	496.4442891
759	495.957962
760	495.4758952
761	494.9929395
762	494.5109902
763	494.0303607
764	493.5472506
765	493.0644147
766	492.5828984
767	492.1005238
768	491.6189794
769	491.140831
770	490.6601651
771	490.1830007
772	489.7031367
773	489.2247506
774	488.7494972
775	488.2726174
776	487.7952545
777	487.3187347
778	486.8433356
779	486.3678991
780	485.8917412
781	485.4173049
782	484.9422999
783	484.4691537
784	483.9984911
785	483.5248454
786	483.0516202
787	482.5797111
788	482.1072192
789	481.6362104
790	481.1686651
791	480.6973843
792	480.2289451
793	479.7628325
794	479.2949445
795	478.8295936
796	478.3614478
797	477.8941588
798	477.4266014
799	476.9633436
800	476.5005628
801	476.0364753
802	475.574645
803	475.1108632
804	474.649981
805	474.1867245
806	473.7256482
807	473.2636281
808	472.8036986
809	472.3451758
810	471.8847832
811	471.4272005
812	470.967534
813	470.5079722
814	470.0489473
815	469.5891118
816	469.1297445
817	468.6710177
818	468.2149956
819	467.7574687
820	467.3010096
821	466.8436674
822	466.3884213
823	465.9364203
824	465.4818323
825	465.0273499
826	464.5732153
827	464.1200031
828	463.6669101
829	463.2147249
830	462.7659492
831	462.31535
832	461.864263
833	461.4141896
834	460.9646032
835	460.5150555
836	460.0655972
837	459.6199554
838	459.172582
839	458.724982
840	458.2788468
841	457.8351038
842	457.3887544
843	456.9415916
844	456.4992106
845	456.057286
846	455.6127488
847	455.1707699
848	454.7277395
849	454.287627
850	453.8479686
851	453.4063053
852	452.963662
853	452.522401
854	452.0819234
855	451.644062
856	451.2051124
857	450.7685471
858	450.3283789
859	449.8927633
860	449.4553722
861	449.0176321
862	448.580571
863	448.1467875
864	447.7134075
865	447.27661
866	446.8433352
867	446.4091958
868	445.9748065
869	445.5406213
870	445.1067846
871	444.6739591
872	444.2441218
873	443.8115514
874	443.3804704
875	442.9479317
876	442.519856
877	442.0882933
878	441.6609938
879	441.2328197
880	440.8029121
881	440.3767756
882	439.9483725
883	439.5203809
884	439.0945076
885	438.6695823
886	438.2458873
887	437.8226304
888	437.3962853
889	436.9718519
890	436.5465903
891	436.1213278
892	435.6982495
893	435.2742106
894	434.8539867
895	434.4317958
896	434.0083734
897	433.5860881
898	433.1659126
899	432.7472724
900	432.326468
901	431.9052217
902	431.4884401
903	431.0691405
904	430.6532178
905	430.235595
906	429.8170388
907	429.3995253
908	428.98531
909	428.5686492
910	428.1509213
911	427.7344199
912	427.3190009
913	426.9036193
914	426.4882273
915	426.0743675
916	425.6605985
917	425.2501915
918	424.8366683
919	424.4245299
920	424.0153881
921	423.6035467
922	423.1952939
923	422.7874652
924	422.380012
925	421.9729809
926	421.5663716
927	421.1577252
928	420.7498269
929	420.3398627
930	419.9316163
931	419.5233168
932	419.1164821
933	418.7106344
934	418.3049458
935	417.8993618
936	417.496661
937	417.0943964
938	416.690771
939	416.2871783
940	415.8828134
941	415.4791285
942	415.0750999
943	414.6744856
944	414.2741695
945	413.875476
946	413.4732478
947	413.0753808
948	412.6746421
949	412.2754498
950	411.8787198
951	411.4791436
952	411.079999
953	410.684543
954	410.2868854
955	409.8895976
956	409.4916018
957	409.0977724
958	408.704325
959	408.3081023
960	407.9105844
961	407.5151615
962	407.1200468
963	406.7286444
964	406.3355667
965	405.9418421
966	405.5516512
967	405.1578492
968	404.766005
969	404.3737321
970	403.9847254
971	403.5922209
972	403.2010727
973	402.810925
974	402.4239389
975	402.033476
976	401.6446064
977	401.2561557
978	400.8691721
979	400.4841809
980	400.0968625
981	399.7122259
982	399.324229
983	398.9370508
984	398.5512663
985	398.1645208
986	397.779307
987	397.3957338
988	397.0143011
989	396.6296953
990	396.2460308
991	395.8657782
992	395.4819534
993	395.1024865
994	394.7205303
995	394.3380152
996	393.9575756
997	393.5765002
998	393.1962674
999	392.8169429
