Feature Id,Importances
black,13.50034227194522
volunteering_rate_hs,10.611157005353041
frac_coll_plus2016,10.142143901167579
nonwhite_share2010,9.733218877732652
ec_high_parent_ses_hs,9.34551841338441
white,9.182645975532063
ec_high_own_ses_hs,8.637053763209131
exposure_parent_ses_hs,8.251902801342375
exposure_own_ses_hs,7.9478755391893925
ec_parent_ses_hs,6.859525986574301
ec_own_ses_hs,5.788615464569841
