Feature Id,Importances
volunteering_rate_hs,12.499731400823356
nonwhite_share2010,11.264112793542578
black,11.063413697093784
frac_coll_plus2016,10.39584827426027
white,9.977749116378474
ec_high_own_ses_hs,9.399104988454235
ec_high_parent_ses_hs,8.820223475515919
exposure_parent_ses_hs,8.801354647836918
ec_own_ses_hs,6.859764199977725
ec_parent_ses_hs,5.807926386821052
exposure_own_ses_hs,5.110771019295686
