,geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010,SAT_Total,SAT_Math,SAT_ERW
0,"c(-86.2049, 34.2622)",35950,500.0,1,1095030902.0,10000500871,1.1243,1.01387,0.02939,0.81625003,0.68330002,0.70279998,0.8035,0.024,0.912,0.028,0.01271,0.1706,0.1357,1017.4303510045949,501.54102018607466,521.3510219058835
1,"c(-86.319462, 34.178658)",35980,500.0,1,1095031000.0,10000600878,0.90841001,0.73626,0.02863,0.63306999,0.58915001,0.67400998,0.69442999,0.024,0.912,0.028,0.0092200004,0.1002,0.1609,985.2241509674774,486.141668516784,502.93221977840454
2,"c(-86.254153, 34.53375)",35747,500.0,1,1095030202.0,10000600883,0.93722999,0.89753997,0.030339999,0.77319002,0.65886003,0.69038999,0.80438,0.024,0.912,0.028,0.01149,0.233,0.0351,1017.9440543668245,508.332936174975,518.9529874254346
3,"c(-86.4219, 34.3764)",35976,500.0,1,1095030500.0,10000601585,0.71329999,0.67255002,0.030579999,0.61978,0.54674,0.58389002,0.63813001,0.024,0.912,0.028,0.023329999,0.1879,0.0452,978.4897997394737,495.731705294171,504.36150040278557
4,"c(-86.8377, 33.3444)",35244,1303.0,1,1073014410.0,10000700251,1.77167,1.59389,0.050330002,1.5150599,1.5929101,1.564,1.4794,0.125,0.8,0.021,0.01267,0.5891,0.2616,1157.715053731553,566.9030246270033,585.3459161517682
5,"c(-86.7288, 33.3927)",35242,1200.0,1,1117030303.0,10000701456,1.74718,1.61006,0.05232,1.5216,1.60928,1.5671,1.5131201,0.102,0.826,0.027,0.01361,0.6266,0.1907,1156.1190223550666,572.984251168741,584.7098563139616
6,"c(-86.7425, 34.7192)",35758,301.0,1,1089011014.0,10000800831,1.59058,1.66202,0.069360003,1.59128,1.38448,1.32138,1.55214,0.325,0.593,0.024,0.01915,0.612,0.3399,1154.8682181967,552.0843051227657,591.900720752283
7,"c(-86.574182, 33.547574)",35094,1303.0,1,1073011002.0,10001102096,0.95337999,0.81195998,0.032439999,0.72619998,0.72171003,0.74695998,0.75222999,0.125,0.8,0.021,0.01333,0.083,0.5131,952.7382015853138,478.29477679535455,497.0994491319876
8,"c(-86.1639, 34.2118)",35957,500.0,1,1095031200.0,10001200874,1.11362,1.02048,0.03091,0.90521002,0.81151003,0.86404997,0.92973,0.024,0.912,0.028,0.01272,0.2382,0.1649,1032.801713200833,515.7212851704469,525.3995888795208
9,"c(-86.590765, 33.665684)",35173,1304.0,1,1073011111.0,10001301682,1.62792,1.47948,0.050900001,1.4084001,1.3987499,1.35803,1.39521,0.329,0.617,0.013,0.01435,0.3118,0.171,1096.9713659653526,533.0118987118798,565.6386135357666
10,"c(-85.9508, 32.9377)",35010,1800.0,1,1123962300.0,10003000003,1.10686,0.98034,0.02716,0.79389,0.68915999,0.59635001,0.74985999,0.221,0.731,0.015,0.01853,0.1861,0.2355,993.9360082824378,490.58705649767916,505.69018272941497
11,"c(-86.4708, 31.3154)",36420,2300.0,1,1039962000.0,10006000007,1.25202,0.89715999,0.03779,0.77811998,0.85132998,0.76116002,0.74725002,0.116,0.832,0.015,0.02204,0.2698,0.2867,1010.5899566847406,491.96145177125703,518.9879053891625
12,"c(-85.82, 33.6612)",36207,1100.0,1,1015000200.0,10009000011,0.43314001,0.40801999,0.02287,0.40423,0.28637999,0.27755001,0.38095,0.196,0.726,0.012,0.02076,0.1519,0.6021,883.3511787474756,429.00113117999774,457.6783802060384
13,"c(-86.48857, 34.329247)",35016,500.0,1,1095030500.0,10010000028,1.2649601,1.14588,0.04549,1.0654,0.91745001,0.88665003,1.08127,0.024,0.912,0.028,0.01542,0.1879,0.0452,1071.945027231653,520.6410222194535,538.8861427404838
14,"c(-86.949822, 34.812486)",35611,200.0,1,1083020700.0,10012001472,1.3760099,1.1326801,0.041870002,0.98693001,0.99934,0.89262003,0.93918997,0.1,0.806,0.023,0.021570001,0.1024,0.3414,1055.9118068812459,521.1551035652503,530.6075317833645
15,"c(-86.1109, 33.996)",35954,900.0,1,1055010200.0,10018000033,0.83955997,0.64735001,0.069030002,0.56400001,0.54839998,0.60329998,0.58174998,0.141,0.801,0.026,0.01337,0.1311,0.1622,985.8872005316616,494.60463108181233,503.8279417607937
16,"c(-88.100153, 30.796015)",36571,2701.0,1,1097005400.0,10018502137,1.04496,1.04884,0.02585,0.98422998,0.85118997,0.96275997,0.96855998,0.637,0.337,0.011,0.01453,0.1938,0.1794,978.5923240040754,481.35763871954333,507.4582848428677
17,"c(-88.0569, 30.8471)",36572,2703.0,1,1097005600.0,10018902195,1.15856,1.06695,0.03497,0.96787,0.85285997,0.82853001,0.9698,0.14,0.786,0.02,0.0097200004,0.1394,0.1608,1049.5536440748792,519.1309391983008,526.4586716443204
18,"c(-86.845962, 33.222102)",35007,1200.0,1,1117030607.0,10019001183,1.43539,1.22012,0.048379999,1.1119601,1.17177,1.1485699,1.10692,0.102,0.826,0.027,0.01428,0.3843,0.2436,1059.7633701584195,526.4960812292644,535.8352982400778
19,"c(-86.82121, 33.312895)",35124,1200.0,1,1117030316.0,10019402399,1.59304,1.45515,0.049830001,1.3631999,1.36417,1.36631,1.3802,0.102,0.826,0.027,0.018230001,0.3361,0.2787,1109.2033791466697,546.5480167256896,562.8611949702263
20,"c(-85.446081, 32.603878)",36830,1900.0,1,1081040200.0,10021000036,1.4536099,1.45471,0.044300001,1.3840801,1.15883,1.00274,1.27635,0.188,0.67,0.024,0.022290001,0.6017,0.2597,1082.3030192594933,539.6850206717374,554.5343328021831
21,"c(-86.481999, 32.619027)",36022,2100.0,1,1001020900.0,10024000046,0.97175997,1.0921201,0.03272,1.01805,0.77249002,0.79145002,1.04506,0.272,0.691,0.009,0.00397,0.1287,0.1567,1033.1400781500317,511.57060099195587,517.220052233502
22,"c(-86.4716, 32.5005)",36067,2100.0,1,1001020802.0,10024000048,1.23614,1.28756,0.032030001,1.16509,0.92232001,0.83537,1.1052999,0.272,0.691,0.009,0.01568,0.2286,0.1712,1068.854504693025,532.3942604467717,536.0210125431128
23,"c(-87.706485, 30.540413)",36567,2600.0,1,1003010905.0,10027000024,0.89039999,0.78419,0.053539999,0.72644001,0.61404997,0.61798,0.71670997,0.053,0.901,0.018,0.01533,0.1461,0.166,1035.4440453646005,512.6013101928668,518.2123786369474
24,"c(-87.8836, 30.498068)",36532,2600.0,1,1003011102.0,10027000100,1.3785,1.22144,0.062279999,1.16427,1.0710599,1.00396,1.12341,0.053,0.901,0.018,0.0229,0.3895,0.1039,1113.0208394148929,543.7975202387739,553.4303157588267
25,"c(-87.8641, 30.6388)",36526,2600.0,1,1003010703.0,10027001759,1.31539,1.26077,0.051130001,1.20258,1.05205,0.98923999,1.20006,0.053,0.901,0.018,0.01223,0.4942,0.1371,1105.0282020252382,540.461922452016,549.8589403719288
26,"c(-87.6893, 30.3817)",36535,2600.0,1,1003011502.0,10027001784,0.83203,0.73159999,0.041839998,0.68974,0.54737002,0.53372997,0.67738003,0.053,0.901,0.018,0.00911,0.1823,0.3159,1023.7106410533926,511.6060617856454,505.66853378043845
27,"c(-87.794, 30.8937)",36507,2600.0,1,1003010300.0,10027001810,0.76591003,0.60912001,0.028829999,0.54095,0.46520999,0.45818001,0.54348999,0.053,0.901,0.018,0.017929999,0.2144,0.2285,965.1263388060128,478.1564707095117,488.12591422168146
28,"c(-87.8541, 30.6887)",36527,2600.0,1,1003010703.0,10027002073,1.43385,1.18606,0.04958,1.16211,1.21056,1.2749799,1.15678,0.053,0.901,0.018,0.01482,0.4942,0.1371,1067.428355314314,521.7511925824248,546.6248991070156
29,"c(-86.999217, 33.370885)",35022,1305.0,1,1073014104.0,10033000087,0.96647,0.50598001,0.01836,0.37180001,0.50452,0.50141001,0.37261,0.41,0.532,0.024,0.0094600003,0.1941,0.5131,891.4858297718254,442.55813630269085,447.4175486443122
30,"c(-87.1426, 32.9472)",35042,1700.0,1,1007010004.0,10036000092,0.98528999,0.83696002,0.041749999,0.67767,0.61821997,0.61132002,0.67448997,0.483,0.49,0.01,0.018060001,0.0788,0.4428,951.3111911925289,460.73635667155185,494.3041380316293
31,"c(-87.1284, 33.1131)",35184,1700.0,1,1007010001.0,10036000099,1.01006,0.82615,0.052000001,0.74649,0.75252002,0.81891,0.78074002,0.483,0.49,0.01,0.0086200004,0.1673,0.1332,983.8752268644068,489.9915263997203,502.44406126367244
32,"c(-86.683271, 33.611201)",35215,1304.0,1,1073005908.0,10039000141,0.56634003,0.35275999,0.01822,0.34096,0.36836001,0.38534001,0.32503,0.329,0.617,0.013,0.0064900001,0.1209,0.7871,871.9196053461487,427.294331821808,446.63380031857383
33,"c(-86.892235, 33.518499)",35218,1301.0,1,1073003300.0,10039000164,0.49311,0.31167001,0.02227,0.26442,0.27491,0.29223001,0.29124999,0.886,0.053,0.015,0.02121,0.0455,0.9937,892.6109535916754,442.82331609471953,460.0961706138879
34,"c(-86.7986, 33.4976)",35205,1302.0,1,1073004902.0,10039000176,1.1820199,0.60522997,0.040890001,0.58401,0.97167999,1.00302,0.59805,0.442,0.475,0.01,0.01033,0.6023,0.4336,991.072578769111,504.5883774716857,494.4386507963894
35,"c(-86.7681, 33.8869)",35079,800.0,1,1009050602.0,10042000208,1.24018,1.02473,0.046700001,0.94269001,0.98207003,1.00568,0.92979002,0.041,0.894,0.027,0.0092399996,0.18,0.049,1046.7685848071778,511.67636048192094,531.9108841371623
36,"c(-86.5888, 34.0858)",35031,800.0,1,1009050500.0,10042000209,0.90439999,0.76420999,0.031090001,0.67702001,0.66697001,0.71357,0.72066998,0.041,0.894,0.027,0.0087799998,0.1063,0.1108,1004.2921879618226,497.4055255341299,512.0546320956473
37,"c(-86.6179, 33.9084)",35097,800.0,1,1009050700.0,10042000210,1.08443,0.75163001,0.045340002,0.69506001,0.80423999,0.86093998,0.71820998,0.041,0.894,0.027,0.01538,0.0789,0.0496,1008.606114560272,493.2137655081988,519.4540156630616
38,"c(-86.4303, 34.0828)",35031,800.0,1,1009050300.0,10042000213,0.91931999,0.75853997,0.02389,0.60224003,0.62195998,0.64196998,0.64775997,0.041,0.894,0.027,0.0087799998,0.0838,0.1146,989.1902812929476,495.710173111948,501.9138526865167
39,"c(-87.0704, 31.1382)",36426,2200.0,1,1053970100.0,10045000216,1.09708,0.96164,0.032639999,0.86812001,0.79273999,0.72263998,0.84438002,0.322,0.611,0.004,0.01774,0.272,0.2602,980.7716324940691,476.61646014058186,508.2136741213375
40,"c(-86.65194, 31.837042)",36037,2300.0,1,1013952900.0,10051000226,0.68985999,0.57455999,0.02413,0.51547003,0.43465,0.42249,0.54135001,0.116,0.832,0.015,0.01336,0.2489,0.595,897.2595556998496,432.5095099781439,462.36610050281956
41,"c(-85.887066, 33.775146)",36250,1100.0,1,1015002501.0,10054000232,1.16406,1.00604,0.043480001,0.88025999,0.86958998,0.94177997,0.89956999,0.196,0.726,0.012,0.017619999,0.1915,0.1143,1039.0336784554322,511.8708001733585,529.4893734354343
42,"c(-86.0014, 33.786)",36271,1100.0,1,1015002600.0,10054000240,0.95210999,0.81993997,0.046799999,0.75414002,0.71893001,0.76318002,0.79145002,0.196,0.726,0.012,0.01072,0.1129,0.068,1027.2844820280432,505.2928428392863,515.4493302722286
43,"c(-85.8367, 33.7022)",36206,1100.0,1,1015001600.0,10054000243,0.99940002,0.91649997,0.031289998,0.80723,0.73241001,0.72793001,0.82564002,0.196,0.726,0.012,0.00312,0.0762,0.2142,1005.7158120704574,497.97307668770316,503.81690053038005
44,"c(-85.8309, 33.7471)",36277,1100.0,1,1015001800.0,10054000247,1.05168,0.94123,0.03461,0.85118997,0.79641002,0.89152002,0.90389001,0.196,0.726,0.012,0.01411,0.1619,0.1846,1022.4245656041601,502.72743322687006,518.4473813087277
45,"c(-85.686986, 33.747043)",36207,1100.0,1,1015002000.0,10054000250,1.03285,0.95358998,0.04056,0.92137998,0.83102,0.88130999,0.94277,0.196,0.726,0.012,0.02076,0.2105,0.1037,1036.5830034179073,514.3707202007183,530.4747813345249
46,"c(-85.816324, 33.885484)",36265,1100.0,1,1015002502.0,10054001488,0.87983,0.87045002,0.045109998,0.81089997,0.65565002,0.70187002,0.80497998,0.196,0.726,0.012,0.018510001,0.1258,0.0487,1015.7577213555882,502.55137400049176,520.428373877064
47,"c(-85.882, 33.6525)",36201,1100.0,1,1015001300.0,10054001489,0.89600998,0.62940001,0.033,0.59331,0.57093,0.61281002,0.62147999,0.196,0.726,0.012,0.02853,0.0508,0.0742,1007.0266756055242,498.21100196104214,506.46925907316296
48,"c(-85.1815, 32.8022)",36854,1800.0,1,1017954300.0,10060000271,0.87787998,0.73205,0.029890001,0.60513997,0.57967001,0.60460001,0.61124998,0.221,0.731,0.015,0.0095300004,0.1678,0.4322,951.9281956041277,471.7167236905708,480.47564438821115
49,"c(-85.6587, 34.1638)",35960,1000.0,1,1019956000.0,10063000278,1.01815,0.8215,0.039719999,0.72016001,0.76536,0.76854002,0.75866002,0.147,0.79,0.013,0.024979999,0.1844,0.0889,1024.0972994101871,508.40983140585,521.0554577484373
50,"c(-85.7674, 34.241)",35983,1000.0,1,1019955800.0,10063000282,0.94331998,0.61210001,0.0469,0.57145,0.75931001,0.80387002,0.61348999,0.147,0.79,0.013,0.0098799998,0.1225,0.0674,1016.127545676884,507.84067091559444,506.24206313560614
51,"c(-86.7483, 32.9655)",35085,1800.0,1,1021060402.0,10066000262,0.92932999,0.80081999,0.02703,0.66597998,0.65000999,0.66507,0.73623002,0.221,0.731,0.015,0.0079899998,0.1176,0.2064,978.7076224773264,484.9690110864892,495.75133358824996
52,"c(-86.7163, 32.9136)",35171,1800.0,1,1021060401.0,10066000270,1.06592,0.76261002,0.017440001,0.66513002,0.82977003,0.91025001,0.69936001,0.221,0.731,0.015,0.018169999,0.1277,0.1683,988.7769917487349,491.29045663189834,499.19267630471506
53,"c(-86.6127, 32.8219)",35045,1800.0,1,1021060101.0,10066001491,1.03411,0.87410003,0.033360001,0.73874003,0.67655998,0.65232003,0.75579,0.221,0.731,0.015,0.021120001,0.1407,0.3459,999.2651736727979,499.55252894370716,507.45400704221043
54,"c(-87.77412, 31.705821)",36451,2200.0,1,1025957800.0,10072000298,0.82688999,0.63094002,0.018309999,0.56917,0.58029002,0.59442002,0.53296,0.322,0.611,0.004,0.01557,0.1224,0.5066,906.1391635208536,437.9715916019109,466.38102508628765
55,"c(-87.8851, 31.5482)",36545,2200.0,1,1025957901.0,10072001493,0.92929,0.90087003,0.0088999998,0.71884,0.63401002,0.59004003,0.65249997,0.322,0.611,0.004,0.0135,0.0712,0.3372,950.4888106799885,460.6832081227476,489.5503893447925
56,"c(-85.787937, 33.290823)",36266,1000.0,1,1027958900.0,10075002210,0.70908999,0.96303999,0.01488,0.82007998,0.54798001,0.57112998,0.84385997,0.147,0.79,0.013,0.01532,0.1145,0.2568,990.6675156156246,489.3392882653592,501.08973806510454
57,"c(-85.571924, 33.648138)",36264,1000.0,1,1029959600.0,10078000318,0.91143,0.76033002,0.047600001,0.68685001,0.64213997,0.67847002,0.69044,0.147,0.79,0.013,0.02538,0.111,0.1157,1009.9649382217976,500.5141661428541,517.9116533154831
58,"c(-85.346519, 33.523373)",36273,1000.0,1,1029959800.0,10078000321,1.06016,0.79509997,0.0308,0.72797,0.80303001,0.87769997,0.73220998,0.147,0.79,0.013,0.01651,0.1395,0.0208,1026.8286801148868,513.9819609655331,516.1937722552414
59,"c(-86.010259, 31.566525)",36346,2300.0,1,1031010100.0,10081000327,0.98031998,0.90995997,0.03599,0.84359998,0.74414003,0.84259999,0.88196999,0.116,0.832,0.015,,0.1212,0.1055,1036.6113184848086,501.98869882529266,517.4400232083462
60,"c(-85.935457, 31.380382)",36351,2300.0,1,1031010300.0,10081001494,0.84893,0.92413002,0.027419999,0.85294002,0.62154001,0.65777999,0.85579997,0.116,0.832,0.015,0.02609,0.2317,0.1566,1012.7157709997643,492.8186996125934,515.1227560538032
61,"c(-87.5244, 34.6955)",35646,100.0,1,1033020802.0,10084000334,0.65976,0.63674998,0.034759998,0.57432997,0.44656,0.47420999,0.58375001,0.076,0.866,0.017,0.027559999,0.1163,0.2183,971.6783633593725,489.5704261987761,498.59652840866784
62,"c(-87.700833, 34.669434)",35674,100.0,1,1033020901.0,10084000335,0.81954998,0.60267001,0.02595,0.53628999,0.62523001,0.64661002,0.59582001,0.076,0.866,0.017,0.01092,0.0563,0.0617,980.4433878654505,489.85595272183315,494.7427173232447
63,"c(-86.4157, 31.3906)",36421,2300.0,1,1039961600.0,10093000363,1.01774,0.84610999,0.03593,0.71445,0.75888997,0.74479002,0.76739001,0.116,0.832,0.015,0.0092000002,0.2082,0.053,1007.2998773772027,489.96183513000733,514.9160167973787
64,"c(-86.3135, 31.953)",36041,2300.0,1,1041963400.0,10096000367,0.95934999,0.86072999,0.041159999,0.74643999,0.75643998,0.78942001,0.82889998,0.116,0.832,0.015,0.0037499999,0.1755,0.4094,979.3965867546791,480.91327043012654,500.26111824090015
65,"c(-86.8418, 34.1885)",35055,700.0,1,1043964900.0,10099000370,1.37931,1.22922,0.034839999,1.10075,1.03027,1.0394599,1.09484,0.01,0.93,0.013,0.01901,0.2858,0.0907,1066.5621961944332,521.910174019536,544.8544311188286
66,"c(-87.032348, 33.982384)",35033,700.0,1,1043965700.0,10102000374,0.76394999,0.75827998,0.026070001,0.72093999,0.59746999,0.64219999,0.70708001,0.01,0.93,0.013,0.01007,0.0921,0.0219,1010.2472804040173,492.3960674755255,506.5393565062252
67,"c(-86.687902, 34.255046)",35058,700.0,1,1043964200.0,10102000377,0.87059999,0.75013,0.02155,0.66641998,0.58142,0.64758998,0.71117997,0.01,0.93,0.013,0.01481,0.1597,0.0736,1003.4915300582584,494.372242030312,509.53786722706917
68,"c(-86.8797, 34.1035)",35057,700.0,1,1043964700.0,10102000379,0.82814002,0.83653998,0.02052,0.74909002,0.59413999,0.64692998,0.79914999,0.01,0.93,0.013,0.0067199999,0.1316,0.0743,1016.4817578313396,506.23330482337064,512.6266316326315
69,"c(-86.7608, 34.0612)",35077,700.0,1,1043965402.0,10102000380,0.74076003,0.71873999,0.026939999,0.62019998,0.53307998,0.60275,0.68252999,0.01,0.93,0.013,0.011,0.1329,0.0702,991.502251776375,498.1384217776156,501.5769882768531
70,"c(-86.619, 34.1769)",35083,700.0,1,1043965300.0,10102000381,0.92951,0.69139999,0.022150001,0.65368998,0.68181002,0.74482,0.67300999,0.01,0.93,0.013,0.0044499999,0.1358,0.0383,998.4726262193674,499.1682596048462,503.9338004041821
71,"c(-86.864278, 34.244071)",35179,700.0,1,1043964300.0,10102000385,0.8915,0.80085999,0.026550001,0.68088001,0.68228,0.72141999,0.75440001,0.01,0.93,0.013,0.011,0.1495,0.0466,1015.0002994473117,503.9712080566922,513.6805774883652
72,"c(-86.9633, 34.2373)",35179,700.0,1,1043964400.0,10102000387,0.88612998,0.69624001,0.018510001,0.65715998,0.58507001,0.62203002,0.65603,0.01,0.93,0.013,0.011,0.1058,0.0362,994.5075498551894,482.0680194917953,503.9266170156532
73,"c(-85.504214, 31.320654)",36350,2500.0,1,1045021400.0,10105000389,0.69265002,0.84011,0.028170001,0.76405001,0.51972997,0.57477999,0.80048001,0.202,0.745,0.011,0.0065100002,0.0902,0.2904,966.7920426939502,480.2481129118231,494.035084482386
74,"c(-85.709728, 31.316204)",36322,2500.0,1,1045021102.0,10108000394,1.0047899,0.80000001,0.044989999,0.77963001,0.71059,0.75060999,0.73438001,0.202,0.745,0.011,0.01465,0.1463,0.3912,993.368362790397,490.26875086055946,505.64108337463455
75,"c(-86.929631, 32.661814)",36758,1700.0,1,1047956100.0,10111000397,0.85868001,0.82112002,0.089000002,0.71073002,0.63593,0.64456999,0.71531999,0.483,0.49,0.01,0.013861603,0.1282,0.4534,948.8916276169687,461.2880172542095,495.95889465061634
76,"c(-85.90418, 34.449581)",35971,400.0,1,1049960500.0,10114000415,0.86859,0.6329,0.036189999,0.58639997,0.66724998,0.73417002,0.59802997,0.02,0.889,0.024,0.01606,0.1069,0.0707,1004.2274452899904,499.21286793525877,510.3519344828459
77,"c(-86.003186, 34.351037)",35974,400.0,1,1049960600.0,10114000416,0.89529002,0.63532001,0.029130001,0.56522,0.64059001,0.67982,0.60628003,0.02,0.889,0.024,0.017992476,0.1655,0.1617,990.8704167956577,494.1388616975663,501.63398209915886
78,"c(-85.822258, 34.482932)",35986,400.0,1,1049960400.0,10114000422,1.0202301,0.60158998,0.03571,0.56845999,0.76937997,0.86352003,0.5758,0.02,0.889,0.024,0.017589999,0.0831,0.0813,1022.2368227794435,504.13657867763044,511.01013099343237
79,"c(-85.814556, 34.564558)",35988,400.0,1,1049960300.0,10114000424,0.93571001,0.65530002,0.035239998,0.58778,0.65626001,0.76222998,0.61736,0.02,0.889,0.024,0.0069823866,0.1294,0.1008,1006.6025334852682,501.30557561426303,509.261341587858
80,"c(-85.996301, 34.290223)",35962,400.0,1,1049960700.0,10114001860,0.85154998,0.74590999,0.02489,0.55227,0.54742002,0.57059997,0.57773,0.02,0.889,0.024,0.0081599997,0.0656,0.3668,980.4541064996016,493.35365572250845,488.34716024933164
81,"c(-87.049556, 34.563684)",35603,600.0,1,1103005106.0,10117000426,1.26413,1.21518,0.035209998,0.99133003,0.87932003,0.79571003,0.89889002,0.113,0.78,0.022,0.0097099999,0.2626,0.2215,1046.3194369918174,514.677766890049,528.4666281980507
82,"c(-86.97216, 34.593282)",35601,600.0,1,1103000100.0,10117000429,1.32603,1.19569,0.04456,0.94068003,0.84347999,0.74160999,0.86220998,0.113,0.78,0.022,0.017340001,0.1167,0.4455,1018.5156767553423,514.3810389473946,527.3287123291918
83,"c(-87.845732, 32.494584)",36732,1700.0,1,1091973400.0,10120000148,1.11963,0.91154999,0.040100001,0.74667001,0.81094998,0.78099,0.76705003,0.483,0.49,0.01,0.01396,0.2851,0.342,970.7916132127867,475.62722286245844,500.12443235424786
84,"c(-85.3814, 31.2676)",36303,2500.0,1,1069041500.0,10123001501,1.23492,1.16961,0.041049998,1.05683,0.83315998,0.73076999,0.99493998,0.202,0.745,0.011,0.01668,0.1449,0.7843,1052.0358580769846,521.0964131269958,529.9697821340853
85,"c(-86.10309, 31.427146)",36323,2300.0,1,1031010500.0,10126000461,0.98004001,0.87241,0.051569998,0.73776001,0.68731999,0.67004001,0.79781997,0.116,0.832,0.015,0.01719,0.1457,0.3502,1010.173217985112,494.6956696814036,513.5819373641684
86,"c(-86.0296, 32.6338)",36024,2100.0,1,1051030500.0,10129000463,1.08253,0.93917,0.040709998,0.90099001,0.81765002,0.82928002,0.88350999,0.272,0.691,0.009,0.02263,0.1624,0.1308,1040.4451916708233,514.9852110963159,527.6300216953437
87,"c(-86.3261, 32.6356)",36092,2100.0,1,1051030100.0,10129000465,1.03707,0.96643001,0.03424,0.86241001,0.78079998,0.78372997,0.88388002,0.272,0.691,0.009,0.01856,0.0928,0.2757,1011.7791105264915,500.8292145016243,514.4650140055281
88,"c(-86.3624, 32.4942)",36054,2100.0,1,1051031100.0,10129000468,1.09648,1.0371799,0.032529999,0.96648997,0.76005,0.68532997,0.93659002,0.272,0.691,0.009,0.01452,0.2586,0.1815,1022.8828918926891,511.37571549979765,520.8663656317927
89,"c(-86.2225, 32.5525)",36092,2100.0,1,1051030800.0,10129000471,1.1189899,1.03407,0.032439999,0.93557,0.76969999,0.68356001,0.91689003,0.272,0.691,0.009,0.01856,0.1702,0.3771,1021.8834047394064,511.7380977110563,514.5217479059613
90,"c(-85.869911, 31.328129)",36330,2300.0,1,1031011000.0,10132000476,1.21065,1.22767,0.05438,1.13001,0.88633001,0.79470998,1.05876,0.116,0.832,0.015,0.01132,0.2224,0.4243,1068.5173320387007,516.4691474790773,535.9725535585363
91,"c(-87.4866, 31.0065)",36502,2200.0,1,1053970700.0,10135000484,0.54865003,0.43685001,0.01166,0.38117999,0.33116001,0.31751001,0.37650001,0.322,0.611,0.004,0.01148,0.1194,0.3138,897.5971842279547,429.1984481056295,459.05253970482875
92,"c(-87.2699, 31.006)",36441,2200.0,1,1053970300.0,10135000487,0.71292001,0.81094003,0.02438,0.73689002,0.53100002,0.55471998,0.78053999,0.322,0.611,0.004,0.01037,0.1402,0.1613,957.5925851004541,472.5794553722867,491.7212341474459
93,"c(-87.05455, 31.09011)",36426,2200.0,1,1053969800.0,10135000492,0.54803997,0.59829003,0.023809999,0.53776997,0.38008001,0.40318999,0.56683999,0.322,0.611,0.004,0.01774,0.0546,0.2532,934.6667652194434,459.03779777889474,473.27687068014933
94,"c(-85.9353, 33.9677)",35905,900.0,1,1055010502.0,10138000498,1.1313699,0.92382997,0.054590002,0.87592,0.90508997,0.93650001,0.87711,0.141,0.801,0.026,0.019400001,0.1668,0.0427,1042.6059130135213,512.0642929082693,532.2463847858373
95,"c(-86.1229, 34.1763)",35956,900.0,1,1055011001.0,10138000505,0.84171999,0.80436999,0.02709,0.69084001,0.62911999,0.70805001,0.713,0.141,0.801,0.026,0.0047499998,0.1106,0.033,1008.1284161630182,498.52905127831025,505.1995105037721
96,"c(-86.033827, 33.920376)",35907,900.0,1,1055010501.0,10138000506,1.20741,1.09623,0.059470002,1.01291,0.96103001,0.96970999,1.0257,0.141,0.801,0.026,0.00716,0.2712,0.0413,1069.0381124005162,525.7333878562436,533.0291495954276
97,"c(-85.8694, 34.013)",35903,900.0,1,1055010601.0,10138001662,1.0746,0.91738999,0.080169998,0.79657,0.78408003,0.82274002,0.85435998,0.141,0.801,0.026,0.0114,0.1881,0.02,1044.6256438625396,521.1199026949935,526.8057684979846
98,"c(-85.139098, 31.919296)",36027,2400.0,1,1005950100.0,10141000511,0.94209999,0.86321002,0.02049,0.69306999,0.54749,0.51340002,0.63846999,0.435,0.518,0.01,0.01342,0.1311,0.5381,940.6629962138346,461.8348129561641,480.3076739211742
99,"c(-87.8218, 33.7031)",35555,1400.0,1,1057020300.0,10147001787,1.14905,0.75163001,0.040739998,0.68466002,0.83314002,0.79250002,0.6821,0.066,0.885,0.002,0.01275,0.1186,0.2329,1008.3680846837661,501.2246381822793,511.77254362205605
100,"c(-87.6633, 34.8345)",35630,100.0,1,1077010900.0,10153000528,1.2394,1.04423,0.052650001,0.86914003,0.81603003,0.70033002,0.79159999,0.076,0.866,0.017,0.024,0.3313,0.2231,1055.218115209874,533.9827611706311,533.2871028830137
101,"c(-85.674157, 34.487696)",35967,400.0,1,1049961300.0,10156000538,1.20145,0.87225002,0.036279999,0.73460001,0.78219002,0.75427997,0.73571998,0.02,0.889,0.024,0.02005,0.1079,0.3895,1014.3169004105613,498.74085993803806,514.8057804586509
102,"c(-86.037233, 33.995108)",35904,900.0,1,1055000900.0,10162001824,0.81059998,0.78605002,0.13169999,0.55352998,0.42653,0.35822001,0.50878,0.141,0.801,0.026,0.01643,0.0713,0.225,979.6627372614854,487.7346096957807,497.899463300551
103,"c(-85.8813, 31.0439)",36340,2500.0,1,1061050300.0,10164000567,0.95336998,0.64213997,0.037330002,0.55776,0.71776003,0.71648002,0.58399999,0.202,0.745,0.011,0.016790001,0.138,0.165,998.2693878001108,503.8397264627463,500.51874137818754
104,"c(-85.601606, 31.098483)",36375,2500.0,1,1061050500.0,10166001519,1.0501601,0.85974002,0.02538,0.73342001,0.71943003,0.78170002,0.75691003,0.202,0.745,0.011,0.01306,0.1116,0.2017,984.1192686675713,494.0771199113471,503.19784482387627
