,geometry,zip,puma,FIPS,tract2010,NCES_ID,ec_high_own_ses_hs,ec_high_parent_ses_hs,volunteering_rate_hs,exposure_parent_ses_hs,exposure_own_ses_hs,ec_own_ses_hs,ec_parent_ses_hs,black,white,hispanic,civic_organizations_zip,frac_coll_plus2016,nonwhite_share2010,SAT_Total,SAT_Math,SAT_ERW
6373,"c(-78.4561, 42.3402)",14737,2500.0,36,36009960800.0,361149000905,1.0338399,0.81689,0.05235,0.73229003,0.81108999,0.80745,0.78816003,0.002,0.928,0.007,0.01434,0.1606,0.0405,1031.050320866625,508.7169436896934,527.1331639730236
6374,"c(-79.308916, 42.446943)",14063,2600.0,36,36013035800.0,361152000907,1.35975,1.12454,0.10042,1.06709,1.16171,1.15567,1.08444,0.012,0.914,0.035,0.021330001,0.4841,0.0781,1087.7125293729862,525.3930103594859,545.3916274855711
6375,"c(-73.6024, 40.6547)",11510,3206.0,36,36059414301.0,361155000914,1.28776,0.81378001,0.02822,0.63799,1.13599,1.12982,0.63789999,0.424,0.28,0.239,0.0086399997,0.2902,0.7728,920.4649257110897,446.55453023143303,452.95353024621767
6376,"c(-79.160761, 42.05534)",14738,2600.0,36,36013037500.0,361161000917,1.30272,0.87272,0.068300001,0.80027997,1.04386,1.10136,0.75875998,0.012,0.914,0.035,0.02389,0.2303,0.0304,1067.2826203466163,517.6173777938528,538.0663092799216
6377,"c(-78.8319, 42.7665)",14075,1207.0,36,36029013002.0,361167000925,1.5068001,1.31467,0.05082,1.2463599,1.34793,1.3004301,1.23622,0.007,0.939,0.005,0.01509,0.2149,0.0505,1090.1466569618703,532.2599918837808,554.3981738813236
6378,"c(-76.4217, 43.308)",13069,600.0,36,36075021103.0,361170000931,1.18714,0.88661999,0.038770001,0.78428,0.77763999,0.70757997,0.77543002,0.011,0.937,0.006,0.01341,0.2014,0.0448,1048.7462907265453,512.5860201701021,529.9095558731032
6379,"c(-74.034054, 43.023125)",12074,1802.0,36,36091061500.0,361173000938,1.39258,1.09337,0.070260003,1.04414,1.16556,1.21845,1.05629,0.004,0.925,0.009,0.01815,0.3424,0.0245,1061.9118938752283,521.1529300188628,546.9188504205287
6380,"c(-73.653, 40.7331)",11530,3205.0,36,36059406400.0,361176000942,1.8833801,1.68283,0.049490001,1.66065,1.86685,1.85147,1.68766,0.106,0.646,0.121,0.027960001,0.7031,0.0735,1235.7917801200113,623.0952024092395,614.9325737301538
6381,"c(-77.7057, 43.1549)",14624,904.0,36,36055014302.0,361188000950,1.3176301,1.19338,0.037889998,1.09278,1.0652601,1.0159,1.1121401,0.067,0.846,0.035,0.0118,0.2677,0.1823,1059.0478874592516,520.860932193906,532.4562384649522
6382,"c(-76.019518, 44.014644)",13634,500.0,36,36045060400.0,361191000960,1.25752,1.1358401,0.046640001,1.07567,1.0570101,1.07511,1.0667,0.004,0.925,0.011,0.01532,0.2751,0.0524,1055.8443074180066,517.2044249479902,541.3321924900977
6383,"c(-77.809213, 42.812598)",14454,1300.0,36,36051030201.0,361194000961,1.5247101,1.24482,0.065109998,1.14569,1.35419,1.3275599,1.1587501,0.01,0.927,0.012,0.063210003,0.2411,0.0815,1087.3263143663912,528.2901003164667,560.2133093790203
6384,"c(-76.992, 42.8786)",14456,1400.0,36,36069051700.0,361197000964,1.32507,1.04837,0.045230001,0.94774997,0.92536998,0.77507001,0.87621999,0.011,0.952,0.008,0.027210001,0.1281,0.4567,1051.4022532357778,528.7179557104433,531.4314831187902
6385,"c(-73.627239, 40.879972)",11542,3202.0,36,36059517102.0,361218000974,1.5605299,1.22303,0.02726,1.04626,1.40036,1.35534,1.00097,0.018,0.788,0.061,0.01343,0.4387,0.1876,1016.8453349301885,510.95066794145,531.820177985129
6386,"c(-73.6605, 43.310186)",12801,300.0,36,36113070300.0,361224000981,1.3800499,1.0042599,0.12099,0.89741999,1.02676,0.88148999,0.85374999,0.009,0.931,0.012,0.02452,0.3809,0.0593,1084.4624599506292,528.2597043118931,550.1424802726177
6387,"c(-74.3615, 43.0537)",12078,1600.0,36,36035970700.0,361227000987,1.18748,0.87531,0.04473,0.73707998,0.74655002,0.62629002,0.74858999,0.011,0.892,0.037,0.01298,0.0786,0.0808,1036.7633933772127,513.2651007289834,520.8682288819941
6388,"c(-77.223535, 42.77943)",14544,1400.0,36,36069051300.0,361230000993,1.33874,0.97666001,0.065109998,0.90346003,1.0448999,1.02123,0.95086998,0.011,0.952,0.008,0.015969999,0.2888,0.0332,1081.1591787175237,530.5811520399942,545.828827301892
6389,"c(-74.3212, 41.418)",10924,2902.0,36,36071011900.0,361233000995,1.64274,1.50543,0.052700002,1.4701999,1.47209,1.43144,1.4768,0.114,0.698,0.097,0.03974,0.3366,0.2433,1112.9324064961847,551.3451449208501,572.1014619923376
6390,"c(-75.4653, 44.3412)",13642,100.0,36,36089492700.0,361236001002,1.03321,0.90556997,0.03021,0.86426002,0.71645999,0.70116001,0.82025999,0.002,0.928,0.006,0.0076299999,0.1138,0.1592,1015.1802301229337,505.401616205176,519.6470666430153
6391,"c(-78.947468, 42.465252)",14070,2500.0,36,36009960400.0,361239001007,1.09753,0.85276997,0.05548,0.79190999,0.87787998,0.85117,0.80813003,0.002,0.928,0.007,0.02245,0.1341,0.0781,1024.7792986087245,504.50493381188534,534.9908565839487
6392,"c(-73.264, 43.4012)",12832,300.0,36,36115084000.0,361245001011,1.25147,0.94880998,0.087360002,0.87592,0.93801999,0.92817003,0.88073999,0.009,0.931,0.012,0.01088,0.1357,0.0301,1077.3521793346083,525.7927330894398,536.9727622651023
6393,"c(-73.7403, 40.800082)",11023,3201.0,36,36059300300.0,361251001016,1.9371001,1.75511,0.048599999,1.69445,1.88415,1.8257101,1.69627,0.009,0.745,0.045,0.025900001,0.5104,0.2655,1206.9633575386622,587.7362813970201,604.3145988495999
6394,"c(-73.7009, 40.7665)",11020,3201.0,36,36059300900.0,361251001018,1.9173599,1.7205,0.05181,1.67339,1.8655601,1.83983,1.6785901,0.009,0.745,0.045,0.0178,0.609,0.3195,1240.554827065523,614.2211646092462,609.7199130024945
6395,"c(-77.6629, 43.2547)",14612,904.0,36,36055013603.0,361263001031,1.2836,1.06961,0.030780001,0.99997997,1.07465,1.0218,0.99939001,0.067,0.846,0.035,0.00765,0.3083,0.0857,1046.748339401819,514.0562579637744,527.7807259691099
6396,"c(-77.6926, 43.2443)",14612,904.0,36,36055013604.0,361263001032,1.47544,1.26808,0.030029999,1.17504,1.28975,1.2085299,1.23181,0.067,0.846,0.035,0.00765,0.3885,0.241,1039.9584088498264,512.0188502545866,536.0957966718936
6397,"c(-77.662929, 43.225482)",14615,904.0,36,36055014001.0,361263001035,1.45752,1.23159,0.046829998,1.21014,1.32473,1.3706501,1.18167,0.067,0.846,0.035,0.0047200001,0.3488,0.1244,1079.4222225872293,529.1807533135502,540.6870938809143
6398,"c(-77.6725, 43.2218)",14615,904.0,36,36055014004.0,361263001039,1.1698999,0.94722003,0.030339999,0.88572001,0.93281001,0.86664999,0.89946997,0.067,0.846,0.035,0.0047200001,0.2683,0.1675,1037.275561508809,515.703458030365,518.8782976398044
6399,"c(-75.7767, 42.3255)",13778,2203.0,36,36017971000.0,361275001052,1.2374099,1.06277,0.063259996,0.96711999,1.00657,0.99366999,0.97206998,0.005,0.942,0.011,0.025629999,0.2205,0.0347,1074.7915206976768,522.1266928694367,547.8544557575788
6400,"c(-74.0264, 42.4186)",12083,2100.0,36,36039080201.0,361287001056,1.3497601,1.11948,0.062720001,1.0240999,1.09598,1.10776,1.06858,0.014,0.915,0.026,0.02104,0.2779,0.0527,1069.120424703806,522.6297995197776,544.1507230614125
6401,"c(-73.4975, 43.0966)",12834,300.0,36,36115089000.0,361290001058,1.45474,1.18151,0.1139,1.07152,1.22513,1.26362,1.09349,0.009,0.931,0.012,0.02603,0.25,0.0301,1079.1899054425562,521.7487799119511,552.0568889649213
6402,"c(-78.6667, 42.5161)",14141,1207.0,36,36029015900.0,361299001064,1.46666,1.10373,0.04061,1.0331,1.26175,1.27373,1.04211,0.007,0.939,0.005,0.02011,0.2457,0.0538,1077.569194306013,523.43881993586,547.5397209133403
6403,"c(-76.370364, 42.580687)",13073,2300.0,36,36109002200.0,361302001068,1.14543,1.08464,0.067019999,0.99787998,0.87481999,0.84091997,1.00789,0.03,0.812,0.027,0.01777,0.2332,0.0538,1075.072607157103,525.315682850173,538.525947159452
6404,"c(-73.9657, 42.6977)",12009,2002.0,36,36001014613.0,361308001070,1.6953501,1.5264,0.068879999,1.47612,1.52823,1.46262,1.46843,0.023,0.89,0.012,0.019400001,0.3354,0.08,1148.5562296110256,557.1635925946906,581.9502134728668
6405,"c(-73.8395, 43.3225)",12846,300.0,36,36113071000.0,361311001075,1.15395,0.97368997,0.05742,0.89266998,0.93787003,0.93798,0.94708002,0.009,0.931,0.012,0.016790001,0.2019,0.0365,1059.178866470256,519.0758988552423,541.6669654917957
6406,"c(-73.359, 40.8024)",11746,3302.0,36,36103112212.0,361329001084,1.86619,1.76493,0.048900001,1.7252899,1.81057,1.76533,1.73089,0.023,0.867,0.049,0.01131,0.7072,0.2527,1198.1325496967058,598.4253068570396,600.1629117665826
6407,"c(-73.3737, 40.8107)",11746,3302.0,36,36103112102.0,361329001085,1.85412,1.74186,0.049899999,1.69846,1.7834899,1.74291,1.6554199,0.023,0.867,0.049,0.01131,0.6402,0.1799,1174.89745653238,584.1825889027871,590.8219425720331
6408,"c(-78.8301, 42.7271)",14075,1207.0,36,36029013400.0,361335001099,1.58296,1.33192,0.056419998,1.29424,1.44489,1.42327,1.2798899,0.007,0.939,0.005,0.01509,0.4663,0.0293,1119.9844730187342,541.2228518029484,567.1655065380191
6409,"c(-72.5083, 40.874)",11946,3305.0,36,36103190604.0,361353001108,1.58006,1.37939,0.040520001,1.29863,1.41366,1.42788,1.26215,0.03,0.858,0.062,0.01212,0.2892,0.2915,1086.5603637535044,532.6127165768225,549.774483647935
6410,"c(-76.578257, 43.317704)",13074,600.0,36,36075021300.0,361359001113,1.0602601,0.93779999,0.03156,0.86122,0.75966001,0.76892,0.86950999,0.011,0.937,0.006,0.0061900001,0.0738,0.0365,1041.9967569277237,514.884063333895,526.980815954934
6411,"c(-73.3586, 40.8679)",11740,3301.0,36,36103110502.0,361362001114,1.8461601,1.70153,0.058800001,1.65406,1.76657,1.7622499,1.66278,0.014,0.894,0.035,0.01671,0.554,0.1183,1187.98131624609,588.5085539859103,592.5160176470321
6412,"c(-75.6218, 42.182)",13787,2203.0,36,36007012300.0,361371001119,1.0309,0.95451999,0.075060003,0.88204998,0.78027999,0.85281003,0.9461,0.005,0.942,0.011,0.0097200004,0.1294,0.0382,1077.0905968889988,525.1397254919283,534.7670052862554
6413,"c(-73.7371, 40.9814)",10528,3104.0,36,36119008500.0,361374001122,1.86396,1.68949,0.046289999,1.63886,1.77858,1.78105,1.67497,0.045,0.743,0.139,0.01311,0.8305,0.0829,1245.6682403938444,615.1098430832039,601.6077297300471
6414,"c(-73.2013, 40.8223)",11788,3309.0,36,36103145803.0,361398001135,1.80976,1.68488,0.062070001,1.63414,1.71947,1.74059,1.6519901,0.019,0.863,0.051,0.01794,0.3705,0.1468,1148.0998411666637,566.3510261599095,583.5483408928437
6415,"c(-74.015162, 41.214867)",10984,3001.0,36,36087010501.0,361401001145,1.4610699,1.41203,0.033860002,1.14654,1.03598,0.86161,0.98729998,0.066,0.71,0.132,0.01416,0.4036,0.3138,1074.991807294623,536.2626455473643,533.4555170167304
6416,"c(-73.6325, 40.6966)",11550,3206.0,36,36059406701.0,361413001152,0.69200999,0.58231997,0.02159,0.43206,0.60813999,0.58432001,0.45144999,0.424,0.28,0.239,0.0089100003,0.2007,0.8792,861.7907899199545,423.10254498546294,429.8264083318633
6417,"c(-73.9354, 41.2542)",10548,3102.0,36,36119014604.0,361419001165,1.80718,1.69934,0.059069999,1.62473,1.6662101,1.62037,1.6333801,0.048,0.768,0.123,0.03689,0.3177,0.1826,1164.440618996394,572.9464805345947,586.168718790434
6418,"c(-75, 43.0234)",13350,401.0,36,36043011200.0,361422001168,1.34276,1.0483299,0.0535,0.90983999,1.04164,1.01729,0.92518997,0.002,0.955,0.007,0.0219,0.2357,0.0995,1080.157969866267,524.7074797584239,546.869569047198
6419,"c(-73.6628, 40.7645)",11576,3204.0,36,36059302300.0,361428001177,1.88609,1.66082,0.062100001,1.64487,1.85887,1.86875,1.6564699,0.045,0.623,0.078,0.01123,0.6203,0.4574,1288.1859321122092,652.4247429089901,624.9679300938183
6420,"c(-73.5257, 40.7585)",11801,3203.0,36,36059519100.0,361434001185,1.7876101,1.54251,0.043570001,1.47051,1.72807,1.68841,1.4867899,0.011,0.715,0.039,0.01609,0.3454,0.3103,1110.6502711332578,563.5956901025286,575.6165167653807
6421,"c(-74.012, 41.7246)",12528,2702.0,36,36111953700.0,361440001192,1.40256,1.20268,0.052220002,1.1810499,1.19558,1.20699,1.17471,0.047,0.844,0.042,0.0054899999,0.3289,0.1607,1059.7960166241012,519.9418841204391,533.8242587125177
6422,"c(-73.97565, 41.351082)",10928,2903.0,36,36071013800.0,361443001196,1.62154,1.53263,0.047770001,1.48215,1.44559,1.35991,1.45157,0.037,0.831,0.076,0.017419999,0.4468,0.1877,1137.6390238200806,560.1081591769138,569.870232159693
6423,"c(-77.7789, 43.2937)",14468,905.0,36,36055014804.0,361446001198,1.47298,1.23452,0.04194,1.2021,1.31415,1.30984,1.19704,0.024,0.928,0.024,0.01465,0.2708,0.0543,1068.7156007724516,519.3613610178069,547.1014211678323
6424,"c(-78.540869, 42.644625)",14080,1207.0,36,36029015003.0,361455001205,1.5163,1.18935,0.061749998,1.11325,1.33526,1.36417,1.14249,0.007,0.939,0.005,0.01584,0.2038,0.0294,1068.875774876264,519.8728718547854,552.1632479004184
6425,"c(-75.2541, 43.2541)",13354,401.0,36,36065024000.0,361458001209,1.36796,1.07833,0.042380001,1.0615,1.16267,1.1681401,1.05934,0.002,0.955,0.007,0.018230001,0.3556,0.0342,1077.3569920496477,528.1088724879661,545.4457119223758
6426,"c(-78.029128, 43.234198)",14470,1000.0,36,36073040802.0,361461001213,1.21085,0.83459002,0.062380001,0.80085999,0.97965997,0.98645002,0.80936998,0.01,0.936,0.012,0.01203,0.1402,0.0593,1056.325046558305,512.5338958107865,535.1804522248929
6427,"c(-76.1905, 42.6304)",13077,1500.0,36,36023970300.0,361464001217,1.44254,1.27397,0.078709997,1.19284,1.15589,1.07072,1.16624,0.0,0.952,0.003,0.020509999,0.3447,0.0525,1106.470444699336,543.5135584270577,556.0729984357556
6428,"c(-77.5024, 42.7908)",14471,1400.0,36,36069052000.0,361467001221,1.4467,1.02038,0.061939999,0.93877,1.27728,1.35052,0.95982999,0.011,0.952,0.008,0.03562,0.2471,0.0231,1079.746766752197,525.435993353921,553.5422993034364
6429,"c(-77.5874, 42.9516)",14472,906.0,36,36055012401.0,361470001223,1.6483999,1.49828,0.081529997,1.46331,1.53985,1.53074,1.43976,0.024,0.871,0.013,0.026450001,0.4603,0.0474,1150.9242051378183,559.728904557661,589.7896427439639
6430,"c(-73.5825, 42.9069)",12154,1900.0,36,36083051901.0,361473001227,1.3444901,1.20131,0.052269999,1.1253999,1.0992301,1.0257601,1.13765,0.044,0.86,0.02,0.0251,0.1802,0.0252,1074.6737532682635,528.759164502861,545.5467956234196
6431,"c(-73.356821, 42.873786)",12090,1900.0,36,36083051701.0,361476001229,1.38836,0.99315,0.060430001,0.94725001,1.1282901,1.13314,0.9418,0.044,0.86,0.02,0.02468,0.1884,0.0359,1063.0321731816582,519.1478838594725,542.8116090505641
6432,"c(-77.6626, 42.3336)",14843,2402.0,36,36101960700.0,361482001233,1.2036901,0.86447001,0.024839999,0.76207,0.84851003,0.75975001,0.75369,0.001,0.939,0.007,0.0186,0.2173,0.0782,1051.8619352064081,511.36063083173366,525.5911131562515
6433,"c(-76.8237, 42.1621)",14845,2401.0,36,36015010500.0,361485001241,1.4219199,1.21182,0.05147,1.13094,1.1643699,1.06947,1.071,0.011,0.924,0.014,0.017240001,0.2541,0.0845,1075.2906598493344,522.9182556962654,546.1734957100912
6434,"c(-73.772377, 42.259811)",12534,2100.0,36,36021001200.0,361494001249,1.07364,0.85172999,0.058249999,0.75875998,0.72377998,0.66637999,0.74782002,0.014,0.915,0.026,0.02331,0.2249,0.4872,1022.8180840348597,510.61712408364565,518.0335537426624
6435,"c(-73.573395, 43.313379)",12839,300.0,36,36115080200.0,361497001254,1.12709,0.89828002,0.12638,0.8351,0.80225998,0.76277,0.84522998,0.009,0.931,0.012,0.01224,0.0994,0.0356,1048.621235919626,513.0294216018327,533.2843119212769
6436,"c(-73.4247, 40.8568)",11743,3301.0,36,36103110902.0,361509001263,1.73709,1.49506,0.057399999,1.3358901,1.55379,1.40495,1.25702,0.014,0.894,0.035,0.01847,0.3106,0.5809,1141.7830934755668,563.0605418586148,575.8732129159762
6437,"c(-73.9021, 41.8267)",12538,2801.0,36,36027070101.0,361518001269,1.47807,1.37953,0.054269999,1.31091,1.20046,1.16135,1.29986,0.026,0.893,0.034,0.017510001,0.312,0.1457,1100.018526057049,537.4401581611244,555.0089996756553
6438,"c(-73.685836, 42.425509)",12184,2100.0,36,36021000402.0,361521001279,1.37925,1.1431201,0.078029998,1.0736901,1.16264,1.1195,1.06655,0.014,0.915,0.026,0.028100001,0.3593,0.0809,1088.5835512008111,530.9395214214329,550.1443445282349
6439,"c(-75.7134, 44.1436)",13673,500.0,36,36045060600.0,361530001288,1.20453,1.09457,0.068149999,1.05606,0.94067001,0.94259,1.0249,0.004,0.925,0.011,0.01554,0.2392,0.2263,1038.6130361264582,509.93398099165165,536.2249282999661
6440,"c(-78.604489, 42.834644)",14059,1203.0,36,36029014101.0,361536001294,1.6372499,1.35883,0.043559998,1.29909,1.52112,1.5749201,1.32419,0.006,0.962,0.006,0.020339999,0.3674,0.0157,1119.435002644624,544.4003534340633,566.6561338371231
6441,"c(-77.5973, 43.2166)",14617,901.0,36,36055010500.0,361539001302,1.47444,1.30522,0.075910002,1.23701,1.30375,1.25756,1.24187,0.032,0.888,0.028,0.0084499996,0.5412,0.0715,1124.8915247132525,538.9218111947781,556.6757421394937
6442,"c(-73.493363, 40.722268)",11756,3207.0,36,36059409000.0,361551001320,1.82212,1.62793,0.048129998,1.59983,1.74235,1.75903,1.59559,0.006,0.834,0.055,0.0071100001,0.2821,0.214,1119.826213424168,554.1293810227941,571.6978410080225
6443,"c(-73.220847, 40.731196)",11751,3311.0,36,36103147401.0,361554001324,1.7180099,1.50315,0.044429999,1.46611,1.59849,1.60518,1.4801199,0.054,0.846,0.064,0.01224,0.281,0.2419,1112.0732389905131,553.3530883993129,564.881266414839
6444,"c(-76.498, 42.4553)",14850,2300.0,36,36109000600.0,361557001340,1.61535,1.34066,0.1332,1.23367,1.28702,0.99754,1.1580499,0.03,0.812,0.027,0.050519999,0.8369,0.2665,1156.800924365935,562.2678757277907,583.4961862996779
6445,"c(-79.2354, 42.0962)",14701,2600.0,36,36013030500.0,361563001350,1.17855,0.76712,0.066749997,0.58165002,0.63676,0.51964003,0.56189001,0.012,0.914,0.035,0.017759999,0.1415,0.2481,1008.6940619570291,513.8796649319663,510.0409598065151
6446,"c(-73.0356, 40.9087)",11776,3307.0,36,36103158319.0,361578001363,1.65291,1.55211,0.048749998,1.46873,1.45502,1.3866301,1.45655,0.085,0.78,0.046,0.0065899999,0.3829,0.2626,1133.2599433733112,558.7657490455131,562.4794687902485
6447,"c(-73.5427, 40.7986)",11753,3202.0,36,36059518501.0,361581001370,1.91629,1.7870899,0.048519999,1.75914,1.8897901,1.86286,1.75854,0.018,0.788,0.061,0.02053,0.7279,0.2839,1271.4427377388959,634.8746927864413,623.3189589330459
6448,"c(-75.9686, 42.1345)",13790,2201.0,36,36007014200.0,361590001375,1.29286,0.92374998,0.054030001,0.84274,0.95982999,0.95052999,0.85557997,0.04,0.854,0.028,0.01394,0.3721,0.1236,1060.8058517860222,523.8517317231649,534.0187958944691
6449,"c(-74.383316, 43.009695)",12095,1600.0,36,36035971300.0,361598001381,1.2875201,0.97056001,0.066509999,0.90121001,0.97781998,0.93647999,0.89535999,0.011,0.892,0.037,0.016109999,0.2343,0.0649,1069.4650856454382,523.1504208211264,535.1148205614106
6450,"c(-76.4725, 43.047)",13080,704.0,36,36067012000.0,361599001386,1.42191,1.1483901,0.039489999,1.03461,1.16813,1.11164,1.04945,0.006,0.927,0.004,0.01826,0.2426,0.0409,1062.0972974674619,518.1116070434928,541.4794824091892
6451,"c(-73.595448, 44.466285)",12912,200.0,36,36019102000.0,361617001396,1.2108099,0.91491002,0.03025,0.87914997,0.91838002,0.92870998,0.86789,0.002,0.941,0.006,0.01977,0.1396,0.0445,1058.156621618383,510.36435182967534,534.0165162048096
6452,"c(-78.0244, 43.3192)",14476,1000.0,36,36073401300.0,361620001399,1.28065,0.96794999,0.05545,0.90625,1.0995899,1.12344,0.92725998,0.01,0.936,0.012,0.01255,0.1719,0.0636,1053.7584526574317,517.2559975418768,541.2673436492219
6453,"c(-78.8341, 42.9903)",14150,1201.0,36,36029007904.0,361623001410,1.4834599,1.19513,0.062010001,1.12638,1.31741,1.29667,1.14275,0.017,0.903,0.026,0.0082999999,0.3201,0.0477,1082.4084082192135,525.3896970177879,546.8237065954298
6454,"c(-78.8639, 42.9736)",14217,1201.0,36,36029008102.0,361623001412,1.37151,1.09056,0.062059999,1.0396399,1.13616,1.05948,0.99058998,0.017,0.903,0.026,0.01044,0.4941,0.0608,1076.8218961269092,523.2554894427651,542.4485985561457
6455,"c(-73.241542, 40.88311)",11754,3303.0,36,36103134906.0,361626001451,1.82491,1.6451499,0.04724,1.62962,1.7364399,1.72936,1.65458,0.003,0.898,0.029,0.0078099999,0.3653,0.0784,1123.7619972342068,563.1285827944095,571.2684760002558
6456,"c(-73.996895, 41.926124)",12401,2702.0,36,36111951900.0,361629001436,1.3072799,1.13007,0.052609999,0.97733998,0.87567002,0.72893,0.9483,0.047,0.844,0.042,0.02698,0.1296,0.3057,1057.4537007488968,523.9776997792874,530.5905782329193
6457,"c(-75.9655, 44.194)",13656,500.0,36,36045060500.0,361638001446,1.06472,0.98934001,0.05339,0.93516999,0.85943002,0.91760999,0.92572999,0.004,0.925,0.011,0.01571,0.1846,0.1199,1042.3212671290112,510.0967108880901,537.8237982526356
6458,"c(-76.117161, 42.922553)",13084,704.0,36,36067015800.0,361641001448,1.372,1.18674,0.035700001,1.12972,1.1663001,1.13386,1.14852,0.006,0.927,0.004,0.019160001,0.3366,0.0602,1080.228342105718,523.2397955361777,543.7476303048602
6459,"c(-78.8039, 42.8177)",14218,1204.0,36,36029012501.0,361644001452,1.11961,0.68153,0.031830002,0.66068,0.83516997,0.84103,0.63200998,0.053,0.893,0.015,0.01016,0.2084,0.0903,1018.3529702080864,504.5357671772564,512.3183734509179
6460,"c(-73.712344, 43.428662)",12845,300.0,36,36113072000.0,361647001458,1.56478,1.2480299,0.079470001,1.2175699,1.38859,1.43801,1.23243,0.009,0.931,0.012,0.042909998,0.3185,0.0467,1089.0865273592744,521.3699924949963,565.6613659290606
6461,"c(-73.984712, 44.282173)",12946,200.0,36,36031960598.0,361650001460,1.46529,1.09654,0.04865,1.00394,1.2427599,1.15611,1.04328,0.002,0.941,0.006,0.0416,0.2455,0.2464,1029.8628227481086,508.7636667722548,543.6336154046328
6462,"c(-79.037648, 42.649173)",14006,1207.0,36,36029015503.0,361656001469,1.3390501,1.08039,0.045279998,1.0013601,1.13965,1.1488,1.00945,0.007,0.939,0.005,0.01513,0.2074,0.0628,1071.302378776692,522.0531122271395,542.0550710439953
6463,"c(-73.8376, 41.3248)",10588,3103.0,36,36119014804.0,361662001475,1.8069299,1.64193,0.061110001,1.6224999,1.69848,1.67557,1.60323,0.026,0.847,0.053,0.02927913,0.4014,0.2557,1166.0620285070383,578.0515148879836,597.008035981755
6464,"c(-73.8589, 41.2794)",10567,3102.0,36,36119014607.0,361662001479,1.76991,1.59822,0.044190001,1.5490201,1.64275,1.61815,1.5830801,0.048,0.768,0.123,0.00581,0.6074,0.2615,1188.579656420482,585.6246054644145,580.7694817410169
6465,"c(-78.6707, 42.9306)",14086,1203.0,36,36029014208.0,361668001488,1.59717,1.3920701,0.042339999,1.3309,1.44231,1.39239,1.3295701,0.006,0.962,0.006,0.0092200004,0.3673,0.0413,1132.1798122988748,555.431692134454,562.5280373022329
6466,"c(-76.5339, 42.5441)",14882,2300.0,36,36109002300.0,361671001490,1.51713,1.32586,0.1161,1.27011,1.32129,1.27027,1.27307,0.03,0.812,0.027,0.025660001,0.3941,0.077,1096.4099148456755,536.8903095823867,564.7365686231705
6467,"c(-73.6751, 42.7636)",12180,1900.0,36,36083040300.0,361674001494,1.28142,1.0663,0.04411,0.9637,0.92653,0.89578998,0.95327997,0.044,0.86,0.02,0.01936,0.2219,0.3229,1045.383515156116,516.3655814401977,530.8721184896067
6468,"c(-73.734451, 40.63101)",11516,3212.0,36,36059411200.0,361683001505,1.53414,1.13213,0.029340001,0.96903998,1.33401,1.17312,0.91338003,0.039,0.777,0.103,0.01538,0.4696,0.1773,1020.0821642554602,506.5862358571331,524.6296650285952
6469,"c(-77.9809, 42.9618)",14482,1000.0,36,36037951100.0,361695001506,1.3784,1.1871901,0.05455,1.09982,1.16404,1.19147,1.13182,0.01,0.936,0.012,0.0083900001,0.2154,0.0379,1064.4186108865695,522.7764457411128,542.5346344584715
6470,"c(-76.8333, 43.1933)",14590,800.0,36,36117021600.0,361698001513,1.06222,0.85899001,0.045699999,0.74887002,0.76464999,0.76006001,0.75695002,0.018,0.909,0.019,0.0091700004,0.1134,0.076,1023.3133796671723,506.9820106539624,522.153398474579
6471,"c(-78.1155, 42.6289)",14066,1300.0,36,36121970800.0,361713001516,1.23953,0.78647,0.053709999,0.72435999,0.96777999,0.99010003,0.73837,0.01,0.927,0.012,0.014811003,0.13,0.0258,1044.696872813545,508.25147858575076,530.0824202701791
6472,"c(-73.5255, 40.729)",11756,3207.0,36,36059408900.0,361716001520,1.83105,1.58746,0.04733,1.55353,1.74819,1.76463,1.59516,0.006,0.834,0.055,0.0071100001,0.3459,0.2254,1127.323588821337,562.4212512216436,575.0072849689374
6473,"c(-73.5062, 40.7034)",11756,3207.0,36,36059409300.0,361716001523,1.84812,1.66935,0.05057,1.635,1.80054,1.81048,1.6357501,0.006,0.834,0.055,0.0071100001,0.2832,0.161,1127.5253169286423,565.1926872463401,570.8823017644504
6474,"c(-79.014, 43.214)",14174,1102.0,36,36063024405.0,361719001534,1.46889,1.32454,0.049479999,1.2496001,1.26557,1.27798,1.28198,0.021,0.934,0.008,0.01801,0.324,0.0484,1101.510657220713,533.5512112636762,556.2732996827085
6475,"c(-74.754436, 41.806825)",12754,2701.0,36,36105950700.0,361722001539,1.2653,0.98043001,0.048129998,0.87876999,0.98706001,0.95903999,0.91557002,0.024,0.856,0.066,0.01936,0.091,0.4019,1040.8723934224663,507.42143295777726,523.140331543898
6476,"c(-73.3654, 40.6976)",11757,3312.0,36,36103124001.0,361738001548,1.6825401,1.4829299,0.050319999,1.4249901,1.52995,1.5336601,1.4457901,0.051,0.832,0.073,0.0067799999,0.2934,0.1235,1114.1655579274645,552.7808077154455,562.3651937030727
6477,"c(-74.8709, 43.0588)",13365,401.0,36,36043010900.0,361746001555,1.1444401,0.94507003,0.054669999,0.84152001,0.90100002,0.86084002,0.81541997,0.002,0.955,0.007,0.016869999,0.1842,0.0299,1070.6965732025485,519.6997398570911,539.9971592293895
